filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,HuBERT (Transformer)_layer0_distance_tgt,HuBERT (Transformer)_layer0_distance_oth,HuBERT (Transformer)_layer1_distance_tgt,HuBERT (Transformer)_layer1_distance_oth,HuBERT (Transformer)_layer2_distance_tgt,HuBERT (Transformer)_layer2_distance_oth,HuBERT (Transformer)_layer3_distance_tgt,HuBERT (Transformer)_layer3_distance_oth,HuBERT (Transformer)_layer4_distance_tgt,HuBERT (Transformer)_layer4_distance_oth,HuBERT (Transformer)_layer5_distance_tgt,HuBERT (Transformer)_layer5_distance_oth,HuBERT (Transformer)_layer6_distance_tgt,HuBERT (Transformer)_layer6_distance_oth,HuBERT (Transformer)_layer7_distance_tgt,HuBERT (Transformer)_layer7_distance_oth,HuBERT (Transformer)_layer8_distance_tgt,HuBERT (Transformer)_layer8_distance_oth,HuBERT (Transformer)_layer9_distance_tgt,HuBERT (Transformer)_layer9_distance_oth,HuBERT (Transformer)_layer10_distance_tgt,HuBERT (Transformer)_layer10_distance_oth,HuBERT (Transformer)_layer11_distance_tgt,HuBERT (Transformer)_layer11_distance_oth
BR_TRIP36051_0,ɛ,e,t,ʃ,BR366,BR370,BR443,BR-participant4,BR-participant3,False,0,BR,2,0.461550235748291,0.4776854515075683,0.3831903040409088,0.4070754051208496,0.3771732747554779,0.3968811929225921,0.3983389437198639,0.407183825969696,0.4205606877803802,0.4285220801830292,0.4416550099849701,0.4220185279846191,0.4373427331447601,0.3733440637588501,0.3579248189926147,0.2757994532585144,0.138598546385765,0.0915022641420364,0.2063920050859451,0.1630745083093643,0.1849906593561172,0.1652864664793014,0.2161877304315567,0.19787883758544922
EN_TRIP17558_0,ɑ,u,z,f,EN2723,EN2756,EN775,EN-participant8,EN-participant4,False,0,EN,1,0.3312934339046478,0.4779631793498993,0.2675452828407287,0.403192400932312,0.2482860088348388,0.4003726840019226,0.2620136141777038,0.3992892205715179,0.2714404463768005,0.4121718406677246,0.2656699419021606,0.4568761885166168,0.2501706480979919,0.4546204805374145,0.2046432495117187,0.3908950090408325,0.0586107410490512,0.0989596471190452,0.0592383258044719,0.2156366258859634,0.0421406626701355,0.2425758987665176,0.06843056529760361,0.3846365809440613
ES_TRIP21960_0,a:,ɤ:,m,v,ES140,ES79,ES11,ES-participant4,ES-participant2,False,0,ES,6,0.4390172362327575,0.5478076934814453,0.3841744065284729,0.4339269995689392,0.3261651396751404,0.3483466804027557,0.3118883967399597,0.3184592425823211,0.2763386368751526,0.3184319734573364,0.2241805344820022,0.3175852000713348,0.1881480365991592,0.2883126139640808,0.1274707019329071,0.2241473048925399,0.0453709550201892,0.1465275734663009,0.1232699900865554,0.3192754983901977,0.1473252922296524,0.3970110118389129,0.17185060679912567,0.48632410168647766
BR_TRIP60069_1,ũ,ĩ,s,t,BR672,BR849,BR28,BR-participant1,BR-participant2,True,1,BR,2,0.380220502614975,0.3607893586158752,0.2989507615566253,0.306926429271698,0.2840275168418884,0.2986215949058532,0.285399466753006,0.2987969219684601,0.3084957301616668,0.3167184591293335,0.3041938841342926,0.3060513734817505,0.2822322845458984,0.2693421542644501,0.2151762247085571,0.2167307585477829,0.0983020663261413,0.1010539457201957,0.1248393058776855,0.1008448451757431,0.1581310629844665,0.1403099447488784,0.21671457588672638,0.18634651601314545
TU_TRIP11912_1,ɯ,i,t,s,TU241,TU255,TU129,TU-participant1,TU-participant4,True,1,TU,5,0.2851720452308655,0.3449081778526306,0.2509613633155823,0.2785519957542419,0.2279640436172485,0.2511767745018005,0.2209000885486602,0.272373765707016,0.2340187728404998,0.2784244120121002,0.235065147280693,0.2686189413070678,0.2267930805683136,0.2368029206991195,0.1680288612842559,0.158149778842926,0.0325973778963089,0.0248507894575595,0.0647529065608978,0.0255216620862483,0.0684780031442642,0.0191368330270051,0.11340522766113281,0.03544282168149948
FR_TRIP26963_0,œ,o,z,b,FR3364,FR3259,FR182,FR-participant7,FR-participant6,False,0,FR,0,0.3935365974903106,0.5294613242149353,0.3167028725147247,0.4786496460437774,0.2729532122611999,0.4509912133216858,0.2614665329456329,0.4407273232936859,0.2666094303131103,0.4706315100193023,0.241461232304573,0.4390436708927154,0.2032405436038971,0.3827286660671234,0.1446369886398315,0.2793707847595215,0.0401351787149906,0.0831038206815719,0.0744780376553535,0.1370840221643448,0.061502669006586,0.1313021779060363,0.06516052037477493,0.14157120883464813
EN_TRIP22762_1,ɑ,ʌ,z,f,EN552,EN459,EN1927,EN-participant2,EN-participant7,True,1,EN,1,0.4113959670066833,0.4389191269874573,0.3319431841373443,0.3712016940116882,0.3016083836555481,0.3411895334720611,0.2941364347934723,0.307029515504837,0.2936581969261169,0.3089371919631958,0.2982421219348907,0.2880356609821319,0.2965052425861358,0.2778168320655823,0.2784990668296814,0.2314808219671249,0.2135358899831771,0.0873149111866951,0.5569326281547546,0.0800096914172172,0.5603572130203247,0.0929498970508575,0.6522457599639893,0.12481088936328888
GR_TRIP61577_1,ʏ,aː,f,s,GR268,GR317,GR621,GR-participant4,GR-participant1,True,1,GR,3,0.4225886762142181,0.4841833710670471,0.3461017608642578,0.3775942027568817,0.3359534740447998,0.3630772829055786,0.3281029462814331,0.373065173625946,0.3530965149402618,0.4099199473857879,0.3322089314460754,0.4120662212371826,0.2907871007919311,0.389041930437088,0.2085323929786682,0.2758445143699646,0.0741589963436126,0.0668860748410224,0.0631820559501648,0.0517542138695716,0.0497038066387176,0.0357862710952758,0.060264915227890015,0.043230634182691574
ES_TRIP33498_1,i:,y:,l,s,ES221,ES234,ES293,ES-participant1,ES-participant5,True,1,ES,6,0.4416045546531677,0.3852185606956482,0.3789518475532532,0.3217581510543823,0.3622630834579468,0.3035109341144562,0.3335557579994201,0.2818299531936645,0.3605633974075317,0.2943851351737976,0.324564516544342,0.2814762592315674,0.3097214996814728,0.2460348010063171,0.2370333969593048,0.1761704236268997,0.0548492521047592,0.0581597611308097,0.0491572171449661,0.0967837274074554,0.0511492043733596,0.1119992062449455,0.07071595638990402,0.12326366454362869
BR_TRIP20451_0,i,e,s,p,BR499,BR445,BR329,BR-participant3,BR-participant4,False,0,BR,2,0.4725452959537506,0.4890792965888977,0.4027389287948608,0.4049488604068756,0.3829831182956695,0.3754300773143768,0.3992883563041687,0.3833717703819275,0.4290633797645569,0.383721113204956,0.4236960113048553,0.3627339601516723,0.4088923633098602,0.3478346168994903,0.3050395548343658,0.2919434905052185,0.0866211801767349,0.1039512380957603,0.0616603679955005,0.1575625836849212,0.0345226190984249,0.1121003776788711,0.03433622419834137,0.18985465168952942
FR_TRIP30446_0,ɔ,u,f,f,FR2910,FR3169,FR2668,FR-participant7,FR-participant1,False,0,FR,0,0.3184657990932464,0.3524205386638641,0.268016368150711,0.3071534335613251,0.2450771778821945,0.2988619804382324,0.2584371864795685,0.3366552293300628,0.2693921029567718,0.3665207624435425,0.2562667429447174,0.3703769445419311,0.2281359732151031,0.3605139553546905,0.1633621901273727,0.2959837019443512,0.0428678952157497,0.1483899503946304,0.0283489692956209,0.4784604012966156,0.0118629764765501,0.4559094309806824,0.015215225517749786,0.5729969143867493
GL_TRIP1354_1,aː,a,g,g,GLO50,GLO156,GLO150,S04F,S03M,True,1,GL,4,0.2989785075187683,0.3208381831645965,0.2652454972267151,0.2866698801517486,0.251204639673233,0.2804754376411438,0.2323079854249954,0.2520891427993774,0.2139508873224258,0.2348402887582779,0.2089544236660003,0.232037141919136,0.1791536062955856,0.2118444740772247,0.1424285173416137,0.1904604882001876,0.0827457308769226,0.1440127938985824,0.1985512375831604,0.3100399374961853,0.1828493028879165,0.3203214704990387,0.20657970011234283,0.3534742295742035
BR_TRIP25897_1,ẽ,õ,m,d,BR1024,BR890,BR773,BR-participant5,BR-participant1,True,1,BR,2,0.4367099106311798,0.4333784282207489,0.3817384541034698,0.369664579629898,0.3519974648952484,0.3541879653930664,0.330183207988739,0.3498076796531677,0.3334417343139648,0.3528299331665039,0.3265820741653442,0.3645342886447906,0.2909144759178161,0.3449444472789764,0.2192406207323074,0.2634509205818176,0.1386400461196899,0.1139671579003334,0.3664973974227905,0.2042678296566009,0.4353155195713043,0.2823541462421417,0.514354944229126,0.3867446780204773
TU_TRIP5964_0,ɯ,y,p,t,TU188,TU170,TU24,TU-participant3,TU-participant2,False,0,TU,5,0.4326289296150207,0.4383907616138458,0.3696403205394745,0.3657352328300476,0.3263384699821472,0.3348107039928436,0.3353951573371887,0.3271862268447876,0.3418927490711212,0.3210067749023437,0.3349461853504181,0.2749282717704773,0.3096212148666382,0.2425164431333542,0.2562174797058105,0.1810639202594757,0.2006879150867462,0.1416391432285308,0.4985672831535339,0.3312240242958069,0.5373409986495972,0.3986957669258117,0.6029602289199829,0.4832858741283417
GR_TRIP66209_0,yː,øː,l,t,GR379,GR309,GR493,GR-participant4,GR-participant3,False,0,GR,3,0.4821540117263794,0.5352503061294556,0.421453595161438,0.4423363506793976,0.3890667855739593,0.413836270570755,0.375506579875946,0.4015269577503204,0.4038426578044891,0.4403323233127594,0.3967900276184082,0.4222363233566284,0.3325960338115692,0.3585825860500335,0.2537918984889984,0.2843821346759796,0.0610434673726558,0.0680438354611396,0.0465416572988033,0.0505536086857318,0.0392867885529994,0.0425884462893009,0.049493689090013504,0.04826081544160843
ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,1,ES,6,0.3956254422664642,0.4598048031330108,0.2978776693344116,0.3734652996063232,0.2632224559783935,0.349225640296936,0.2715848088264465,0.3564350605010986,0.2724052965641022,0.3571714758872986,0.2562972903251648,0.3367700278759002,0.2359076291322708,0.3275972306728363,0.1788996905088424,0.2605587244033813,0.0550524517893791,0.0729723572731018,0.0359986387193203,0.0524168200790882,0.0362880788743495,0.0515562035143375,0.047134846448898315,0.06973355263471603
GR_TRIP20981_1,ʏ,ɪ,f,s,GR397,GR404,GR115,GR-participant3,GR-participant6,True,1,GR,3,0.3031545281410217,0.453330934047699,0.2477422803640365,0.3625370264053345,0.2399021089076995,0.3584761917591095,0.2425644248723983,0.3672974407672882,0.2440012395381927,0.4093238711357116,0.2266968190670013,0.4233309030532837,0.2048812955617904,0.398417979478836,0.1419407725334167,0.2958120107650757,0.0390135757625103,0.0671775937080383,0.1240091174840927,0.0630263984203338,0.1047008261084556,0.0786828696727752,0.16762790083885193,0.11093080788850784
EN_TRIP15269_0,ʊ,ʌ,t,s,EN2689,EN2733,EN1681,EN-participant8,EN-participant1,False,0,EN,1,0.3961608409881592,0.4037202298641205,0.3292337357997894,0.3269762992858886,0.3255016207695007,0.3126086592674255,0.347398430109024,0.3138806223869324,0.3620988130569458,0.3460723459720611,0.3510582447052002,0.3432503044605255,0.3490475714206695,0.3261091411113739,0.2889719903469085,0.2784532308578491,0.0844257622957229,0.0781234800815582,0.1156335100531578,0.2478504478931427,0.0755842104554176,0.2228332161903381,0.13625755906105042,0.3838994801044464
BR_TRIP66574_1,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,True,1,BR,2,0.3133958280086517,0.4538804292678833,0.2752622663974762,0.4120012819766998,0.2735771834850311,0.4083039760589599,0.2656626403331756,0.3903956115245819,0.2542393803596496,0.4173473417758941,0.2179912477731704,0.4274008274078369,0.1919411122798919,0.40782031416893,0.1309620290994644,0.3209946155548095,0.0636045336723327,0.1049289181828498,0.1311651319265365,0.358106404542923,0.180921584367752,0.2994867861270904,0.24110403656959534,0.4153055250644684
FR_TRIP18983_0,e,ɛ,z,b,FR1914,FR1812,FR1623,FR-participant3,FR-participant4,False,0,FR,0,0.486662894487381,0.5226994156837463,0.3916532099246979,0.4415979385375976,0.3709349036216736,0.4210465550422668,0.3709594905376434,0.4278612434864044,0.3901991546154022,0.4569604694843292,0.3746727108955383,0.4609458744525909,0.3322817385196686,0.4345258772373199,0.2484790235757827,0.3789714574813843,0.0614903718233108,0.1631574779748916,0.0489575192332267,0.1164786890149116,0.0576631240546703,0.1305854171514511,0.07158952206373215,0.16052311658859253
EN_TRIP3200_1,u,ʊ,z,f,EN47,EN207,EN1866,EN-participant6,EN-participant1,True,1,EN,1,0.3467140793800354,0.3497993350028991,0.3134631216526031,0.3027843832969665,0.3098360300064087,0.3000291287899017,0.3349075317382812,0.3228426277637481,0.3181074261665344,0.3156392276287079,0.2905800342559814,0.2788645625114441,0.2720348834991455,0.2490890473127365,0.207093745470047,0.1881760507822036,0.0519725829362869,0.0553720109164714,0.0372248739004135,0.0985650643706321,0.0164055619388818,0.0786075666546821,0.02228047326207161,0.10829011350870132
BR_TRIP58975_0,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,False,0,BR,2,0.44632089138031,0.3508464992046356,0.3593606948852539,0.2776634693145752,0.3704860806465149,0.2740843594074249,0.3949462473392486,0.2711813151836395,0.4264500439167022,0.2954619824886322,0.4497550427913666,0.2749047875404358,0.4106464684009552,0.2261104136705398,0.3333665132522583,0.1595584452152252,0.103905901312828,0.067067377269268,0.2919751405715942,0.2648690342903137,0.2811675667762756,0.261771947145462,0.37024104595184326,0.33423709869384766
BR_TRIP18676_1,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,True,1,BR,2,0.3383156359195709,0.4217913448810577,0.2877264022827148,0.3677605986595154,0.2764281034469604,0.3608794808387756,0.2710979580879211,0.3680329620838165,0.2871649265289306,0.390498399734497,0.2970845997333526,0.3817219138145447,0.2848216891288757,0.3505062162876129,0.2081628590822219,0.2493602484464645,0.0451488308608531,0.0804507061839103,0.0327385514974594,0.3954532742500305,0.0200557801872491,0.4216859340667724,0.01968732848763466,0.5832371115684509
ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,0,ES,6,0.4521070420742035,0.4742068648338318,0.3912316858768463,0.4208590090274811,0.352317601442337,0.4033680856227875,0.3062877655029297,0.3834700882434845,0.3058033883571625,0.4044499695301056,0.2847277522087097,0.4256410598754883,0.2545028030872345,0.3994278609752655,0.1787284463644027,0.3506209850311279,0.0623578131198883,0.2317595928907394,0.082489863038063,0.2664664387702942,0.0726028457283973,0.2203855067491531,0.10618743300437927,0.27028167247772217
FR_TRIP17398_1,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,True,1,FR,0,0.3008540272712707,0.3282189965248108,0.2359314709901809,0.2497861385345459,0.2166666984558105,0.2265152782201767,0.2210961580276489,0.2253162115812301,0.2298963516950607,0.2416983842849731,0.2096518576145172,0.2169798463582992,0.1926237791776657,0.187198057770729,0.1432381421327591,0.1298526376485824,0.0770763903856277,0.0364036671817302,0.2205775082111358,0.0742706805467605,0.2241301536560058,0.0596691109240055,0.24605493247509003,0.0852944403886795
GR_TRIP8946_0,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,False,0,GR,3,0.3614025115966797,0.3961268961429596,0.2989896237850189,0.3156968355178833,0.2774595022201538,0.3033472895622253,0.2784543931484222,0.3224342763423919,0.2913855612277984,0.3487208187580108,0.2779081165790558,0.3504697382450104,0.2454262375831604,0.3249209523200989,0.1767818033695221,0.2408273667097091,0.0452837571501731,0.1819062829017639,0.038950253278017,0.4918699264526367,0.0193989723920822,0.5356355905532837,0.02099480666220188,0.603685736656189
BR_TRIP46922_1,ĩ,õ,s,t,BR265,BR275,BR159,BR-participant4,BR-participant2,True,1,BR,2,0.4887362718582153,0.5443316102027893,0.3927485346794128,0.4453499317169189,0.3582002520561218,0.4274166822433471,0.3590767383575439,0.4291849136352539,0.3747901320457458,0.4410403966903686,0.3589537143707275,0.4389700889587402,0.3352330923080444,0.4215552508831024,0.2477730363607406,0.316226452589035,0.061290580779314,0.0973922535777092,0.0381338819861412,0.1235198527574539,0.0199884008616209,0.1198261082172393,0.019594237208366394,0.14686167240142822
GL_TRIP1774_0,e,ɛ,p,p,GLO86,GLO160,GLO2,S02M,S03M,False,0,GL,4,0.1933204978704452,0.3341977000236511,0.1573286056518554,0.2750274538993835,0.1931780725717544,0.2854157388210296,0.1705026775598526,0.2821285426616668,0.1517176628112793,0.2771415710449219,0.1333850771188736,0.2788759171962738,0.1096542403101921,0.253030925989151,0.0854465663433075,0.2058320194482803,0.0963868573307991,0.1289222687482834,0.4333199560642242,0.1060680225491523,0.4024848341941833,0.0889791473746299,0.46721315383911133,0.11147464066743851
BR_TRIP13188_1,ɐ̃,a,t,t,BR539,BR627,BR675,BR-participant3,BR-participant1,True,1,BR,2,0.3848668038845062,0.4824194014072418,0.3285240530967712,0.4399603009223938,0.3199218511581421,0.432600736618042,0.3190398216247558,0.4377351999282837,0.3274910449981689,0.4436970949172973,0.3044082522392273,0.4442754089832306,0.2718595266342163,0.408923327922821,0.206192746758461,0.3274193108081817,0.0700837150216102,0.1046246886253357,0.1253229230642318,0.1151293441653251,0.1519478410482406,0.1509523838758468,0.18148115277290344,0.18156154453754425
TU_TRIP3761_0,y,i,f,z,TU167,TU177,TU257,TU-participant3,TU-participant1,False,0,TU,5,0.3283261060714721,0.380811870098114,0.2879240810871124,0.3353499174118042,0.2788010537624359,0.3236892223358154,0.2713529169559479,0.3185741901397705,0.2638676166534424,0.3278234601020813,0.2442265003919601,0.3111644089221954,0.2095003128051757,0.2715841233730316,0.1435878425836563,0.2056490331888198,0.0611969120800495,0.0798591673374176,0.2837831377983093,0.3383601009845733,0.280920922756195,0.335397332906723,0.4188344478607178,0.5064224004745483
EN_TRIP6872_1,eɪ,ɛ,z,b,EN1950,EN2085,EN1009,EN-participant7,EN-participant4,True,1,EN,1,0.5512032508850098,0.6294312477111816,0.481018453836441,0.5649930834770203,0.4253541231155395,0.5147032141685486,0.4854242503643036,0.5413380861282349,0.4398488998413086,0.5412871241569519,0.4469679594039917,0.545121967792511,0.426954984664917,0.50411456823349,0.337717056274414,0.3889528810977936,0.1330219209194183,0.2219969034194946,0.1229666993021965,0.4226218461990356,0.1609965413808822,0.4718118906021118,0.21074897050857544,0.5320916175842285
FR_TRIP8045_0,i,e,z,f,FR780,FR868,FR2450,FR-participant2,FR-participant1,False,0,FR,0,0.383482426404953,0.4437999427318573,0.3375630974769592,0.3759260475635528,0.2996479868888855,0.3262397348880768,0.2911154925823211,0.3255771100521087,0.3042565584182739,0.3570581972599029,0.2847704589366913,0.33497354388237,0.2363169640302658,0.276312381029129,0.1727678924798965,0.2030929327011108,0.0561777874827384,0.1220380142331123,0.0804302915930748,0.4161569476127624,0.0987982153892517,0.4551410377025604,0.14677277207374573,0.5102767944335938
GR_TRIP51064_1,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,True,1,GR,3,0.322168618440628,0.3719309270381927,0.2692420184612274,0.3009679019451141,0.2395660132169723,0.2896948158740997,0.2543331086635589,0.2900589406490326,0.2842250764369964,0.3387729227542877,0.2715777456760406,0.3407967090606689,0.2280049324035644,0.2968558669090271,0.1735055446624755,0.2302916496992111,0.1412700116634369,0.0797025635838508,0.4022359848022461,0.1059947237372398,0.45353564620018,0.1379845589399337,0.4985905587673187,0.19522757828235626
ES_TRIP8284_0,y:,ø:,l,s,ES69,ES18,ES126,ES-participant2,ES-participant4,False,0,ES,6,0.4854734241962433,0.5474026203155518,0.4055289924144745,0.4313086271286011,0.3187712728977203,0.402618795633316,0.2986788153648376,0.3896036148071289,0.2986183762550354,0.4251194894313812,0.2765952050685882,0.4283427894115448,0.23780158162117,0.4005371928215027,0.1608161032199859,0.3112084567546844,0.0330893211066722,0.2756430804729461,0.0295109804719686,0.8138404488563538,0.0332198403775692,0.7861769795417786,0.044763755053281784,0.9726991653442383
BR_TRIP16561_1,ẽ,ũ,m,d,BR553,BR520,BR303,BR-participant3,BR-participant4,True,1,BR,2,0.3804273605346679,0.5168259143829346,0.3051376044750213,0.4266776740550995,0.2820086181163788,0.4188114106655121,0.2915539741516113,0.4370237290859222,0.3026032745838165,0.4491920471191406,0.2901372909545898,0.4835069179534912,0.2487054467201233,0.4944158494472503,0.1811064630746841,0.3988590240478515,0.0624563097953796,0.131722554564476,0.1531696915626526,0.2636763751506805,0.1414572894573211,0.2722692191600799,0.18039380013942719,0.3193310499191284
TU_TRIP8718_0,y,œ,d,ʃ,TU8,TU40,TU83,TU-participant2,TU-participant4,False,0,TU,5,0.3168026208877563,0.3972663581371307,0.2722477614879608,0.3445387482643127,0.2372799217700958,0.3142645061016083,0.2324047684669494,0.3142134249210357,0.2400951087474823,0.3241806030273437,0.2142076194286346,0.3205739855766296,0.1857367604970932,0.3140126168727875,0.1343774050474167,0.2314051389694214,0.0236983392387628,0.0442466028034687,0.0337178707122802,0.0787216275930404,0.0431196019053459,0.0873213857412338,0.06721311807632446,0.1646742820739746
