filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,w2vt7_distance_tgt,w2vt7_distance_oth,w2vt8_distance_tgt,w2vt8_distance_oth,w2vt9_distance_tgt,w2vt9_distance_oth,w2vt10_distance_tgt,w2vt10_distance_oth,w2vt0_distance_tgt,w2vt0_distance_oth,w2vt1_distance_tgt,w2vt1_distance_oth,w2vt2_distance_tgt,w2vt2_distance_oth,w2vt3_distance_tgt,w2vt3_distance_oth,w2vt4_distance_tgt,w2vt4_distance_oth,w2vt5_distance_tgt,w2vt5_distance_oth,w2vt6_distance_tgt,w2vt6_distance_oth,w2vt11_distance_tgt,w2vt11_distance_oth,w2vt12_distance_tgt,w2vt12_distance_oth
BR_TRIP36051_0,ɛ,e,t,ʃ,BR366,BR370,BR443,BR-participant4,BR-participant3,False,0,BR,2,0.6893512606620789,0.6841135025024414,0.4929114580154419,0.3871873915195465,0.1048300564289093,0.2718256413936615,0.0455447919666767,0.0834440663456916,0.7701261043548584,0.7284914255142212,0.7583925724029541,0.7227655053138733,0.7430430054664612,0.7128860950469971,0.6920447945594788,0.6564561128616333,0.6644187569618225,0.63339763879776,0.6310634016990662,0.6237519979476929,0.6284298300743103,0.6195443272590637,0.0155426310375332,0.0180755425244569,0.015542631037533283,0.018075542524456978
EN_TRIP17558_0,ɑ,u,z,f,EN2723,EN2756,EN775,EN-participant8,EN-participant4,False,0,EN,1,0.4216699600219726,0.7040846347808838,0.2394372075796127,0.4221255481243133,0.1470590531826019,0.3828956484794616,0.0438371822237968,0.0397097468376159,0.5091964602470398,0.7928134202957153,0.4813319146633148,0.7814342379570007,0.4541638195514679,0.7758862376213074,0.4138997197151184,0.7342486381530762,0.4180431067943573,0.6795786023139954,0.4390170276165008,0.6635022163391113,0.4952515661716461,0.6863119602203369,0.0099466452375054,0.0197831839323043,0.009946645237505436,0.019783183932304382
ES_TRIP21960_0,a:,ɤ:,m,v,ES140,ES79,ES11,ES-participant4,ES-participant2,False,0,ES,6,0.5335558652877808,0.4900301098823547,0.4954967796802521,0.3606061041355133,0.4456920325756073,0.3019578158855438,0.0640077590942382,0.0353225357830524,0.6830426454544067,0.7411676645278931,0.5813067555427551,0.6507536172866821,0.4853691756725311,0.5980435013771057,0.4160194098949432,0.5573999285697937,0.370754063129425,0.5427976846694946,0.3465511202812195,0.5673106908798218,0.3416698276996612,0.5175790786743164,0.024740494787693,0.0074066426604986,0.024740494787693024,0.007406642660498619
BR_TRIP60069_1,ũ,ĩ,s,t,BR672,BR849,BR28,BR-participant1,BR-participant2,True,1,BR,2,0.3161359429359436,0.4134750664234161,0.1762880086898803,0.2169585824012756,0.0799922794103622,0.0884217098355293,0.0168871842324733,0.015894616022706,0.5119986534118652,0.5644082427024841,0.4580065011978149,0.5400999784469604,0.4203595817089081,0.4887098968029022,0.3586061000823974,0.4443069100379944,0.3297957181930542,0.4147626757621765,0.3231340646743774,0.40291827917099,0.3648200333118438,0.4281826019287109,0.0088901137933135,0.0266797952353954,0.008890113793313503,0.02667979523539543
TU_TRIP11912_1,ɯ,i,t,s,TU241,TU255,TU129,TU-participant1,TU-participant4,True,1,TU,5,0.4806712865829468,0.5251743793487549,0.2607659101486206,0.3845662474632263,0.0627158731222152,0.1138055473566055,0.015011210925877,0.0345867946743965,0.500746488571167,0.5959364771842957,0.415229469537735,0.5215248465538025,0.3776064813137054,0.4791944622993469,0.3516561090946197,0.4527944922447204,0.3762470185756683,0.4522848725318908,0.3792088627815246,0.4407852590084076,0.3943167328834533,0.4412854611873626,0.0306418146938085,0.0262081418186426,0.030641814693808556,0.026208141818642616
FR_TRIP26963_0,œ,o,z,b,FR3364,FR3259,FR182,FR-participant7,FR-participant6,False,0,FR,0,0.4789254069328308,0.5123835802078247,0.3539564907550812,0.2726423740386963,0.2241652160882949,0.1465383470058441,0.0563411228358745,0.0190142970532178,0.5665553212165833,0.7295705080032349,0.5066224336624146,0.696600615978241,0.4830853343009949,0.6518129110336304,0.4545460045337677,0.6068217158317566,0.4170282483100891,0.6068389415740967,0.4493877291679382,0.6219663619995117,0.4574243426322937,0.6353973150253296,0.0078528439626097,0.0094468956813216,0.007852843962609768,0.009446895681321621
EN_TRIP22762_1,ɑ,ʌ,z,f,EN552,EN459,EN1927,EN-participant2,EN-participant7,True,1,EN,1,0.4962755739688873,0.4874718189239502,0.2960915863513946,0.2795463800430298,0.1377621442079544,0.1569744497537613,0.0271672904491424,0.0362254753708839,0.571061372756958,0.5524984002113342,0.5327107310295105,0.5144107341766357,0.525157630443573,0.4965343475341797,0.4880895316600799,0.4753187894821167,0.4805964827537536,0.4430110156536102,0.4534827470779419,0.4358943998813629,0.4633379280567169,0.4456547200679779,0.0122548127546906,0.0134187964722514,0.012254812754690647,0.013418796472251415
GR_TRIP61577_1,ʏ,aː,f,s,GR268,GR317,GR621,GR-participant4,GR-participant1,True,1,GR,3,0.3646607398986816,0.6595684289932251,0.1714837998151779,0.5104685425758362,0.1319795697927475,0.3049551248550415,0.0132629983127117,0.048471562564373,0.5945285558700562,0.7401006817817688,0.5557653903961182,0.7151838541030884,0.5012935996055603,0.6902474164962769,0.4623947441577911,0.6340470910072327,0.4439233541488647,0.6367715001106262,0.4372579455375671,0.6317203640937805,0.4997554123401642,0.6533854007720947,0.0110321212559938,0.014396408572793,0.011032121255993843,0.014396408572793007
ES_TRIP33498_1,i:,y:,l,s,ES221,ES234,ES293,ES-participant1,ES-participant5,True,1,ES,6,0.464249312877655,0.4235309958457947,0.3299358785152435,0.2710696458816528,0.4310080111026764,0.1152818351984024,0.0937575101852417,0.0457461327314376,0.6213132739067078,0.5406821966171265,0.5364219546318054,0.4873746633529663,0.5274264812469482,0.494600772857666,0.4856321513652801,0.4793344736099243,0.4715366959571838,0.4821272492408752,0.4446702599525451,0.5010602474212646,0.4804665446281433,0.4930337369441986,0.0185072645545005,0.016563406214118,0.01850726455450058,0.016563406214118004
BR_TRIP20451_0,i,e,s,p,BR499,BR445,BR329,BR-participant3,BR-participant4,False,0,BR,2,0.6719177961349487,0.5949326157569885,0.4504406750202179,0.4018508195877075,0.2661190330982208,0.2202140986919403,0.0447591245174407,0.0305267386138439,0.7785390019416809,0.8066816329956055,0.7834769487380981,0.7665523290634155,0.7396978735923767,0.675167441368103,0.7084802389144897,0.621440052986145,0.6842765212059021,0.6248966455459595,0.6418334245681763,0.5711861252784729,0.6101306676864624,0.6083581447601318,0.015855211764574,0.0138768050819635,0.01585521176457405,0.013876805081963539
FR_TRIP30446_0,ɔ,u,f,f,FR2910,FR3169,FR2668,FR-participant7,FR-participant1,False,0,FR,0,0.4846648871898651,0.5360870361328125,0.3637502789497375,0.3169780075550079,0.3610111773014068,0.2560184299945831,0.0541372671723365,0.0262519679963588,0.5224770903587341,0.5790004134178162,0.4849022626876831,0.5704689621925354,0.4427075982093811,0.5677664875984192,0.3897470533847809,0.5278300642967224,0.3529522120952606,0.5095887780189514,0.3335446715354919,0.4909471571445465,0.3393149375915527,0.5138980746269226,0.0075990906916558,0.012519952841103,0.007599090691655874,0.012519952841103077
GL_TRIP1354_1,aː,a,g,g,GLO50,GLO156,GLO150,S04F,S03M,True,1,GL,4,0.3742802143096924,0.3912782073020935,0.1953870356082916,0.2020566165447235,0.082396350800991,0.0704127848148346,0.0153114674612879,0.0120550142601132,0.5221601128578186,0.537619948387146,0.4744477868080139,0.4967734515666961,0.4715925753116607,0.4897885918617248,0.4548946022987366,0.4792440235614776,0.458715945482254,0.4933502972126007,0.4723411202430725,0.5058425068855286,0.4678086340427398,0.4928540289402008,0.0072308420203626,0.0085351709276437,0.007230842020362616,0.008535170927643776
BR_TRIP25897_1,ẽ,õ,m,d,BR1024,BR890,BR773,BR-participant5,BR-participant1,True,1,BR,2,0.603416383266449,0.6340604424476624,0.4593054056167602,0.4607586562633514,0.4465313255786896,0.3191674053668976,0.1050486639142036,0.0485092997550964,0.630156934261322,0.7026358842849731,0.5698791146278381,0.669658899307251,0.5746402144432068,0.582755982875824,0.5369521975517273,0.5500404834747314,0.4935661554336548,0.5091118216514587,0.4784168303012848,0.4889112412929535,0.4807642698287964,0.4940941333770752,0.0194190274924039,0.0116923600435256,0.019419027492403984,0.011692360043525696
TU_TRIP5964_0,ɯ,y,p,t,TU188,TU170,TU24,TU-participant3,TU-participant2,False,0,TU,5,0.39274662733078,0.526879608631134,0.2837934792041778,0.4667659103870392,0.1260558068752288,0.1700745671987533,0.036990750581026,0.0665540248155593,0.5620812177658081,0.6483138203620911,0.5408580303192139,0.6003591418266296,0.4959980249404907,0.5119209289550781,0.4405125677585602,0.4521065652370453,0.4052018225193023,0.4285161793231964,0.4007036983966827,0.4268173277378082,0.4214955866336822,0.4887036085128784,0.0112636070698499,0.0092388978227972,0.011263607069849968,0.009238897822797298
GR_TRIP66209_0,yː,øː,l,t,GR379,GR309,GR493,GR-participant4,GR-participant3,False,0,GR,3,0.4747960865497589,0.6142988204956055,0.2062598168849945,0.269959419965744,0.1101428419351577,0.1255929172039032,0.011813691817224,0.0099080307409167,0.7981635928153992,0.8469507098197937,0.7598459720611572,0.8049293756484985,0.6220203638076782,0.7660241723060608,0.582197368144989,0.7438989877700806,0.5721346139907837,0.7216729521751404,0.6011328101158142,0.7234817147254944,0.6432271599769592,0.6185864806175232,0.0280394461005926,0.0227707587182521,0.028039446100592613,0.022770758718252182
ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,1,ES,6,0.663597583770752,0.610924482345581,0.5229819416999817,0.4105656147003174,0.3419059514999389,0.3815862536430359,0.0714497119188308,0.0613026209175586,0.6710792183876038,0.7000007033348083,0.5762547254562378,0.7202252149581909,0.5354501605033875,0.6711246371269226,0.4537592828273773,0.5619648694992065,0.4506141543388366,0.5550380349159241,0.4069069921970367,0.5542721152305603,0.3517564833164215,0.5098497867584229,0.0167971570044755,0.0195267833769321,0.016797157004475594,0.019526783376932144
GR_TRIP20981_1,ʏ,ɪ,f,s,GR397,GR404,GR115,GR-participant3,GR-participant6,True,1,GR,3,0.3232881426811218,0.6884137392044067,0.1913266777992248,0.4745765030384063,0.1153281480073928,0.3208247721195221,0.0099409697577357,0.0370100364089012,0.4696925282478332,0.6915213465690613,0.4531629681587219,0.6701050996780396,0.4071179628372192,0.6218842267990112,0.377517968416214,0.6117421388626099,0.3357380330562591,0.576785683631897,0.3207682967185974,0.5506720542907715,0.3439047634601593,0.5709829330444336,0.0077516371384263,0.0088401483371853,0.007751637138426304,0.008840148337185383
EN_TRIP15269_0,ʊ,ʌ,t,s,EN2689,EN2733,EN1681,EN-participant8,EN-participant1,False,0,EN,1,0.3960084617137909,0.5150688886642456,0.2039857357740402,0.3247196972370147,0.0704531371593475,0.0861414596438407,0.0371635258197784,0.0206215269863605,0.659363329410553,0.6098184585571289,0.6140512228012085,0.568289041519165,0.5644207000732422,0.5433339476585388,0.546760618686676,0.5095614194869995,0.512880265712738,0.4803609251976013,0.4900352954864502,0.4756184220314026,0.5298395752906799,0.544699490070343,0.0112559720873832,0.0130338435992598,0.01125597208738327,0.013033843599259853
BR_TRIP66574_1,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,True,1,BR,2,0.4134943187236786,0.5019410848617554,0.287318617105484,0.3161225318908691,0.2558521926403045,0.1333534270524978,0.0382584072649478,0.0228140000253915,0.5236335396766663,0.5864197015762329,0.4792489111423492,0.558804452419281,0.4392373263835907,0.5442798733711243,0.4180469512939453,0.5075504779815674,0.447639912366867,0.5002030730247498,0.5361068844795227,0.5197978019714355,0.5841692090034485,0.5230087041854858,0.0144649147987365,0.0070094508118927,0.014464914798736572,0.007009450811892748
FR_TRIP18983_0,e,ɛ,z,b,FR1914,FR1812,FR1623,FR-participant3,FR-participant4,False,0,FR,0,0.6247870922088623,0.6527007818222046,0.3261792659759521,0.3315702974796295,0.3157114386558532,0.3698294758796692,0.0552948787808418,0.0589360557496547,0.7541148066520691,0.7514936327934265,0.7264114022254944,0.7073215842247009,0.6947507262229919,0.6747140288352966,0.651147723197937,0.645727813243866,0.6514016389846802,0.6357507109642029,0.6688052415847778,0.6131397485733032,0.6871071457862854,0.6467288136482239,0.0167345721274614,0.0202506203204393,0.016734572127461433,0.02025062032043934
EN_TRIP3200_1,u,ʊ,z,f,EN47,EN207,EN1866,EN-participant6,EN-participant1,True,1,EN,1,0.4598625600337982,0.4477953314781189,0.3747638463973999,0.2654943764209747,0.1880153864622116,0.1825771927833557,0.021513894200325,0.0287926662713289,0.4823833107948303,0.4866149425506592,0.4787834584712982,0.4952036738395691,0.4723836779594421,0.4808755815029144,0.4571538269519806,0.4702040553092956,0.4344467520713806,0.4454014599323272,0.4243299961090088,0.4468609690666199,0.431477278470993,0.4786388576030731,0.0134081030264496,0.0104163866490125,0.01340810302644968,0.010416386649012566
BR_TRIP58975_0,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,False,0,BR,2,0.5385378003120422,0.4586848318576813,0.2982361912727356,0.2724915146827698,0.3224546313285827,0.3180665969848633,0.0855002850294113,0.0624545812606811,0.640782356262207,0.5815917253494263,0.5868704915046692,0.5072676539421082,0.5500391125679016,0.4912661910057068,0.5135878920555115,0.4636405110359192,0.4962979853153229,0.4385626316070556,0.4785757064819336,0.4111810624599457,0.488271027803421,0.3977947235107422,0.014008211903274,0.0079645346850156,0.01400821190327406,0.007964534685015678
BR_TRIP18676_1,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,True,1,BR,2,0.4485724568367004,0.5596641898155212,0.2808777689933777,0.3714665472507477,0.1224040240049362,0.1081049814820289,0.0273437742143869,0.0268023796379566,0.552621066570282,0.6581434607505798,0.5311818718910217,0.6251177787780762,0.4993743598461151,0.5992205739021301,0.4571335613727569,0.5460687279701233,0.4206179678440094,0.5150052309036255,0.412699282169342,0.4993014633655548,0.4066635966300964,0.5172401666641235,0.0157806780189275,0.0241615027189254,0.015780678018927574,0.024161502718925476
ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,0,ES,6,0.4393034279346466,0.5373473763465881,0.1976516544818878,0.3275512158870697,0.1333721727132797,0.16783007979393,0.0541675612330436,0.0464963391423225,0.5622664093971252,0.6095064282417297,0.5044714212417603,0.5683298110961914,0.4681331515312195,0.5201257467269897,0.4182436764240265,0.5139821767807007,0.399591326713562,0.4926445484161377,0.3967200219631195,0.5135709047317505,0.3926440179347992,0.4832107424736023,0.0070087942294776,0.0091590611264109,0.007008794229477644,0.009159061126410961
FR_TRIP17398_1,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,True,1,FR,0,0.3286146521568298,0.3938779234886169,0.1947101652622223,0.2151305824518203,0.0639689192175865,0.0561905577778816,0.0112415635958313,0.0086005292832851,0.5449122190475464,0.5778084993362427,0.4997878968715668,0.5333345532417297,0.4586391746997833,0.4985895752906799,0.4019892811775207,0.4459412693977356,0.3842013776302337,0.4718150198459625,0.4028159976005554,0.5036892294883728,0.4557896554470062,0.535824716091156,0.0113165779039263,0.0108392396941781,0.011316577903926373,0.010839239694178104
GR_TRIP8946_0,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,False,0,GR,3,0.5283828973770142,0.617804765701294,0.3030184209346771,0.3573768138885498,0.3965853452682495,0.1055603548884391,0.0665045082569122,0.0188455116003751,0.6426284909248352,0.7245848178863525,0.5828249454498291,0.6793357729911804,0.5567498207092285,0.6669703125953674,0.5499231815338135,0.6657885909080505,0.513889491558075,0.6547799110412598,0.5007284879684448,0.6301813125610352,0.5430597066879272,0.6472825407981873,0.0139001896604895,0.0123229119926691,0.01390018966048956,0.012322911992669106
BR_TRIP46922_1,ĩ,õ,s,t,BR265,BR275,BR159,BR-participant4,BR-participant2,True,1,BR,2,0.6662629842758179,0.7207821011543274,0.4231791496276855,0.4405097961425781,0.0571371056139469,0.0822545811533927,0.0174589361995458,0.0204119719564914,0.8062928318977356,0.7716481685638428,0.7508484125137329,0.7401304244995117,0.7226048111915588,0.7522205710411072,0.6800151467323303,0.7018980979919434,0.6387724876403809,0.6667062640190125,0.6024572253227234,0.5984506607055664,0.6204235553741455,0.5921819806098938,0.0125850215554237,0.0186418239027261,0.012585021555423737,0.018641823902726173
GL_TRIP1774_0,e,ɛ,p,p,GLO86,GLO160,GLO2,S02M,S03M,False,0,GL,4,0.3258299827575683,0.4573769569396972,0.1761333346366882,0.2636469900608063,0.0836090296506881,0.0839942172169685,0.0144038246944546,0.0196028221398592,0.468422383069992,0.6052989959716797,0.4259939193725586,0.545354425907135,0.409643292427063,0.5259787440299988,0.3977053761482239,0.4931302368640899,0.3845730721950531,0.4999611377716064,0.3991151452064514,0.507783830165863,0.4109411239624023,0.5041576623916626,0.0061898976564407,0.0075921774841845,0.006189897656440735,0.0075921774841845036
BR_TRIP13188_1,ɐ̃,a,t,t,BR539,BR627,BR675,BR-participant3,BR-participant1,True,1,BR,2,0.5487156510353088,0.6436358690261841,0.3187574744224548,0.3956501483917236,0.03402029722929,0.171177789568901,0.0096839601173996,0.0515813045203685,0.6067147254943848,0.7094307541847229,0.5978778004646301,0.7240723967552185,0.5736157894134521,0.703270673751831,0.5498404502868652,0.6838973760604858,0.5675290822982788,0.6774240136146545,0.5576387047767639,0.64887535572052,0.6052630543708801,0.7394762635231018,0.0113240256905555,0.0131575874984264,0.011324025690555573,0.013157587498426437
TU_TRIP3761_0,y,i,f,z,TU167,TU177,TU257,TU-participant3,TU-participant1,False,0,TU,5,0.4249584674835205,0.4999726116657257,0.2489450573921203,0.3132007718086242,0.1072496175765991,0.1606627404689788,0.0175765119493007,0.0285922065377235,0.5648444890975952,0.6006391048431396,0.5116065144538879,0.5846656560897827,0.434653103351593,0.5359255075454712,0.3895403146743774,0.5097867846488953,0.3782344460487366,0.4982155561447143,0.4159771203994751,0.5045205950737,0.4276108145713806,0.4821691811084747,0.0130803845822811,0.0084822019562125,0.013080384582281113,0.00848220195621252
EN_TRIP6872_1,eɪ,ɛ,z,b,EN1950,EN2085,EN1009,EN-participant7,EN-participant4,True,1,EN,1,0.4462862014770508,0.7269854545593262,0.2349415868520736,0.460815280675888,0.2873494625091553,0.4160737693309784,0.0267628692090511,0.0549400486052036,0.6485373377799988,0.7611830830574036,0.6007134318351746,0.7534289956092834,0.5457962155342102,0.6094951629638672,0.4981774389743805,0.5920991897583008,0.4600265920162201,0.6252570748329163,0.4932627379894256,0.6584495306015015,0.4893347322940826,0.6425462365150452,0.0159268639981746,0.0210043173283338,0.015926863998174667,0.021004317328333855
FR_TRIP8045_0,i,e,z,f,FR780,FR868,FR2450,FR-participant2,FR-participant1,False,0,FR,0,0.5533576011657715,0.6826969385147095,0.3486087024211883,0.5069143176078796,0.3302018940448761,0.2780621647834778,0.0682324916124343,0.0828410238027572,0.5974439382553101,0.6373929381370544,0.6216164827346802,0.6585816740989685,0.6069707274436951,0.6318349242210388,0.5508742332458496,0.5914663672447205,0.5036962032318115,0.5637082457542419,0.4996953308582306,0.5347373485565186,0.547738790512085,0.5728746056556702,0.0302596762776374,0.0395586416125297,0.03025967627763748,0.039558641612529755
GR_TRIP51064_1,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,True,1,GR,3,0.5456014275550842,0.5911511778831482,0.4404964447021484,0.4427204430103302,0.2310434281826019,0.2140381783246994,0.056236159056425,0.0668249651789665,0.5931021571159363,0.7004046440124512,0.5506013035774231,0.6587844491004944,0.5217137932777405,0.6325765252113342,0.4916842877864837,0.596595048904419,0.4913098812103271,0.5892037749290466,0.4733334481716156,0.5567589998245239,0.4916302263736725,0.5948672890663147,0.0085121756419539,0.0161484070122241,0.008512175641953945,0.016148407012224197
ES_TRIP8284_0,y:,ø:,l,s,ES69,ES18,ES126,ES-participant2,ES-participant4,False,0,ES,6,0.488066017627716,0.6715060472488403,0.2956655919551849,0.3820440769195556,0.2098326534032821,0.4402348697185516,0.0258128065615892,0.1062149181962013,0.6702959537506104,0.7896648645401001,0.6171738505363464,0.7413536906242371,0.5731087923049927,0.6601262092590332,0.5206073522567749,0.5967184901237488,0.4965952634811401,0.5444419980049133,0.4606108963489532,0.5122442841529846,0.4579826891422272,0.5006653666496277,0.0051738149486482,0.0156077416613698,0.005173814948648214,0.0156077416613698
BR_TRIP16561_1,ẽ,ũ,m,d,BR553,BR520,BR303,BR-participant3,BR-participant4,True,1,BR,2,0.5393975377082825,0.8183034658432007,0.3989213407039642,0.463094562292099,0.2040608525276184,0.2703076601028442,0.0477507151663303,0.0390633903443813,0.6321892738342285,0.8551883101463318,0.563895046710968,0.839533269405365,0.5354090332984924,0.8563051223754883,0.5007080435752869,0.8490631580352783,0.4714272916316986,0.831785261631012,0.4595310091972351,0.838936984539032,0.4541528522968292,0.8360690474510193,0.0072105135768651,0.0133583378046751,0.007210513576865196,0.013358337804675102
