filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,w2vt9_fra_distance_tgt,w2vt9_fra_distance_oth
TU_TRIP11912_1,ɯ,i,t,s,TU241,TU255,TU129,TU-participant1,TU-participant4,True,1,TU,5,0.24749436974525452,0.27059146761894226
FR_TRIP26963_0,œ,o,z,b,FR3364,FR3259,FR182,FR-participant7,FR-participant6,False,0,FR,0,0.30468907952308655,0.32938167452812195
EN_TRIP22762_1,ɑ,ʌ,z,f,EN552,EN459,EN1927,EN-participant2,EN-participant7,True,1,EN,1,0.26325058937072754,0.219380721449852
GR_TRIP61577_1,ʏ,aː,f,s,GR268,GR317,GR621,GR-participant4,GR-participant1,True,1,GR,3,0.3504253029823303,0.40174463391304016
ES_TRIP33498_1,i:,y:,l,s,ES221,ES234,ES293,ES-participant1,ES-participant5,True,1,ES,6,0.2820799946784973,0.25476041436195374
BR_TRIP20451_0,i,e,s,p,BR499,BR445,BR329,BR-participant3,BR-participant4,False,0,BR,2,0.28393056988716125,0.35247722268104553
FR_TRIP30446_0,ɔ,u,f,f,FR2910,FR3169,FR2668,FR-participant7,FR-participant1,False,0,FR,0,0.26133009791374207,0.417741060256958
GL_TRIP1354_1,aː,a,g,g,GLO50,GLO156,GLO150,S04F,S03M,True,1,GL,4,0.1415559947490692,0.17924395203590393
BR_TRIP25897_1,ẽ,õ,m,d,BR1024,BR890,BR773,BR-participant5,BR-participant1,True,1,BR,2,0.3673169016838074,0.4077485501766205
TU_TRIP5964_0,ɯ,y,p,t,TU188,TU170,TU24,TU-participant3,TU-participant2,False,0,TU,5,0.23387378454208374,0.3427017629146576
GR_TRIP66209_0,yː,øː,l,t,GR379,GR309,GR493,GR-participant4,GR-participant3,False,0,GR,3,0.39556342363357544,0.31708061695098877
ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,1,ES,6,0.24720458686351776,0.31730160117149353
GR_TRIP20981_1,ʏ,ɪ,f,s,GR397,GR404,GR115,GR-participant3,GR-participant6,True,1,GR,3,0.2567134201526642,0.33020898699760437
EN_TRIP15269_0,ʊ,ʌ,t,s,EN2689,EN2733,EN1681,EN-participant8,EN-participant1,False,0,EN,1,0.208687886595726,0.20903807878494263
BR_TRIP66574_1,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,True,1,BR,2,0.3776346445083618,0.2874075472354889
FR_TRIP18983_0,e,ɛ,z,b,FR1914,FR1812,FR1623,FR-participant3,FR-participant4,False,0,FR,0,0.409811794757843,0.3283019959926605
EN_TRIP3200_1,u,ʊ,z,f,EN47,EN207,EN1866,EN-participant6,EN-participant1,True,1,EN,1,0.32093653082847595,0.28311091661453247
BR_TRIP58975_0,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,False,0,BR,2,0.350109338760376,0.28438520431518555
BR_TRIP18676_1,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,True,1,BR,2,0.25943800806999207,0.2679378092288971
ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,0,ES,6,0.15437215566635132,0.21401013433933258
FR_TRIP17398_1,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,True,1,FR,0,0.2186049073934555,0.23112283647060394
GR_TRIP8946_0,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,False,0,GR,3,0.3228188753128052,0.291731059551239
BR_TRIP46922_1,ĩ,õ,s,t,BR265,BR275,BR159,BR-participant4,BR-participant2,True,1,BR,2,0.31597304344177246,0.34365397691726685
GL_TRIP1774_0,e,ɛ,p,p,GLO86,GLO160,GLO2,S02M,S03M,False,0,GL,4,0.20888054370880127,0.221205472946167
BR_TRIP13188_1,ɐ̃,a,t,t,BR539,BR627,BR675,BR-participant3,BR-participant1,True,1,BR,2,0.3253604769706726,0.3004699647426605
TU_TRIP3761_0,y,i,f,z,TU167,TU177,TU257,TU-participant3,TU-participant1,False,0,TU,5,0.37718573212623596,0.25902172923088074
EN_TRIP6872_1,eɪ,ɛ,z,b,EN1950,EN2085,EN1009,EN-participant7,EN-participant4,True,1,EN,1,0.2525869607925415,0.45756638050079346
FR_TRIP8045_0,i,e,z,f,FR780,FR868,FR2450,FR-participant2,FR-participant1,False,0,FR,0,0.41868525743484497,0.5072506666183472
GR_TRIP51064_1,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,True,1,GR,3,0.25941789150238037,0.32086485624313354
ES_TRIP8284_0,y:,ø:,l,s,ES69,ES18,ES126,ES-participant2,ES-participant4,False,0,ES,6,0.27090954780578613,0.3699076473712921
BR_TRIP16561_1,ẽ,ũ,m,d,BR553,BR520,BR303,BR-participant3,BR-participant4,True,1,BR,2,0.20514288544654846,0.40824171900749207
TU_TRIP8718_0,y,œ,d,ʃ,TU8,TU40,TU83,TU-participant2,TU-participant4,False,0,TU,5,0.3328048288822174,0.30985820293426514
FR_TRIP30693_1,ɛ̃,ɛ,f,f,FR3111,FR2928,FR1157,FR-participant7,FR-participant4,True,1,FR,0,0.3689667582511902,0.32952556014060974
ES_TRIP10681_0,y:,ɤ:,s,t,ES312,ES298,ES228,ES-participant5,ES-participant1,False,0,ES,6,0.24271368980407715,0.24551159143447876
EN_TRIP37444_1,i,ɪ,f,s,EN1899,EN1763,EN2503,EN-participant1,EN-participant5,True,1,EN,1,0.22989292442798615,0.3705287575721741
GR_TRIP72609_0,øː,ʏ,ts,k,GR761,GR670,GR524,GR-participant5,GR-participant1,False,0,GR,3,0.1998722106218338,0.1298295110464096
FR_TRIP76116_1,ɔ,œ,f,f,FR3609,FR3566,FR2004,FR-participant5,FR-participant3,True,1,FR,0,0.30882546305656433,0.2668055593967438
EN_TRIP2900_0,æ,ʌ,z,b,EN261,EN364,EN980,EN-participant6,EN-participant4,False,0,EN,1,0.2500384449958801,0.31002122163772583
TU_TRIP3503_0,u,ɯ,f,z,TU191,TU172,TU246,TU-participant3,TU-participant1,False,0,TU,5,0.52663254737854,0.44498497247695923
BR_TRIP36955_1,o,ɔ,t,f,BR220,BR341,BR1003,BR-participant4,BR-participant5,True,1,BR,2,0.2371276468038559,0.1307380199432373
GR_TRIP61692_0,ʏ,ʊ,f,s,GR326,GR348,GR548,GR-participant4,GR-participant1,False,0,GR,3,0.4444783627986908,0.35154688358306885
GL_TRIP1523_1,i,ɛ,f,f,GLO84,GLO143,GLO58,S04F,S05M,True,1,GL,4,0.1475428193807602,0.14753875136375427
BR_TRIP38638_0,ũ,õ,k,b,BR278,BR423,BR902,BR-participant4,BR-participant5,False,0,BR,2,0.30238330364227295,0.3521716594696045
BR_TRIP7706_0,ẽ,ɐ̃,l,s,BR143,BR138,BR839,BR-participant2,BR-participant1,False,0,BR,2,0.21714703738689423,0.3108671307563782
ES_TRIP16504_1,ø:,ɤ:,m,v,ES339,ES328,ES255,ES-participant5,ES-participant1,True,1,ES,6,0.15239264070987701,0.2848808467388153
GR_TRIP55733_0,iː,ɪ,ɡ,s,GR276,GR303,GR488,GR-participant4,GR-participant3,False,0,GR,3,0.41723883152008057,0.31247609853744507
FR_TRIP8096_0,o,ɔ,z,f,FR803,FR1021,FR1644,FR-participant2,FR-participant4,False,0,FR,0,0.3477383553981781,0.34551477432250977
GR_TRIP6830_1,yː,iː,f,t,GR180,GR174,GR764,GR-participant2,GR-participant5,True,1,GR,3,0.3258194625377655,0.3327273428440094
BR_TRIP14438_0,ɐ̃,ĩ,z,b,BR617,BR504,BR763,BR-participant3,BR-participant1,False,0,BR,2,0.3685974180698395,0.2683197855949402
ES_TRIP13567_1,æ:,y:,l,s,ES307,ES294,ES271,ES-participant5,ES-participant1,True,1,ES,6,0.301021546125412,0.4245590567588806
EN_TRIP22922_0,ɪ,ʊ,z,f,EN720,EN651,EN2197,EN-participant2,EN-participant7,False,0,EN,1,0.3331846594810486,0.3085438907146454
TU_TRIP9973_1,ɯ,œ,d,ʃ,TU244,TU206,TU88,TU-participant1,TU-participant4,True,1,TU,5,0.47709476947784424,0.572145938873291
FR_TRIP65129_0,œ,ø,z,b,FR1599,FR1230,FR4446,FR-participant4,FR-participant8,False,0,FR,0,0.4077439308166504,0.7136178016662598
ES_TRIP22578_0,ɤ:,æ:,s,t,ES85,ES97,ES13,ES-participant4,ES-participant2,False,0,ES,6,0.23901481926441193,0.24434204399585724
BR_TRIP65865_1,ẽ,ĩ,l,s,BR839,BR688,BR546,BR-participant1,BR-participant3,True,1,BR,2,0.2697286009788513,0.4845413267612457
GR_TRIP41043_1,ʏ,yː,b,s,GR28,GR4,GR396,GR-participant6,GR-participant3,True,1,GR,3,0.6563268303871155,0.2780907452106476
TU_TRIP7840_0,i,u,ʃ,t,TU15,TU35,TU166,TU-participant2,TU-participant3,False,0,TU,5,0.27850475907325745,0.3568706810474396
EN_TRIP31897_1,ɑ,æ,f,s,EN1219,EN1417,EN10,EN-participant3,EN-participant6,True,1,EN,1,0.25828424096107483,0.26486140489578247
BR_TRIP53536_1,õ,ɐ̃,m,d,BR702,BR679,BR92,BR-participant1,BR-participant2,True,1,BR,2,0.40917423367500305,0.5024778842926025
ES_TRIP27779_0,æ:,a:,m,v,ES187,ES212,ES58,ES-participant3,ES-participant2,False,0,ES,6,0.2982836663722992,0.29184502363204956
BR_TRIP32404_1,ĩ,ẽ,s,t,BR1030,BR921,BR692,BR-participant5,BR-participant1,True,1,BR,2,0.1896475851535797,0.2859801948070526
EN_TRIP36468_0,u,ʊ,z,f,EN1462,EN1342,EN2052,EN-participant3,EN-participant7,False,0,EN,1,0.1983506828546524,0.22425667941570282
FR_TRIP38291_0,ɛ̃,ɑ̃,f,f,FR4094,FR4487,FR3486,FR-participant8,FR-participant5,False,0,FR,0,0.1458025574684143,0.36882877349853516
BR_TRIP57043_1,ɔ,o,t,f,BR825,BR828,BR1000,BR-participant1,BR-participant5,True,1,BR,2,0.13767975568771362,0.3966611623764038
GR_TRIP70267_1,ʊ,ʏ,f,t,GR709,GR694,GR424,GR-participant5,GR-participant3,True,1,GR,3,0.36307451128959656,0.3954896926879883
GL_TRIP1487_1,ɛ,e,p,p,GLO110,GLO107,GLO52,S04F,S05M,True,1,GL,4,0.06759161502122879,0.14259882271289825
FR_TRIP19034_0,ɛ̃,e,z,b,FR1962,FR1914,FR1480,FR-participant3,FR-participant4,False,0,FR,0,0.349239319562912,0.493435263633728
GR_TRIP12691_0,øː,yː,ts,k,GR172,GR138,GR85,GR-participant2,GR-participant6,False,0,GR,3,0.20750336349010468,0.22165890038013458
GR_TRIP3847_1,ʏ,ɪ,ɡ,s,GR198,GR188,GR323,GR-participant2,GR-participant4,True,1,GR,3,0.3862040042877197,0.34466487169265747
BR_TRIP55038_1,ũ,u,d,k,BR661,BR835,BR27,BR-participant1,BR-participant2,True,1,BR,2,0.20897811651229858,0.20307287573814392
EN_TRIP39905_1,ʌ,ɑ,z,b,EN1599,EN1639,EN2671,EN-participant1,EN-participant8,True,1,EN,1,0.3803935647010803,0.3181006610393524
GR_TRIP52397_0,iː,yː,z,t,GR120,GR43,GR626,GR-participant6,GR-participant1,False,0,GR,3,0.23355193436145782,0.2690986692905426
ES_TRIP33123_1,ɤ:,ø:,l,s,ES220,ES267,ES19,ES-participant1,ES-participant2,True,1,ES,6,0.3352695405483246,0.340117871761322
ES_TRIP6338_0,æ:,ø:,s,t,ES64,ES60,ES121,ES-participant2,ES-participant4,False,0,ES,6,0.20410457253456116,0.17830458283424377
TU_TRIP11024_0,u,y,t,s,TU203,TU236,TU100,TU-participant1,TU-participant4,False,0,TU,5,0.5597804188728333,0.587996244430542
TU_TRIP1688_0,y,œ,t,s,TU80,TU105,TU48,TU-participant4,TU-participant2,False,0,TU,5,0.31510069966316223,0.398817777633667
ES_TRIP3784_1,y:,ɤ:,m,v,ES57,ES7,ES186,ES-participant2,ES-participant3,True,1,ES,6,0.30808860063552856,0.4021975100040436
BR_TRIP31307_0,i,ɛ,f,s,BR994,BR862,BR794,BR-participant5,BR-participant1,False,0,BR,2,0.21708638966083527,0.2498805671930313
GL_TRIP1705_0,a,aː,g,g,GLO102,GLO1,GLO127,S02M,S05M,False,0,GL,4,0.18832044303417206,0.15321050584316254
BR_TRIP48875_1,i,ĩ,s,k,BR373,BR266,BR132,BR-participant4,BR-participant2,True,1,BR,2,0.19624675810337067,0.2028958797454834
GL_TRIP2320_1,i,e,g,g,GLO99,GLO80,GLO69,S07F,S03M,True,1,GL,4,0.1799880862236023,0.23737779259681702
FR_TRIP50122_0,o,ɔ,z,b,FR526,FR37,FR1888,FR-participant6,FR-participant3,False,0,FR,0,0.27207958698272705,0.3845744729042053
FR_TRIP66474_1,i,e,z,f,FR1668,FR1626,FR3185,FR-participant4,FR-participant7,True,1,FR,0,0.5176666975021362,0.5092875957489014
EN_TRIP24138_1,ɑ,æ,f,s,EN563,EN469,EN1939,EN-participant2,EN-participant7,True,1,EN,1,0.2700273096561432,0.28425031900405884
ES_TRIP28537_1,ɤ:,æ:,s,t,ES166,ES193,ES298,ES-participant3,ES-participant5,True,1,ES,6,0.17742900550365448,0.32426849007606506
FR_TRIP76049_0,e,ɛ,f,f,FR3553,FR3742,FR1930,FR-participant5,FR-participant3,False,0,FR,0,0.4100402295589447,0.25443512201309204
BR_TRIP2928_1,a,ɐ̃,t,t,BR72,BR3,BR729,BR-participant2,BR-participant1,True,1,BR,2,0.19366934895515442,0.17453289031982422
ES_TRIP12840_0,i:,æ:,l,s,ES305,ES307,ES221,ES-participant5,ES-participant1,False,0,ES,6,0.2544184625148773,0.5354387164115906
BR_TRIP4180_0,ĩ,e,z,b,BR15,BR82,BR304,BR-participant2,BR-participant4,False,0,BR,2,0.3475785255432129,0.3121424615383148
TU_TRIP1406_0,i,u,t,s,TU77,TU69,TU45,TU-participant4,TU-participant2,False,0,TU,5,0.26043128967285156,0.45452168583869934
GR_TRIP60074_1,ɪ,iː,f,t,GR302,GR372,GR636,GR-participant4,GR-participant1,True,1,GR,3,0.33412832021713257,0.32726818323135376
ES_TRIP21355_1,y:,ø:,m,v,ES114,ES111,ES45,ES-participant4,ES-participant2,True,1,ES,6,0.26724985241889954,0.274816632270813
FR_TRIP2187_0,ɔ̃,ɑ̃,f,f,FR924,FR994,FR3732,FR-participant2,FR-participant5,False,0,FR,0,0.25375083088874817,0.21904675662517548
FR_TRIP84142_0,ɔ,ø,z,f,FR3596,FR3968,FR4007,FR-participant5,FR-participant8,False,0,FR,0,0.0797310471534729,0.232766792178154
FR_TRIP35302_1,y,i,z,b,FR4329,FR4402,FR1270,FR-participant8,FR-participant4,True,1,FR,0,0.3584761619567871,0.39092814922332764
EN_TRIP3374_1,ɪ,æ,z,f,EN181,EN160,EN962,EN-participant6,EN-participant4,True,1,EN,1,0.2819860577583313,0.3277111351490021
BR_TRIP58555_0,e,i,f,s,BR818,BR759,BR1018,BR-participant1,BR-participant5,False,0,BR,2,0.13746590912342072,0.19304145872592926
GL_TRIP2358_0,ɛ,i,g,g,GLO158,GLO99,GLO18,S07F,S03M,False,0,GL,4,0.1400357484817505,0.18340860307216644
GR_TRIP19755_1,yː,ʏ,f,t,GR492,GR511,GR5,GR-participant3,GR-participant6,True,1,GR,3,0.35389435291290283,0.2424478530883789
BR_TRIP18676_0,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,False,0,BR,2,0.25943800806999207,0.2679378092288971
BR_TRIP38638_1,ũ,õ,k,b,BR278,BR423,BR902,BR-participant4,BR-participant5,True,1,BR,2,0.30238330364227295,0.3521716594696045
FR_TRIP76057_0,œ,o,f,f,FR3566,FR3409,FR4245,FR-participant5,FR-participant8,False,0,FR,0,0.33505338430404663,0.22797918319702148
BR_TRIP37271_1,u,o,b,k,BR396,BR237,BR1038,BR-participant4,BR-participant5,True,1,BR,2,0.20348672568798065,0.18626032769680023
ES_TRIP18403_1,æ:,y:,m,v,ES355,ES342,ES259,ES-participant5,ES-participant1,True,1,ES,6,0.1488889753818512,0.41830113530158997
EN_TRIP7163_0,ʌ,æ,z,b,EN2217,EN2014,EN1599,EN-participant7,EN-participant1,False,0,EN,1,0.43554186820983887,0.33613553643226624
TU_TRIP9075_1,ɯ,i,ʃ,t,TU242,TU221,TU161,TU-participant1,TU-participant3,True,1,TU,5,0.4502972662448883,0.47600045800209045
BR_TRIP5676_0,ɐ̃,õ,k,s,BR192,BR19,BR230,BR-participant2,BR-participant4,False,0,BR,2,0.23683224618434906,0.24541997909545898
FR_TRIP12283_1,u,ɔ,f,f,FR1725,FR2004,FR2321,FR-participant3,FR-participant1,True,1,FR,0,0.3666645288467407,0.304141640663147
BR_TRIP65982_1,ĩ,ɐ̃,l,s,BR845,BR764,BR876,BR-participant1,BR-participant5,True,1,BR,2,0.3114044666290283,0.327396035194397
TU_TRIP8137_0,ɯ,u,ʃ,t,TU11,TU29,TU117,TU-participant2,TU-participant4,False,0,TU,5,0.15855543315410614,0.2644606828689575
FR_TRIP66201_1,ɑ̃,ɛ̃,z,f,FR1523,FR1483,FR1860,FR-participant4,FR-participant3,True,1,FR,0,0.34224873781204224,0.335199236869812
EN_TRIP31865_0,ɛ,eɪ,f,s,EN1183,EN1393,EN156,EN-participant3,EN-participant6,False,0,EN,1,0.3772197365760803,0.4458477795124054
GR_TRIP63358_0,aː,yː,b,s,GR260,GR294,GR602,GR-participant4,GR-participant1,False,0,GR,3,0.27039116621017456,0.4149947464466095
ES_TRIP6779_0,a:,ɤ:,s,t,ES65,ES13,ES122,ES-participant2,ES-participant4,False,0,ES,6,0.2824132740497589,0.2746448218822479
BR_TRIP25907_1,ẽ,õ,m,d,BR1024,BR954,BR410,BR-participant5,BR-participant4,True,1,BR,2,0.281379371881485,0.43204957246780396
TU_TRIP6147_1,y,i,f,z,TU4,TU13,TU154,TU-participant2,TU-participant3,True,1,TU,5,0.32210424542427063,0.34277352690696716
BR_TRIP16944_1,ũ,ẽ,m,d,BR570,BR553,BR277,BR-participant3,BR-participant4,True,1,BR,2,0.7111127376556396,0.9389649629592896
FR_TRIP66345_0,œ,ɔ,z,f,FR1602,FR1306,FR3367,FR-participant4,FR-participant7,False,0,FR,0,0.32601478695869446,0.3101600706577301
ES_TRIP7549_1,ɤ:,i:,l,s,ES31,ES32,ES232,ES-participant2,ES-participant1,True,1,ES,6,0.308830201625824,0.45089784264564514
GR_TRIP39433_0,ʊ,uː,z,t,GR617,GR560,GR322,GR-participant1,GR-participant4,False,0,GR,3,0.2327507585287094,0.3677434027194977
EN_TRIP14852_0,ʌ,ʊ,t,s,EN2484,EN2397,EN969,EN-participant5,EN-participant4,False,0,EN,1,0.11049994826316833,0.12769445776939392
TU_TRIP4400_1,œ,ɯ,t,s,TU149,TU173,TU65,TU-participant3,TU-participant2,True,1,TU,5,0.4382857382297516,0.3874208331108093
BR_TRIP9418_1,e,ɛ,f,s,BR43,BR75,BR323,BR-participant2,BR-participant4,True,1,BR,2,0.4109593629837036,0.343627005815506
BR_TRIP14932_0,ũ,ĩ,z,b,BR574,BR554,BR673,BR-participant3,BR-participant1,False,0,BR,2,0.2690420150756836,0.3302346169948578
FR_TRIP6910_0,ɛ̃,e,z,b,FR714,FR865,FR159,FR-participant2,FR-participant6,False,0,FR,0,0.26285913586616516,0.4016188681125641
GR_TRIP66990_1,uː,yː,ts,k,GR334,GR284,GR409,GR-participant4,GR-participant3,True,1,GR,3,0.21539749205112457,0.37468409538269043
EN_TRIP17203_0,i,ɪ,z,b,EN2864,EN2979,EN811,EN-participant8,EN-participant4,False,0,EN,1,0.37453150749206543,0.4272657632827759
GR_TRIP76827_1,aː,ʏ,f,s,GR657,GR693,GR388,GR-participant5,GR-participant3,True,1,GR,3,0.2538350224494934,0.3669991195201874
GL_TRIP150_1,ɔ,o,p,p,GLO132,GLO32,GLO30,S03M,S01F,True,1,GL,4,0.18068425357341766,0.1371336281299591
EN_TRIP27102_0,ɑ,u,z,b,EN772,EN1144,EN1924,EN-participant4,EN-participant7,False,0,EN,1,0.2409038543701172,0.3907442092895508
BR_TRIP32743_1,ũ,ɐ̃,s,t,BR894,BR918,BR337,BR-participant5,BR-participant4,True,1,BR,2,0.2976364493370056,0.3422551453113556
BR_TRIP48469_0,ĩ,i,s,k,BR266,BR373,BR154,BR-participant4,BR-participant2,False,0,BR,2,0.37550437450408936,0.3918384909629822
EN_TRIP3413_0,ʊ,ɪ,z,f,EN207,EN181,EN651,EN-participant6,EN-participant2,False,0,EN,1,0.31141501665115356,0.29703405499458313
FR_TRIP76549_1,ø,œ,f,f,FR3981,FR3566,FR2968,FR-participant5,FR-participant7,True,1,FR,0,0.297359824180603,0.23146913945674896
GL_TRIP2141_0,i,e,f,f,GLO16,GLO76,GLO58,S01F,S05M,False,0,GL,4,0.13223235309123993,0.14306038618087769
BR_TRIP31849_1,ẽ,ɐ̃,l,s,BR1020,BR1047,BR769,BR-participant5,BR-participant1,True,1,BR,2,0.2910625636577606,0.3416803181171417
ES_TRIP12737_1,i:,y:,l,s,ES293,ES318,ES125,ES-participant5,ES-participant4,True,1,ES,6,0.26887670159339905,0.21568451821804047
GR_TRIP36940_0,øː,ʏ,l,t,GR519,GR587,GR123,GR-participant1,GR-participant6,False,0,GR,3,0.37999221682548523,0.41120442748069763
BR_TRIP17061_1,ĩ,õ,l,g,BR556,BR587,BR689,BR-participant3,BR-participant1,True,1,BR,2,0.4296990633010864,0.3845881521701813
FR_TRIP65103_1,ɛ,ɛ̃,z,b,FR1563,FR1480,FR1812,FR-participant4,FR-participant3,True,1,FR,0,0.2478334903717041,0.33446601033210754
TU_TRIP10892_0,ɯ,y,f,z,TU262,TU222,TU128,TU-participant1,TU-participant4,False,0,TU,5,0.48913446068763733,0.6987497806549072
GR_TRIP23300_1,yː,iː,b,s,GR440,GR462,GR763,GR-participant3,GR-participant5,True,1,GR,3,0.4716930091381073,0.48651552200317383
GR_TRIP48292_0,uː,ʊ,f,t,GR51,GR92,GR576,GR-participant6,GR-participant1,False,0,GR,3,0.4265722930431366,0.31042101979255676
BR_TRIP27873_0,a,ɐ̃,k,s,BR856,BR914,BR359,BR-participant5,BR-participant4,False,0,BR,2,0.33888477087020874,0.32756951451301575
ES_TRIP18456_0,æ:,a:,m,v,ES343,ES344,ES247,ES-participant5,ES-participant1,False,0,ES,6,0.2764873504638672,0.31955504417419434
ES_TRIP29318_1,æ:,y:,s,t,ES193,ES192,ES64,ES-participant3,ES-participant2,True,1,ES,6,0.27172452211380005,0.25772443413734436
BR_TRIP36377_1,õ,ɔ,d,g,BR268,BR379,BR588,BR-participant4,BR-participant3,True,1,BR,2,0.22763803601264954,0.21818478405475616
BR_TRIP66562_0,i,ɛ,d,s,BR758,BR731,BR496,BR-participant1,BR-participant3,False,0,BR,2,0.35197654366493225,0.3734278380870819
GR_TRIP50100_1,iː,ɪ,f,t,GR121,GR48,GR572,GR-participant6,GR-participant1,True,1,GR,3,0.27827221155166626,0.23867879807949066
GR_TRIP67979_0,ʊ,ʏ,z,t,GR710,GR717,GR238,GR-participant5,GR-participant2,False,0,GR,3,0.31071317195892334,0.408428430557251
BR_TRIP7603_0,ɐ̃,ĩ,l,s,BR138,BR61,BR233,BR-participant2,BR-participant4,False,0,BR,2,0.44597578048706055,0.36139577627182007
TU_TRIP10445_1,i,u,f,z,TU232,TU202,TU177,TU-participant1,TU-participant3,True,1,TU,5,0.20318841934204102,0.32430300116539
FR_TRIP17801_1,ɔ,u,z,f,FR2219,FR2058,FR2480,FR-participant3,FR-participant1,True,1,FR,0,0.35003700852394104,0.4682094156742096
ES_TRIP6615_0,æ:,a:,s,t,ES64,ES17,ES88,ES-participant2,ES-participant4,False,0,ES,6,0.22674548625946045,0.2705760598182678
GL_TRIP104_1,i,ɛ,p,p,GLO78,GLO39,GLO25,S03M,S04F,True,1,GL,4,0.10430730134248734,0.17890846729278564
ES_TRIP22878_0,i:,æ:,s,t,ES119,ES88,ES14,ES-participant4,ES-participant2,False,0,ES,6,0.26787540316581726,0.25913095474243164
FR_TRIP49482_1,ɔ̃,ɑ̃,z,b,FR80,FR453,FR4247,FR-participant6,FR-participant8,True,1,FR,0,0.3671639561653137,0.25092604756355286
EN_TRIP8682_0,ɪ,ʊ,f,s,EN1991,EN2269,EN1763,EN-participant7,EN-participant1,False,0,EN,1,0.24064494669437408,0.2718311548233032
BR_TRIP8870_1,ĩ,õ,s,t,BR65,BR91,BR849,BR-participant2,BR-participant1,True,1,BR,2,0.382483571767807,0.45304903388023376
EN_TRIP3354_0,ɪ,i,z,f,EN181,EN22,EN962,EN-participant6,EN-participant4,False,0,EN,1,0.2819860577583313,0.4036926031112671
FR_TRIP50710_1,ɛ̃,ɛ,z,f,FR162,FR345,FR1965,FR-participant6,FR-participant3,True,1,FR,0,0.1570560336112976,0.19622284173965454
GL_TRIP975_0,o,ɔ,f,f,GLO125,GLO61,GLO60,S05M,S02M,False,0,GL,4,0.17335769534111023,0.17729942500591278
ES_TRIP8664_1,æ:,ø:,l,s,ES70,ES66,ES223,ES-participant2,ES-participant1,True,1,ES,6,0.22884808480739594,0.3908233642578125
BR_TRIP55377_0,ũ,ĩ,z,b,BR673,BR687,BR895,BR-participant1,BR-participant5,False,0,BR,2,0.315424382686615,0.35772842168807983
