filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,w2vt7_fra_distance_tgt,w2vt7_fra_distance_oth
GR_TRIP66209_0,yː,øː,l,t,GR379,GR309,GR493,GR-participant4,GR-participant3,False,0,GR,3,0.6373114585876465,0.5877929925918579
ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,1,ES,6,0.3508951663970947,0.44725191593170166
GR_TRIP20981_1,ʏ,ɪ,f,s,GR397,GR404,GR115,GR-participant3,GR-participant6,True,1,GR,3,0.4360298216342926,0.6300761699676514
EN_TRIP15269_0,ʊ,ʌ,t,s,EN2689,EN2733,EN1681,EN-participant8,EN-participant1,False,0,EN,1,0.525968074798584,0.5438523888587952
BR_TRIP66574_1,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,True,1,BR,2,0.5420840382575989,0.49040624499320984
FR_TRIP18983_0,e,ɛ,z,b,FR1914,FR1812,FR1623,FR-participant3,FR-participant4,False,0,FR,0,0.7066662311553955,0.6609736084938049
EN_TRIP3200_1,u,ʊ,z,f,EN47,EN207,EN1866,EN-participant6,EN-participant1,True,1,EN,1,0.3891531527042389,0.4565005600452423
BR_TRIP58975_0,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,False,0,BR,2,0.4375857710838318,0.3360125422477722
BR_TRIP18676_1,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,True,1,BR,2,0.37087225914001465,0.4817700982093811
ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,0,ES,6,0.43112051486968994,0.5244562029838562
FR_TRIP17398_1,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,True,1,FR,0,0.44855108857154846,0.5085976123809814
GR_TRIP8946_0,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,False,0,GR,3,0.5366442203521729,0.6453007459640503
BR_TRIP46922_1,ĩ,õ,s,t,BR265,BR275,BR159,BR-participant4,BR-participant2,True,1,BR,2,0.6061360239982605,0.6080744862556458
GL_TRIP1774_0,e,ɛ,p,p,GLO86,GLO160,GLO2,S02M,S03M,False,0,GL,4,0.41380587220191956,0.5142039060592651
BR_TRIP13188_1,ɐ̃,a,t,t,BR539,BR627,BR675,BR-participant3,BR-participant1,True,1,BR,2,0.6082193851470947,0.6775492429733276
TU_TRIP3761_0,y,i,f,z,TU167,TU177,TU257,TU-participant3,TU-participant1,False,0,TU,5,0.5201410055160522,0.43719595670700073
EN_TRIP6872_1,eɪ,ɛ,z,b,EN1950,EN2085,EN1009,EN-participant7,EN-participant4,True,1,EN,1,0.4382496178150177,0.5898036956787109
FR_TRIP8045_0,i,e,z,f,FR780,FR868,FR2450,FR-participant2,FR-participant1,False,0,FR,0,0.5439948439598083,0.5707511901855469
GR_TRIP51064_1,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,True,1,GR,3,0.5062975287437439,0.5754886865615845
ES_TRIP8284_0,y:,ø:,l,s,ES69,ES18,ES126,ES-participant2,ES-participant4,False,0,ES,6,0.460453599691391,0.5039129853248596
BR_TRIP16561_1,ẽ,ũ,m,d,BR553,BR520,BR303,BR-participant3,BR-participant4,True,1,BR,2,0.4120827317237854,0.8505814075469971
TU_TRIP8718_0,y,œ,d,ʃ,TU8,TU40,TU83,TU-participant2,TU-participant4,False,0,TU,5,0.37253162264823914,0.39564788341522217
FR_TRIP30693_1,ɛ̃,ɛ,f,f,FR3111,FR2928,FR1157,FR-participant7,FR-participant4,True,1,FR,0,0.7284320592880249,0.5822515487670898
ES_TRIP10681_0,y:,ɤ:,s,t,ES312,ES298,ES228,ES-participant5,ES-participant1,False,0,ES,6,0.46793296933174133,0.5604984760284424
EN_TRIP37444_1,i,ɪ,f,s,EN1899,EN1763,EN2503,EN-participant1,EN-participant5,True,1,EN,1,0.4055955708026886,0.5389101505279541
GR_TRIP72609_0,øː,ʏ,ts,k,GR761,GR670,GR524,GR-participant5,GR-participant1,False,0,GR,3,0.5471414923667908,0.5256760120391846
FR_TRIP76116_1,ɔ,œ,f,f,FR3609,FR3566,FR2004,FR-participant5,FR-participant3,True,1,FR,0,0.3325180411338806,0.4300707280635834
EN_TRIP2900_0,æ,ʌ,z,b,EN261,EN364,EN980,EN-participant6,EN-participant4,False,0,EN,1,0.3678427040576935,0.37165600061416626
TU_TRIP3503_0,u,ɯ,f,z,TU191,TU172,TU246,TU-participant3,TU-participant1,False,0,TU,5,0.5686490535736084,0.6938185691833496
BR_TRIP36955_1,o,ɔ,t,f,BR220,BR341,BR1003,BR-participant4,BR-participant5,True,1,BR,2,0.41305461525917053,0.4511527419090271
GR_TRIP61692_0,ʏ,ʊ,f,s,GR326,GR348,GR548,GR-participant4,GR-participant1,False,0,GR,3,0.5981953740119934,0.6233823895454407
GL_TRIP1523_1,i,ɛ,f,f,GLO84,GLO143,GLO58,S04F,S05M,True,1,GL,4,0.4156906008720398,0.43844547867774963
BR_TRIP38638_0,ũ,õ,k,b,BR278,BR423,BR902,BR-participant4,BR-participant5,False,0,BR,2,0.5800300240516663,0.5999218225479126
BR_TRIP7706_0,ẽ,ɐ̃,l,s,BR143,BR138,BR839,BR-participant2,BR-participant1,False,0,BR,2,0.3207710385322571,0.5081831812858582
ES_TRIP16504_1,ø:,ɤ:,m,v,ES339,ES328,ES255,ES-participant5,ES-participant1,True,1,ES,6,0.27640703320503235,0.4197227954864502
GR_TRIP55733_0,iː,ɪ,ɡ,s,GR276,GR303,GR488,GR-participant4,GR-participant3,False,0,GR,3,0.7113756537437439,0.712203323841095
FR_TRIP8096_0,o,ɔ,z,f,FR803,FR1021,FR1644,FR-participant2,FR-participant4,False,0,FR,0,0.5927028656005859,0.6043323278427124
GR_TRIP6830_1,yː,iː,f,t,GR180,GR174,GR764,GR-participant2,GR-participant5,True,1,GR,3,0.5454850792884827,0.6341999769210815
BR_TRIP14438_0,ɐ̃,ĩ,z,b,BR617,BR504,BR763,BR-participant3,BR-participant1,False,0,BR,2,0.5262130498886108,0.5357394218444824
ES_TRIP13567_1,æ:,y:,l,s,ES307,ES294,ES271,ES-participant5,ES-participant1,True,1,ES,6,0.4423469007015228,0.6780908703804016
EN_TRIP22922_0,ɪ,ʊ,z,f,EN720,EN651,EN2197,EN-participant2,EN-participant7,False,0,EN,1,0.49993962049484253,0.48272550106048584
TU_TRIP9973_1,ɯ,œ,d,ʃ,TU244,TU206,TU88,TU-participant1,TU-participant4,True,1,TU,5,0.45648786425590515,0.5186435580253601
FR_TRIP65129_0,œ,ø,z,b,FR1599,FR1230,FR4446,FR-participant4,FR-participant8,False,0,FR,0,0.6606792211532593,0.7095142006874084
ES_TRIP22578_0,ɤ:,æ:,s,t,ES85,ES97,ES13,ES-participant4,ES-participant2,False,0,ES,6,0.4485527575016022,0.477758526802063
BR_TRIP65865_1,ẽ,ĩ,l,s,BR839,BR688,BR546,BR-participant1,BR-participant3,True,1,BR,2,0.3664606809616089,0.5709492564201355
GR_TRIP41043_1,ʏ,yː,b,s,GR28,GR4,GR396,GR-participant6,GR-participant3,True,1,GR,3,0.4887733459472656,0.4764111042022705
TU_TRIP7840_0,i,u,ʃ,t,TU15,TU35,TU166,TU-participant2,TU-participant3,False,0,TU,5,0.3490949869155884,0.38405728340148926
EN_TRIP31897_1,ɑ,æ,f,s,EN1219,EN1417,EN10,EN-participant3,EN-participant6,True,1,EN,1,0.32300859689712524,0.45069634914398193
BR_TRIP53536_1,õ,ɐ̃,m,d,BR702,BR679,BR92,BR-participant1,BR-participant2,True,1,BR,2,0.5052181482315063,0.5504938960075378
ES_TRIP27779_0,æ:,a:,m,v,ES187,ES212,ES58,ES-participant3,ES-participant2,False,0,ES,6,0.35424304008483887,0.3944411277770996
BR_TRIP32404_1,ĩ,ẽ,s,t,BR1030,BR921,BR692,BR-participant5,BR-participant1,True,1,BR,2,0.4571167826652527,0.4576949179172516
EN_TRIP36468_0,u,ʊ,z,f,EN1462,EN1342,EN2052,EN-participant3,EN-participant7,False,0,EN,1,0.3657255470752716,0.3615194261074066
FR_TRIP38291_0,ɛ̃,ɑ̃,f,f,FR4094,FR4487,FR3486,FR-participant8,FR-participant5,False,0,FR,0,0.40483978390693665,0.36095747351646423
BR_TRIP57043_1,ɔ,o,t,f,BR825,BR828,BR1000,BR-participant1,BR-participant5,True,1,BR,2,0.46360906958580017,0.5699357390403748
GR_TRIP70267_1,ʊ,ʏ,f,t,GR709,GR694,GR424,GR-participant5,GR-participant3,True,1,GR,3,0.563734233379364,0.5080289244651794
GL_TRIP1487_1,ɛ,e,p,p,GLO110,GLO107,GLO52,S04F,S05M,True,1,GL,4,0.3216971755027771,0.39847126603126526
FR_TRIP19034_0,ɛ̃,e,z,b,FR1962,FR1914,FR1480,FR-participant3,FR-participant4,False,0,FR,0,0.5739356875419617,0.7571573257446289
GR_TRIP12691_0,øː,yː,ts,k,GR172,GR138,GR85,GR-participant2,GR-participant6,False,0,GR,3,0.5605326294898987,0.498335063457489
GR_TRIP3847_1,ʏ,ɪ,ɡ,s,GR198,GR188,GR323,GR-participant2,GR-participant4,True,1,GR,3,0.39014163613319397,0.5538212656974792
BR_TRIP55038_1,ũ,u,d,k,BR661,BR835,BR27,BR-participant1,BR-participant2,True,1,BR,2,0.4395749568939209,0.4853596091270447
EN_TRIP39905_1,ʌ,ɑ,z,b,EN1599,EN1639,EN2671,EN-participant1,EN-participant8,True,1,EN,1,0.505730926990509,0.5377748608589172
GR_TRIP52397_0,iː,yː,z,t,GR120,GR43,GR626,GR-participant6,GR-participant1,False,0,GR,3,0.4954153001308441,0.6255149841308594
ES_TRIP33123_1,ɤ:,ø:,l,s,ES220,ES267,ES19,ES-participant1,ES-participant2,True,1,ES,6,0.44067567586898804,0.43377402424812317
ES_TRIP6338_0,æ:,ø:,s,t,ES64,ES60,ES121,ES-participant2,ES-participant4,False,0,ES,6,0.5094355940818787,0.5675745010375977
TU_TRIP11024_0,u,y,t,s,TU203,TU236,TU100,TU-participant1,TU-participant4,False,0,TU,5,0.5208714604377747,0.6775987148284912
TU_TRIP1688_0,y,œ,t,s,TU80,TU105,TU48,TU-participant4,TU-participant2,False,0,TU,5,0.46522256731987,0.5477765798568726
ES_TRIP3784_1,y:,ɤ:,m,v,ES57,ES7,ES186,ES-participant2,ES-participant3,True,1,ES,6,0.46531614661216736,0.4581601023674011
BR_TRIP31307_0,i,ɛ,f,s,BR994,BR862,BR794,BR-participant5,BR-participant1,False,0,BR,2,0.33166980743408203,0.4365314543247223
GL_TRIP1705_0,a,aː,g,g,GLO102,GLO1,GLO127,S02M,S05M,False,0,GL,4,0.4019605219364166,0.4572291672229767
BR_TRIP48875_1,i,ĩ,s,k,BR373,BR266,BR132,BR-participant4,BR-participant2,True,1,BR,2,0.5174158811569214,0.6250332593917847
GL_TRIP2320_1,i,e,g,g,GLO99,GLO80,GLO69,S07F,S03M,True,1,GL,4,0.5082298517227173,0.5205032825469971
FR_TRIP50122_0,o,ɔ,z,b,FR526,FR37,FR1888,FR-participant6,FR-participant3,False,0,FR,0,0.5686125159263611,0.6025685667991638
FR_TRIP66474_1,i,e,z,f,FR1668,FR1626,FR3185,FR-participant4,FR-participant7,True,1,FR,0,0.5626516938209534,0.5772878527641296
EN_TRIP24138_1,ɑ,æ,f,s,EN563,EN469,EN1939,EN-participant2,EN-participant7,True,1,EN,1,0.4646439254283905,0.5577307343482971
ES_TRIP28537_1,ɤ:,æ:,s,t,ES166,ES193,ES298,ES-participant3,ES-participant5,True,1,ES,6,0.43330472707748413,0.6244599223136902
FR_TRIP76049_0,e,ɛ,f,f,FR3553,FR3742,FR1930,FR-participant5,FR-participant3,False,0,FR,0,0.4376809895038605,0.4989115297794342
BR_TRIP2928_1,a,ɐ̃,t,t,BR72,BR3,BR729,BR-participant2,BR-participant1,True,1,BR,2,0.49071240425109863,0.548852264881134
ES_TRIP12840_0,i:,æ:,l,s,ES305,ES307,ES221,ES-participant5,ES-participant1,False,0,ES,6,0.41765114665031433,0.7106205224990845
BR_TRIP4180_0,ĩ,e,z,b,BR15,BR82,BR304,BR-participant2,BR-participant4,False,0,BR,2,0.530229389667511,0.5462570190429688
TU_TRIP1406_0,i,u,t,s,TU77,TU69,TU45,TU-participant4,TU-participant2,False,0,TU,5,0.3490199148654938,0.5803179144859314
GR_TRIP60074_1,ɪ,iː,f,t,GR302,GR372,GR636,GR-participant4,GR-participant1,True,1,GR,3,0.5368696451187134,0.6834211945533752
ES_TRIP21355_1,y:,ø:,m,v,ES114,ES111,ES45,ES-participant4,ES-participant2,True,1,ES,6,0.4701279401779175,0.5420442819595337
FR_TRIP2187_0,ɔ̃,ɑ̃,f,f,FR924,FR994,FR3732,FR-participant2,FR-participant5,False,0,FR,0,0.32606035470962524,0.3679124712944031
FR_TRIP84142_0,ɔ,ø,z,f,FR3596,FR3968,FR4007,FR-participant5,FR-participant8,False,0,FR,0,0.3350631296634674,0.4589026868343353
FR_TRIP35302_1,y,i,z,b,FR4329,FR4402,FR1270,FR-participant8,FR-participant4,True,1,FR,0,0.5933582186698914,0.6507478952407837
EN_TRIP3374_1,ɪ,æ,z,f,EN181,EN160,EN962,EN-participant6,EN-participant4,True,1,EN,1,0.6489217877388,0.5605238676071167
BR_TRIP58555_0,e,i,f,s,BR818,BR759,BR1018,BR-participant1,BR-participant5,False,0,BR,2,0.3467235565185547,0.353070467710495
GL_TRIP2358_0,ɛ,i,g,g,GLO158,GLO99,GLO18,S07F,S03M,False,0,GL,4,0.42153286933898926,0.4778918921947479
GR_TRIP19755_1,yː,ʏ,f,t,GR492,GR511,GR5,GR-participant3,GR-participant6,True,1,GR,3,0.6395429968833923,0.6858845353126526
BR_TRIP18676_0,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,False,0,BR,2,0.37087225914001465,0.4817700982093811
BR_TRIP38638_1,ũ,õ,k,b,BR278,BR423,BR902,BR-participant4,BR-participant5,True,1,BR,2,0.5800300240516663,0.5999218225479126
FR_TRIP76057_0,œ,o,f,f,FR3566,FR3409,FR4245,FR-participant5,FR-participant8,False,0,FR,0,0.45128101110458374,0.43295401334762573
BR_TRIP37271_1,u,o,b,k,BR396,BR237,BR1038,BR-participant4,BR-participant5,True,1,BR,2,0.4993864595890045,0.4774404466152191
ES_TRIP18403_1,æ:,y:,m,v,ES355,ES342,ES259,ES-participant5,ES-participant1,True,1,ES,6,0.2189003825187683,0.4717629849910736
EN_TRIP7163_0,ʌ,æ,z,b,EN2217,EN2014,EN1599,EN-participant7,EN-participant1,False,0,EN,1,0.5603135824203491,0.5619418025016785
TU_TRIP9075_1,ɯ,i,ʃ,t,TU242,TU221,TU161,TU-participant1,TU-participant3,True,1,TU,5,0.6004086136817932,0.6190613508224487
BR_TRIP5676_0,ɐ̃,õ,k,s,BR192,BR19,BR230,BR-participant2,BR-participant4,False,0,BR,2,0.5312934517860413,0.5561076998710632
FR_TRIP12283_1,u,ɔ,f,f,FR1725,FR2004,FR2321,FR-participant3,FR-participant1,True,1,FR,0,0.47861456871032715,0.5150481462478638
BR_TRIP65982_1,ĩ,ɐ̃,l,s,BR845,BR764,BR876,BR-participant1,BR-participant5,True,1,BR,2,0.5160960555076599,0.5138718485832214
TU_TRIP8137_0,ɯ,u,ʃ,t,TU11,TU29,TU117,TU-participant2,TU-participant4,False,0,TU,5,0.28629156947135925,0.31570714712142944
FR_TRIP66201_1,ɑ̃,ɛ̃,z,f,FR1523,FR1483,FR1860,FR-participant4,FR-participant3,True,1,FR,0,0.5753966569900513,0.5774393677711487
EN_TRIP31865_0,ɛ,eɪ,f,s,EN1183,EN1393,EN156,EN-participant3,EN-participant6,False,0,EN,1,0.3948317766189575,0.5622612833976746
GR_TRIP63358_0,aː,yː,b,s,GR260,GR294,GR602,GR-participant4,GR-participant1,False,0,GR,3,0.4477021396160126,0.7466257810592651
ES_TRIP6779_0,a:,ɤ:,s,t,ES65,ES13,ES122,ES-participant2,ES-participant4,False,0,ES,6,0.5035204887390137,0.41332757472991943
BR_TRIP25907_1,ẽ,õ,m,d,BR1024,BR954,BR410,BR-participant5,BR-participant4,True,1,BR,2,0.5063632726669312,0.6438829302787781
TU_TRIP6147_1,y,i,f,z,TU4,TU13,TU154,TU-participant2,TU-participant3,True,1,TU,5,0.37053003907203674,0.4385697543621063
BR_TRIP16944_1,ũ,ẽ,m,d,BR570,BR553,BR277,BR-participant3,BR-participant4,True,1,BR,2,0.735771119594574,0.8413694500923157
FR_TRIP66345_0,œ,ɔ,z,f,FR1602,FR1306,FR3367,FR-participant4,FR-participant7,False,0,FR,0,0.6273435354232788,0.6577252149581909
ES_TRIP7549_1,ɤ:,i:,l,s,ES31,ES32,ES232,ES-participant2,ES-participant1,True,1,ES,6,0.3990519642829895,0.5172094106674194
GR_TRIP39433_0,ʊ,uː,z,t,GR617,GR560,GR322,GR-participant1,GR-participant4,False,0,GR,3,0.5121432542800903,0.6531411409378052
EN_TRIP14852_0,ʌ,ʊ,t,s,EN2484,EN2397,EN969,EN-participant5,EN-participant4,False,0,EN,1,0.32280993461608887,0.3806418478488922
TU_TRIP4400_1,œ,ɯ,t,s,TU149,TU173,TU65,TU-participant3,TU-participant2,True,1,TU,5,0.5559402704238892,0.4724896252155304
BR_TRIP9418_1,e,ɛ,f,s,BR43,BR75,BR323,BR-participant2,BR-participant4,True,1,BR,2,0.6207969784736633,0.6543309092521667
BR_TRIP14932_0,ũ,ĩ,z,b,BR574,BR554,BR673,BR-participant3,BR-participant1,False,0,BR,2,0.5772959589958191,0.6267076730728149
FR_TRIP6910_0,ɛ̃,e,z,b,FR714,FR865,FR159,FR-participant2,FR-participant6,False,0,FR,0,0.42412489652633667,0.5720846056938171
GR_TRIP66990_1,uː,yː,ts,k,GR334,GR284,GR409,GR-participant4,GR-participant3,True,1,GR,3,0.4275588095188141,0.6500178575515747
EN_TRIP17203_0,i,ɪ,z,b,EN2864,EN2979,EN811,EN-participant8,EN-participant4,False,0,EN,1,0.5556923747062683,0.5156702399253845
GR_TRIP76827_1,aː,ʏ,f,s,GR657,GR693,GR388,GR-participant5,GR-participant3,True,1,GR,3,0.4573992192745209,0.5676496624946594
GL_TRIP150_1,ɔ,o,p,p,GLO132,GLO32,GLO30,S03M,S01F,True,1,GL,4,0.5537356734275818,0.5346916913986206
EN_TRIP27102_0,ɑ,u,z,b,EN772,EN1144,EN1924,EN-participant4,EN-participant7,False,0,EN,1,0.35344815254211426,0.6100935339927673
BR_TRIP32743_1,ũ,ɐ̃,s,t,BR894,BR918,BR337,BR-participant5,BR-participant4,True,1,BR,2,0.5945010781288147,0.6446323394775391
BR_TRIP48469_0,ĩ,i,s,k,BR266,BR373,BR154,BR-participant4,BR-participant2,False,0,BR,2,0.6110698580741882,0.5334513187408447
EN_TRIP3413_0,ʊ,ɪ,z,f,EN207,EN181,EN651,EN-participant6,EN-participant2,False,0,EN,1,0.4607168436050415,0.5513131618499756
FR_TRIP76549_1,ø,œ,f,f,FR3981,FR3566,FR2968,FR-participant5,FR-participant7,True,1,FR,0,0.42657461762428284,0.47355005145072937
GL_TRIP2141_0,i,e,f,f,GLO16,GLO76,GLO58,S01F,S05M,False,0,GL,4,0.4279920160770416,0.4600047767162323
BR_TRIP31849_1,ẽ,ɐ̃,l,s,BR1020,BR1047,BR769,BR-participant5,BR-participant1,True,1,BR,2,0.4861614406108856,0.5932977199554443
ES_TRIP12737_1,i:,y:,l,s,ES293,ES318,ES125,ES-participant5,ES-participant4,True,1,ES,6,0.5738322734832764,0.4597996473312378
GR_TRIP36940_0,øː,ʏ,l,t,GR519,GR587,GR123,GR-participant1,GR-participant6,False,0,GR,3,0.46944427490234375,0.5686546564102173
BR_TRIP17061_1,ĩ,õ,l,g,BR556,BR587,BR689,BR-participant3,BR-participant1,True,1,BR,2,0.5729349851608276,0.5507934093475342
FR_TRIP65103_1,ɛ,ɛ̃,z,b,FR1563,FR1480,FR1812,FR-participant4,FR-participant3,True,1,FR,0,0.563730001449585,0.7367331981658936
TU_TRIP10892_0,ɯ,y,f,z,TU262,TU222,TU128,TU-participant1,TU-participant4,False,0,TU,5,0.5650767087936401,0.6982654333114624
GR_TRIP23300_1,yː,iː,b,s,GR440,GR462,GR763,GR-participant3,GR-participant5,True,1,GR,3,0.5597518682479858,0.7116376161575317
GR_TRIP48292_0,uː,ʊ,f,t,GR51,GR92,GR576,GR-participant6,GR-participant1,False,0,GR,3,0.47729334235191345,0.6034550666809082
BR_TRIP27873_0,a,ɐ̃,k,s,BR856,BR914,BR359,BR-participant5,BR-participant4,False,0,BR,2,0.6108517050743103,0.7476232051849365
ES_TRIP18456_0,æ:,a:,m,v,ES343,ES344,ES247,ES-participant5,ES-participant1,False,0,ES,6,0.3205757141113281,0.44133010506629944
ES_TRIP29318_1,æ:,y:,s,t,ES193,ES192,ES64,ES-participant3,ES-participant2,True,1,ES,6,0.5216106176376343,0.5742701888084412
BR_TRIP36377_1,õ,ɔ,d,g,BR268,BR379,BR588,BR-participant4,BR-participant3,True,1,BR,2,0.3480534553527832,0.4980498254299164
BR_TRIP66562_0,i,ɛ,d,s,BR758,BR731,BR496,BR-participant1,BR-participant3,False,0,BR,2,0.5796462297439575,0.5344852805137634
GR_TRIP50100_1,iː,ɪ,f,t,GR121,GR48,GR572,GR-participant6,GR-participant1,True,1,GR,3,0.5251976251602173,0.6676381230354309
GR_TRIP67979_0,ʊ,ʏ,z,t,GR710,GR717,GR238,GR-participant5,GR-participant2,False,0,GR,3,0.5267584323883057,0.5751656293869019
BR_TRIP7603_0,ɐ̃,ĩ,l,s,BR138,BR61,BR233,BR-participant2,BR-participant4,False,0,BR,2,0.559634804725647,0.688737154006958
TU_TRIP10445_1,i,u,f,z,TU232,TU202,TU177,TU-participant1,TU-participant3,True,1,TU,5,0.5020909905433655,0.5918087959289551
FR_TRIP17801_1,ɔ,u,z,f,FR2219,FR2058,FR2480,FR-participant3,FR-participant1,True,1,FR,0,0.4639692008495331,0.506809413433075
ES_TRIP6615_0,æ:,a:,s,t,ES64,ES17,ES88,ES-participant2,ES-participant4,False,0,ES,6,0.5543309450149536,0.5484464764595032
GL_TRIP104_1,i,ɛ,p,p,GLO78,GLO39,GLO25,S03M,S04F,True,1,GL,4,0.3594870865345001,0.4410603940486908
ES_TRIP22878_0,i:,æ:,s,t,ES119,ES88,ES14,ES-participant4,ES-participant2,False,0,ES,6,0.6118593215942383,0.6566258668899536
FR_TRIP49482_1,ɔ̃,ɑ̃,z,b,FR80,FR453,FR4247,FR-participant6,FR-participant8,True,1,FR,0,0.5210930109024048,0.5598492622375488
EN_TRIP8682_0,ɪ,ʊ,f,s,EN1991,EN2269,EN1763,EN-participant7,EN-participant1,False,0,EN,1,0.474241703748703,0.539364218711853
BR_TRIP8870_1,ĩ,õ,s,t,BR65,BR91,BR849,BR-participant2,BR-participant1,True,1,BR,2,0.4372657835483551,0.5692957639694214
EN_TRIP3354_0,ɪ,i,z,f,EN181,EN22,EN962,EN-participant6,EN-participant4,False,0,EN,1,0.6489217877388,0.6808192133903503
FR_TRIP50710_1,ɛ̃,ɛ,z,f,FR162,FR345,FR1965,FR-participant6,FR-participant3,True,1,FR,0,0.4552839696407318,0.6754333972930908
GL_TRIP975_0,o,ɔ,f,f,GLO125,GLO61,GLO60,S05M,S02M,False,0,GL,4,0.3973543047904968,0.4714108109474182
ES_TRIP8664_1,æ:,ø:,l,s,ES70,ES66,ES223,ES-participant2,ES-participant1,True,1,ES,6,0.3746963143348694,0.4716835021972656
BR_TRIP55377_0,ũ,ĩ,z,b,BR673,BR687,BR895,BR-participant1,BR-participant5,False,0,BR,2,0.5849519371986389,0.5370159149169922
