filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,hubt0_distance_tgt,hubt0_distance_oth,hubt1_distance_tgt,hubt1_distance_oth,hubt2_distance_tgt,hubt2_distance_oth,hubt3_distance_tgt,hubt3_distance_oth,hubt4_distance_tgt,hubt4_distance_oth,hubt5_distance_tgt,hubt5_distance_oth,hubt6_distance_tgt,hubt6_distance_oth,hubt7_distance_tgt,hubt7_distance_oth,hubt8_distance_tgt,hubt8_distance_oth,hubt9_distance_tgt,hubt9_distance_oth,hubt10_distance_tgt,hubt10_distance_oth,hubt11_distance_tgt,hubt11_distance_oth,hubt12_distance_tgt,hubt12_distance_oth
BR_TRIP36051_0,ɛ,e,t,ʃ,BR366,BR370,BR443,BR-participant4,BR-participant3,False,0,BR,2,0.6798600554466248,0.6164575815200806,0.6516323685646057,0.6087567210197449,0.6839383244514465,0.6351166367530823,0.7053067684173584,0.6513817310333252,0.7404802441596985,0.7040172815322876,0.7027934789657593,0.6865864396095276,0.7293803095817566,0.697396993637085,0.7045621275901794,0.688254714012146,0.7200556993484497,0.709435224533081,0.711854875087738,0.6911715865135193,0.7054680585861206,0.6919457912445068,0.6496031284332275,0.6201049089431763,0.6496031284332275,0.6201049089431763
EN_TRIP17558_0,ɑ,u,z,f,EN2723,EN2756,EN775,EN-participant8,EN-participant4,False,0,EN,1,0.4161219298839569,0.765116810798645,0.4107422530651092,0.7404153943061829,0.4191644489765167,0.7699231505393982,0.4164580702781677,0.8049935698509216,0.4336932003498077,0.8206324577331543,0.4158701002597809,0.8139370083808899,0.4190927147865295,0.8152260184288025,0.4198645949363708,0.8163881897926331,0.4239416122436523,0.8235741257667542,0.4390694499015808,0.7333104014396667,0.4523324966430664,0.7977613806724548,0.3742234110832214,0.7686271667480469,0.37422341108322144,0.7686271667480469
ES_TRIP21960_0,a:,ɤ:,m,v,ES140,ES79,ES11,ES-participant4,ES-participant2,False,0,ES,6,0.5972827672958374,0.6670106053352356,0.5334335565567017,0.6429311633110046,0.5150312185287476,0.675481915473938,0.4793204069137573,0.660480260848999,0.4731209576129913,0.6668249368667603,0.4503014683723449,0.6565324664115906,0.4474603533744812,0.6642275452613831,0.4442457854747772,0.6768807768821716,0.4417440295219421,0.6698663234710693,0.4447049498558044,0.6813105940818787,0.4206134974956512,0.6693516373634338,0.3752090632915497,0.6361793279647827,0.3752090632915497,0.6361793279647827
BR_TRIP60069_1,ũ,ĩ,s,t,BR672,BR849,BR28,BR-participant1,BR-participant2,True,1,BR,2,0.4656248986721039,0.4785407483577728,0.4698655903339386,0.4701389968395233,0.4696474075317383,0.4751602709293365,0.4518919289112091,0.4762779772281647,0.4529848098754883,0.4978813230991363,0.4330861866474151,0.4939711093902588,0.4229054450988769,0.5000926852226257,0.4026496708393097,0.4859626889228821,0.3958081901073456,0.4866030216217041,0.3862020671367645,0.4784690737724304,0.4187003374099731,0.5009084343910217,0.3883969783782959,0.5139172673225403,0.3883969783782959,0.5139172673225403
TU_TRIP11912_1,ɯ,i,t,s,TU241,TU255,TU129,TU-participant1,TU-participant4,True,1,TU,5,0.451432466506958,0.5464031100273132,0.426220029592514,0.5152912735939026,0.4287606179714203,0.5186627507209778,0.4191682040691376,0.5169628262519836,0.4253047704696655,0.5212569236755371,0.4130218625068664,0.4994842410087585,0.3886069655418396,0.4903509616851806,0.3628781735897064,0.4705579280853271,0.361109048128128,0.4496985971927643,0.3428744375705719,0.434397429227829,0.30722576379776,0.4322066903114319,0.2340442836284637,0.366511195898056,0.23404428362846375,0.36651119589805603
FR_TRIP26963_0,œ,o,z,b,FR3364,FR3259,FR182,FR-participant7,FR-participant6,False,0,FR,0,0.5024327635765076,0.589646577835083,0.4960868060588836,0.584601104259491,0.4982427358627319,0.6150810122489929,0.4927532374858856,0.6319789886474609,0.4966428577899933,0.6536919474601746,0.4891850352287292,0.6627775430679321,0.4384820461273193,0.657874584197998,0.4265938997268677,0.6487569808959961,0.4233356118202209,0.6408470869064331,0.4080138504505157,0.6324060559272766,0.3984941840171814,0.6398012042045593,0.3284618258476257,0.5756475925445557,0.32846182584762573,0.5756475925445557
EN_TRIP22762_1,ɑ,ʌ,z,f,EN552,EN459,EN1927,EN-participant2,EN-participant7,True,1,EN,1,0.5205174088478088,0.5432040691375732,0.5036048889160156,0.5261209011077881,0.5024214386940002,0.5201472640037537,0.481567770242691,0.5134038925170898,0.4815155565738678,0.5249247550964355,0.4696323275566101,0.506838321685791,0.4633215367794037,0.4956200122833252,0.4467595815658569,0.4875661134719848,0.4418294429779053,0.4594341814517975,0.4260838329792022,0.4440846145153045,0.4036956131458282,0.4157186150550842,0.3278973400592804,0.3525884449481964,0.3278973400592804,0.3525884449481964
GR_TRIP61577_1,ʏ,aː,f,s,GR268,GR317,GR621,GR-participant4,GR-participant1,True,1,GR,3,0.5452337265014648,0.7070183157920837,0.5233112573623657,0.6626807451248169,0.5357111096382141,0.6884671449661255,0.5291204452514648,0.692916989326477,0.5424403548240662,0.7002957463264465,0.536594569683075,0.6794421672821045,0.5121605396270752,0.6872518658638,0.4920932948589325,0.6800547242164612,0.4929563403129577,0.690858781337738,0.4968814253807068,0.6774468421936035,0.5030152201652527,0.712238609790802,0.4956393837928772,0.6925026774406433,0.4956393837928772,0.6925026774406433
ES_TRIP33498_1,i:,y:,l,s,ES221,ES234,ES293,ES-participant1,ES-participant5,True,1,ES,6,0.5393753051757812,0.4580505192279815,0.5126569867134094,0.4503425359725952,0.5276047587394714,0.4752270877361297,0.5432372093200684,0.4839004874229431,0.5636070370674133,0.499041348695755,0.56810462474823,0.4977008402347564,0.6064926385879517,0.5264694690704346,0.5908223986625671,0.5232425928115845,0.5775192379951477,0.5364516973495483,0.5577974915504456,0.523070752620697,0.554746150970459,0.5369408130645752,0.5157269835472107,0.4792460799217224,0.5157269835472107,0.4792460799217224
BR_TRIP20451_0,i,e,s,p,BR499,BR445,BR329,BR-participant3,BR-participant4,False,0,BR,2,0.6974203586578369,0.7511359453201294,0.7089720964431763,0.7241088151931763,0.7140129208564758,0.7153995037078857,0.7304496765136719,0.7045748829841614,0.7489596605300903,0.699592113494873,0.7578730583190918,0.7020593285560608,0.7026994228363037,0.6639512181282043,0.7120339274406433,0.664779543876648,0.7085554003715515,0.6462878584861755,0.7085330486297607,0.6576542854309082,0.750137209892273,0.665900707244873,0.6659621596336365,0.6099568009376526,0.6659621596336365,0.6099568009376526
FR_TRIP30446_0,ɔ,u,f,f,FR2910,FR3169,FR2668,FR-participant7,FR-participant1,False,0,FR,0,0.4489815831184387,0.5405964255332947,0.4423229694366455,0.5417179465293884,0.4563597738742828,0.5696423053741455,0.4590164124965668,0.6047921180725098,0.482366681098938,0.6098577976226807,0.4846877157688141,0.6175503730773926,0.4754118025302887,0.609592080116272,0.4747570157051086,0.598978579044342,0.4741952419281006,0.5983465909957886,0.4721750617027282,0.5975460410118103,0.4755549728870392,0.636396050453186,0.4296588003635406,0.5524311661720276,0.42965880036354065,0.5524311661720276
GL_TRIP1354_1,aː,a,g,g,GLO50,GLO156,GLO150,S04F,S03M,True,1,GL,4,0.4658757746219635,0.4584175646305084,0.442688912153244,0.4430211782455444,0.4376473724842071,0.4395526647567749,0.4194689989089966,0.4285048246383667,0.4113751053810119,0.429997831583023,0.3947781026363373,0.4211488366127014,0.3968501985073089,0.42094686627388,0.4096932411193847,0.43251833319664,0.4293726086616516,0.447390615940094,0.4470411837100982,0.4634990394115448,0.4722542464733124,0.5007734894752502,0.3895444869995117,0.4180671274662018,0.3895444869995117,0.4180671274662018
BR_TRIP25897_1,ẽ,õ,m,d,BR1024,BR890,BR773,BR-participant5,BR-participant1,True,1,BR,2,0.6158084273338318,0.5976230502128601,0.6156933903694153,0.6224598288536072,0.6276048421859741,0.6240421533584595,0.6014684438705444,0.614576518535614,0.6140642762184143,0.6160951852798462,0.5663328766822815,0.5821706056594849,0.5530924201011658,0.568082332611084,0.5494534969329834,0.5391813516616821,0.5256584882736206,0.5497430562973022,0.4965350925922394,0.5690522789955139,0.485585480928421,0.6088938117027283,0.4238509833812713,0.5517703890800476,0.42385098338127136,0.5517703890800476
TU_TRIP5964_0,ɯ,y,p,t,TU188,TU170,TU24,TU-participant3,TU-participant2,False,0,TU,5,0.5274324417114258,0.5570526719093323,0.5214072465896606,0.5328319072723389,0.5348629355430603,0.541524350643158,0.5280325412750244,0.4856606423854828,0.5258737802505493,0.4848401546478271,0.510235607624054,0.467365950345993,0.5056129693984985,0.4468719065189361,0.4625895619392395,0.4158187508583069,0.4695923328399658,0.4186839759349823,0.4951741099357605,0.4060024321079254,0.4960179626941681,0.4009008705615997,0.4562648832798004,0.3686766326427459,0.4562648832798004,0.36867663264274597
GR_TRIP66209_0,yː,øː,l,t,GR379,GR309,GR493,GR-participant4,GR-participant3,False,0,GR,3,0.668331503868103,0.7659037113189697,0.6767631769180298,0.7524206042289734,0.7106112837791443,0.7809749841690063,0.7131400108337402,0.7773196697235107,0.6107750535011292,0.6448603868484497,0.5729679465293884,0.6214362382888794,0.5825741291046143,0.6298893094062805,0.5661872625350952,0.6401702761650085,0.5548890829086304,0.6416931748390198,0.5380879044532776,0.6536075472831726,0.5454188585281372,0.6561655402183533,0.5629505515098572,0.6901321411132812,0.5629505515098572,0.6901321411132812
ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,1,ES,6,0.5807005167007446,0.5720118284225464,0.5572422742843628,0.5438290238380432,0.5654487013816833,0.5643468499183655,0.5668128728866577,0.5624949932098389,0.5702940821647644,0.5831835269927979,0.5557264685630798,0.5862288475036621,0.5331717729568481,0.5818794369697571,0.5151034593582153,0.5960731506347656,0.5060286521911621,0.6117045283317566,0.4759328365325928,0.5768787860870361,0.4585203826427459,0.6133357882499695,0.4142399430274963,0.6166408658027649,0.41423994302749634,0.6166408658027649
GR_TRIP20981_1,ʏ,ɪ,f,s,GR397,GR404,GR115,GR-participant3,GR-participant6,True,1,GR,3,0.4109636545181274,0.6011875867843628,0.4105157852172851,0.5906153917312622,0.4149468243122101,0.6138644814491272,0.404849648475647,0.6263787746429443,0.4102628529071808,0.6377179622650146,0.3942228555679321,0.6265988945960999,0.3851951658725738,0.6475873589515686,0.3650062382221222,0.6557168364524841,0.363576203584671,0.6004054546356201,0.3618609309196472,0.5320388674736023,0.3572355508804321,0.5135061740875244,0.2716589570045471,0.402658462524414,0.2716589570045471,0.40265846252441406
EN_TRIP15269_0,ʊ,ʌ,t,s,EN2689,EN2733,EN1681,EN-participant8,EN-participant1,False,0,EN,1,0.5779756307601929,0.5161609649658203,0.5625901222229004,0.4992027580738067,0.5783104300498962,0.5095295310020447,0.5630691647529602,0.5147771835327148,0.5736485123634338,0.5285822153091431,0.560303270816803,0.508102297782898,0.5650753378868103,0.5017489194869995,0.5624551177024841,0.4905650913715362,0.5508244037628174,0.4895622432231903,0.5650274157524109,0.4772297441959381,0.5885862708091736,0.4886023104190826,0.5464407801628113,0.4184436500072479,0.5464407801628113,0.4184436500072479
BR_TRIP66574_1,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,True,1,BR,2,0.4451093673706054,0.5208829045295715,0.4501781761646271,0.5214889645576477,0.4594400525093078,0.541461169719696,0.4595365822315216,0.5478107333183289,0.4764341413974762,0.5719197392463684,0.4858922064304352,0.582634687423706,0.4795548319816589,0.5715891122817993,0.4749380052089691,0.5645114183425903,0.4736240208148956,0.5686714053153992,0.4608024358749389,0.5452675223350525,0.4590337574481964,0.5586721301078796,0.4097844958305359,0.5176694393157959,0.4097844958305359,0.5176694393157959
FR_TRIP18983_0,e,ɛ,z,b,FR1914,FR1812,FR1623,FR-participant3,FR-participant4,False,0,FR,0,0.6332674026489258,0.6805199384689331,0.6392530202865601,0.6686917543411255,0.6633438467979431,0.6989642381668091,0.6785869598388672,0.7289417386054993,0.7010295391082764,0.7502399682998657,0.6922215223312378,0.7085029482841492,0.6786581873893738,0.6549549102783203,0.70161372423172,0.6592961549758911,0.7118206024169922,0.6682940125465393,0.7098469138145447,0.6725049614906311,0.6822522282600403,0.6772472858428955,0.5773062705993652,0.6815088987350464,0.5773062705993652,0.6815088987350464
EN_TRIP3200_1,u,ʊ,z,f,EN47,EN207,EN1866,EN-participant6,EN-participant1,True,1,EN,1,0.429939329624176,0.4607669413089752,0.4223224520683288,0.4563945233821869,0.4402611255645752,0.4713110327720642,0.4347957968711853,0.4636421501636505,0.4412521123886108,0.4866059422492981,0.4307170212268829,0.4842682480812073,0.4232126772403717,0.4864311814308166,0.4023416042327881,0.4669229388236999,0.3908669650554657,0.4648439586162567,0.367619127035141,0.4439270198345184,0.3570767045021057,0.3896177113056183,0.3192767202854156,0.2957252562046051,0.31927672028541565,0.2957252562046051
BR_TRIP58975_0,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,False,0,BR,2,0.5420950055122375,0.4956184923648834,0.5452362298965454,0.4933265149593353,0.5563274621963501,0.5046724677085876,0.5808650851249695,0.5165891051292419,0.599297046661377,0.5264688730239868,0.5664973258972168,0.5144087076187134,0.5680871605873108,0.522361159324646,0.5651042461395264,0.5013285875320435,0.5706421732902527,0.4862656891345978,0.5501542091369629,0.4740365445613861,0.5541473627090454,0.4765358567237854,0.4944183528423309,0.4288813173770904,0.49441835284233093,0.42888131737709045
BR_TRIP18676_1,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,True,1,BR,2,0.4693822264671325,0.5843335390090942,0.4841559827327728,0.5757297277450562,0.4886138141155243,0.5756341218948364,0.4919871687889099,0.5867841839790344,0.5104987025260925,0.5925058722496033,0.493470162153244,0.5582492351531982,0.4988858997821808,0.583480179309845,0.4943331778049469,0.5814333558082581,0.5010831952095032,0.5831548571586609,0.5065758228302002,0.5940634608268738,0.512137770652771,0.5942986607551575,0.457190454006195,0.5417754054069519,0.45719045400619507,0.5417754054069519
ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,0,ES,6,0.5389456748962402,0.5516838431358337,0.5113917589187622,0.5279948115348816,0.519443929195404,0.5493108034133911,0.5090299844741821,0.552259624004364,0.5178595185279846,0.5617222189903259,0.5127929449081421,0.5637276768684387,0.5138140916824341,0.5841337442398071,0.4891377985477447,0.5835877060890198,0.4885407984256744,0.5680651664733887,0.4641639590263366,0.547803521156311,0.4238937497138977,0.5535260438919067,0.3602780401706695,0.5274937152862549,0.36027804017066956,0.5274937152862549
FR_TRIP17398_1,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,True,1,FR,0,0.428984135389328,0.4657476544380188,0.4326760768890381,0.4658010303974151,0.4455108344554901,0.4729574620723724,0.4465924203395843,0.4755433201789856,0.4648160934448242,0.4959678053855896,0.4436199963092804,0.4781951904296875,0.4316222071647644,0.4718042016029358,0.4181959927082062,0.4589076340198517,0.4235493540763855,0.4579236805438995,0.4155513048171997,0.4492760300636291,0.3920687437057495,0.4334727227687835,0.3003047108650207,0.3882266581058502,0.30030471086502075,0.3882266581058502
GR_TRIP8946_0,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,False,0,GR,3,0.6006839275360107,0.591485857963562,0.5615549683570862,0.5778462886810303,0.5599678754806519,0.591055154800415,0.5450763702392578,0.5884220004081726,0.5419909358024597,0.5997639298439026,0.5163708329200745,0.6093936562538147,0.4894417226314544,0.6187743544578552,0.4681940376758575,0.6097407937049866,0.4595561325550079,0.6110095381736755,0.4594651460647583,0.5946535468101501,0.4835241734981537,0.6152976751327515,0.4452017247676849,0.5826821327209473,0.44520172476768494,0.5826821327209473
BR_TRIP46922_1,ĩ,õ,s,t,BR265,BR275,BR159,BR-participant4,BR-participant2,True,1,BR,2,0.719123899936676,0.7408093214035034,0.7037960290908813,0.7174645662307739,0.7076479196548462,0.7244247794151306,0.7022433280944824,0.7182847261428833,0.6954363584518433,0.7317652702331543,0.6960094571113586,0.738930344581604,0.6842560768127441,0.7343460321426392,0.6757426261901855,0.7271744608879089,0.6661704182624817,0.7091965675354004,0.6401516795158386,0.6954364776611328,0.6423959136009216,0.6944835186004639,0.5823961496353149,0.6697201728820801,0.5823961496353149,0.6697201728820801
GL_TRIP1774_0,e,ɛ,p,p,GLO86,GLO160,GLO2,S02M,S03M,False,0,GL,4,0.3512513935565948,0.4892357885837555,0.3307628035545349,0.4808848202228546,0.3331398367881775,0.4742318093776703,0.3233842849731445,0.4625496864318847,0.336702436208725,0.4681687951087951,0.3307511210441589,0.471075177192688,0.3289281725883484,0.481244683265686,0.3362111747264862,0.4805401563644409,0.350372850894928,0.4738891720771789,0.368358701467514,0.482156753540039,0.3963772356510162,0.505963921546936,0.3521266281604767,0.4658004641532898,0.3521266281604767,0.4658004641532898
BR_TRIP13188_1,ɐ̃,a,t,t,BR539,BR627,BR675,BR-participant3,BR-participant1,True,1,BR,2,0.5047339797019958,0.6143010258674622,0.4909712970256805,0.5845655202865601,0.5072425603866577,0.6059896945953369,0.5192930698394775,0.6226891875267029,0.5399501323699951,0.6638565063476562,0.5293160080909729,0.6659830212593079,0.5128252506256104,0.6629623174667358,0.4923333823680877,0.6600579619407654,0.4643939733505249,0.6620954871177673,0.4611921310424804,0.6842039227485657,0.4841126501560211,0.6680505275726318,0.4210742115974426,0.6061134338378906,0.4210742115974426,0.6061134338378906
TU_TRIP3761_0,y,i,f,z,TU167,TU177,TU257,TU-participant3,TU-participant1,False,0,TU,5,0.4930940866470337,0.5018126368522644,0.4648616909980774,0.4939790368080139,0.4707361459732055,0.5084391236305237,0.4519232809543609,0.5251888632774353,0.4501268863677978,0.5376864671707153,0.4287799596786499,0.5434091091156006,0.4054389297962188,0.5240317583084106,0.3878412544727325,0.5018077492713928,0.3707390129566192,0.4728080034255981,0.3573477566242218,0.4568266570568084,0.3785282969474792,0.4536208212375641,0.3148819804191589,0.4009864926338196,0.31488198041915894,0.4009864926338196
EN_TRIP6872_1,eɪ,ɛ,z,b,EN1950,EN2085,EN1009,EN-participant7,EN-participant4,True,1,EN,1,0.6322469711303711,0.6947481036186218,0.6095511317253113,0.6747764945030212,0.6255639791488647,0.6184772849082947,0.6346825957298279,0.6256052851676941,0.623910129070282,0.6368147730827332,0.6067423224449158,0.6691698431968689,0.5944435596466064,0.6567962169647217,0.5824639201164246,0.6497138738632202,0.5924726128578186,0.6578303575515747,0.6016111969947815,0.6597005128860474,0.5750762820243835,0.6611496806144714,0.5218941569328308,0.6057233214378357,0.5218941569328308,0.6057233214378357
FR_TRIP8045_0,i,e,z,f,FR780,FR868,FR2450,FR-participant2,FR-participant1,False,0,FR,0,0.544524610042572,0.5743252635002136,0.560956597328186,0.6024457812309265,0.5883062481880188,0.6253516674041748,0.6160637140274048,0.6383102536201477,0.6249123215675354,0.6490893363952637,0.6310509443283081,0.6535808444023132,0.6256955862045288,0.6421821713447571,0.6280194520950317,0.6587493419647217,0.6215382218360901,0.6616601943969727,0.6148391962051392,0.6639790534973145,0.636721134185791,0.6941052079200745,0.5659051537513733,0.6383066773414612,0.5659051537513733,0.6383066773414612
GR_TRIP51064_1,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,True,1,GR,3,0.4493056833744049,0.546531617641449,0.4559135138988495,0.5709307789802551,0.4788485765457153,0.6019593477249146,0.4969791173934936,0.6206631660461426,0.5180746912956238,0.6443106532096863,0.5250620245933533,0.6438316702842712,0.5241661667823792,0.6506337523460388,0.5383340716362,0.6628069281578064,0.5406422019004822,0.6576334834098816,0.5166884660720825,0.6321027874946594,0.5116173624992371,0.6151639819145203,0.4172576367855072,0.5288689732551575,0.4172576367855072,0.5288689732551575
ES_TRIP8284_0,y:,ø:,l,s,ES69,ES18,ES126,ES-participant2,ES-participant4,False,0,ES,6,0.5630248188972473,0.707095742225647,0.5427443981170654,0.6749695539474487,0.5632315278053284,0.6937627792358398,0.5666230320930481,0.6594233512878418,0.5835773944854736,0.6829143762588501,0.5897610187530518,0.724699079990387,0.6111594438552856,0.72163325548172,0.600629985332489,0.7221916913986206,0.6034644842147827,0.719401478767395,0.572239339351654,0.7055667638778687,0.5731099843978882,0.7369915246963501,0.5780481696128845,0.6949307918548584,0.5780481696128845,0.6949307918548584
BR_TRIP16561_1,ẽ,ũ,m,d,BR553,BR520,BR303,BR-participant3,BR-participant4,True,1,BR,2,0.6018477082252502,0.7602067589759827,0.5849382281303406,0.7782189846038818,0.5417787432670593,0.8220368027687073,0.545278787612915,0.8514794707298279,0.5410377979278564,0.8666612505912781,0.4997240006923675,0.8803512454032898,0.4800225794315338,0.8922516107559204,0.4713883399963379,0.9119806289672852,0.4740721881389618,0.9199861884117126,0.4760449230670929,0.9299458861351012,0.4811559021472931,0.937841773033142,0.4207700788974762,0.8765395879745483,0.4207700788974762,0.8765395879745483
