filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,hubt0_distance_tgt,hubt0_distance_oth,hubt1_distance_tgt,hubt1_distance_oth,hubt2_distance_tgt,hubt2_distance_oth,hubt3_distance_tgt,hubt3_distance_oth,hubt4_distance_tgt,hubt4_distance_oth,hubt5_distance_tgt,hubt5_distance_oth,hubt6_distance_tgt,hubt6_distance_oth,hubt7_distance_tgt,hubt7_distance_oth,hubt8_distance_tgt,hubt8_distance_oth,hubt9_distance_tgt,hubt9_distance_oth,hubt10_distance_tgt,hubt10_distance_oth,hubt11_distance_tgt,hubt11_distance_oth,hubt12_distance_tgt,hubt12_distance_oth
BR_TRIP36051_0,ɛ,e,t,ʃ,BR366,BR370,BR443,BR-participant4,BR-participant3,False,0,BR,2,0.7013835906982422,0.6739417314529419,0.686207115650177,0.6762036681175232,0.698169469833374,0.6734699606895447,0.6581931114196777,0.6510736346244812,0.6436645984649658,0.6417998671531677,0.6117045879364014,0.6094816327095032,0.573512852191925,0.5777702927589417,0.5748481750488281,0.5809437036514282,0.5679808855056763,0.5616069436073303,0.5564863681793213,0.5563256740570068,0.5861319899559021,0.5688051581382751,0.5915964245796204,0.5395076870918274,0.5915964245796204,0.5395076870918274
EN_TRIP17558_0,ɑ,u,z,f,EN2723,EN2756,EN775,EN-participant8,EN-participant4,False,0,EN,1,0.4549936950206756,0.7999877333641052,0.4708726406097412,0.8552025556564331,0.4676163792610168,0.8122811913490295,0.4536020755767822,0.7530756592750549,0.4423001110553741,0.7404736876487732,0.4145911037921905,0.7211819291114807,0.3918560445308685,0.6381556987762451,0.3805338740348816,0.6254669427871704,0.3804786503314972,0.6198258996009827,0.350351333618164,0.5908789038658142,0.3648921847343445,0.5946664810180664,0.3148612976074219,0.5784961581230164,0.3148612976074219,0.5784961581230164
ES_TRIP21960_0,a:,ɤ:,m,v,ES140,ES79,ES11,ES-participant4,ES-participant2,False,0,ES,6,0.5810768008232117,0.7965620160102844,0.5730420351028442,0.7257782220840454,0.5609121918678284,0.6812483072280884,0.4660950303077698,0.6131910085678101,0.431245744228363,0.6088492274284363,0.3858990967273712,0.589410662651062,0.3537951111793518,0.5970187783241272,0.3378817141056061,0.590553343296051,0.3409897983074188,0.612381637096405,0.3249523937702179,0.5939087867736816,0.3359950184822082,0.5979329347610474,0.2837763130664825,0.6608568429946899,0.28377631306648254,0.6608568429946899
BR_TRIP60069_1,ũ,ĩ,s,t,BR672,BR849,BR28,BR-participant1,BR-participant2,True,1,BR,2,0.4805917739868164,0.5072252154350281,0.4328474998474121,0.4681917130947113,0.4267387688159942,0.4466495811939239,0.3987886309623718,0.4342714846134186,0.3916392028331756,0.430120587348938,0.3501760959625244,0.4150644838809967,0.3239941596984863,0.3850257098674774,0.3199837207794189,0.3946187496185303,0.3124130070209503,0.3944087326526642,0.3279955685138702,0.4007953107357025,0.3469371199607849,0.4183046221733093,0.2944177091121673,0.3971154689788818,0.29441770911216736,0.39711546897888184
TU_TRIP11912_1,ɯ,i,t,s,TU241,TU255,TU129,TU-participant1,TU-participant4,True,1,TU,5,0.4555816054344177,0.5354723930358887,0.4320792257785797,0.4967010915279388,0.4015441536903381,0.4868070483207702,0.3778057396411896,0.4583017230033874,0.3589405715465545,0.4468472003936767,0.3324317038059234,0.4089089334011078,0.3161275386810303,0.3726827204227447,0.3042748570442199,0.3673756420612335,0.3144734799861908,0.369089275598526,0.2926508486270904,0.3607485294342041,0.303981214761734,0.3799543678760528,0.2222154438495636,0.2889980673789978,0.2222154438495636,0.2889980673789978
FR_TRIP26963_0,œ,o,z,b,FR3364,FR3259,FR182,FR-participant7,FR-participant6,False,0,FR,0,0.5365471243858337,0.6940948963165283,0.5132156014442444,0.6809714436531067,0.4976391792297363,0.6551462411880493,0.4398092925548553,0.6065114140510559,0.4036763310432434,0.5919035077095032,0.3453898727893829,0.5618912577629089,0.2966050207614898,0.5417561531066895,0.2721150517463684,0.5345862507820129,0.2548841834068298,0.5357294678688049,0.2343858033418655,0.501853883266449,0.2583006024360657,0.5061299800872803,0.2097010463476181,0.4245947301387787,0.2097010463476181,0.4245947301387787
EN_TRIP22762_1,ɑ,ʌ,z,f,EN552,EN459,EN1927,EN-participant2,EN-participant7,True,1,EN,1,0.5442270636558533,0.568030595779419,0.5581015348434448,0.5572865605354309,0.5576247572898865,0.5789056420326233,0.5260699987411499,0.5328941941261292,0.5129647254943848,0.5169145464897156,0.4700142741203308,0.4870758354663849,0.4412570595741272,0.4756619930267334,0.4287837445735931,0.4581035673618316,0.4343169927597046,0.4843966066837311,0.4099364578723907,0.4472065567970276,0.4243204295635223,0.4708925187587738,0.3630611002445221,0.4285779595375061,0.3630611002445221,0.4285779595375061
GR_TRIP61577_1,ʏ,aː,f,s,GR268,GR317,GR621,GR-participant4,GR-participant1,True,1,GR,3,0.5832430124282837,0.7183018326759338,0.561569094657898,0.6792566180229187,0.5604180097579956,0.6930962204933167,0.5405264496803284,0.6571311950683594,0.5254571437835693,0.634314775466919,0.4956489503383636,0.6150859594345093,0.4789942800998688,0.6031487584114075,0.4781800508499145,0.59251469373703,0.4963931441307068,0.6022730469703674,0.478669136762619,0.5947492122650146,0.4766708314418793,0.6095688343048096,0.4664901793003082,0.6227236390113831,0.4664901793003082,0.6227236390113831
ES_TRIP33498_1,i:,y:,l,s,ES221,ES234,ES293,ES-participant1,ES-participant5,True,1,ES,6,0.5519476532936096,0.5254621505737305,0.5191779136657715,0.5015988349914551,0.4998120665550232,0.5017970204353333,0.4927886128425598,0.4829565584659576,0.4911116659641266,0.4733046293258667,0.458760917186737,0.4552914798259735,0.4338589608669281,0.4413220584392547,0.4456979930400848,0.4507624208927154,0.4413435459136963,0.4613606631755829,0.4231332242488861,0.4527321457862854,0.4444214403629303,0.4874084889888763,0.412323385477066,0.4747533798217773,0.41232338547706604,0.47475337982177734
BR_TRIP20451_0,i,e,s,p,BR499,BR445,BR329,BR-participant3,BR-participant4,False,0,BR,2,0.7651095390319824,0.7001862525939941,0.7580636739730835,0.6844426393508911,0.7408513426780701,0.6725130081176758,0.6731881499290466,0.6390866041183472,0.6724919676780701,0.6199818849563599,0.6302369832992554,0.5933115482330322,0.6057496666908264,0.567841112613678,0.5542014837265015,0.536940336227417,0.5999684929847717,0.5408361554145813,0.620285153388977,0.5563845038414001,0.5867035984992981,0.5738270282745361,0.5261873602867126,0.5357083082199097,0.5261873602867126,0.5357083082199097
FR_TRIP30446_0,ɔ,u,f,f,FR2910,FR3169,FR2668,FR-participant7,FR-participant1,False,0,FR,0,0.4404738545417785,0.5186945199966431,0.4263214766979217,0.5514334440231323,0.419394701719284,0.569376528263092,0.4004596769809723,0.549716591835022,0.4092097580432892,0.5580333471298218,0.4117743968963623,0.5451812744140625,0.3965676724910736,0.5241360068321228,0.3903760910034179,0.4982402324676513,0.3939840197563171,0.4955532550811767,0.3930771946907043,0.4887184202671051,0.3932882249355316,0.4945240020751953,0.4086091518402099,0.4450434744358063,0.40860915184020996,0.4450434744358063
GL_TRIP1354_1,aː,a,g,g,GLO50,GLO156,GLO150,S04F,S03M,True,1,GL,4,0.4567409157752991,0.4583387970924377,0.4286375045776367,0.4478510618209839,0.4301108419895172,0.4511933624744415,0.4201258718967438,0.4448795020580292,0.4064022302627563,0.4370064735412597,0.3949397206306457,0.4306836128234863,0.3837886154651642,0.4307599663734436,0.3964129388332367,0.4525043070316314,0.4063531756401062,0.4522617757320404,0.4069118797779083,0.4482277631759643,0.4204390048980713,0.4482134580612182,0.3893700838088989,0.3958152234554291,0.3893700838088989,0.3958152234554291
BR_TRIP25897_1,ẽ,õ,m,d,BR1024,BR890,BR773,BR-participant5,BR-participant1,True,1,BR,2,0.5466646552085876,0.6390694379806519,0.4995821714401245,0.6147961020469666,0.488594651222229,0.6050471067428589,0.4701896607875824,0.5461307764053345,0.4763940870761871,0.561798095703125,0.4504789113998413,0.5629157423973083,0.4131660759449005,0.5272720456123352,0.4071003198623657,0.5083576440811157,0.4142472147941589,0.5189590454101562,0.4070527851581573,0.5167788863182068,0.4224342405796051,0.5363395810127258,0.4072297811508178,0.6072050333023071,0.40722978115081787,0.6072050333023071
TU_TRIP5964_0,ɯ,y,p,t,TU188,TU170,TU24,TU-participant3,TU-participant2,False,0,TU,5,0.5235483646392822,0.5717528462409973,0.5129958987236023,0.5404971241950989,0.5128108859062195,0.5251833200454712,0.4872649312019348,0.492077499628067,0.4670784771442413,0.4704672992229461,0.4485793113708496,0.4429394900798797,0.3877378702163696,0.396926075220108,0.3724904358386993,0.3636235892772674,0.3696818947792053,0.3518883883953094,0.3534035682678222,0.3410407602787018,0.3639004230499267,0.3380742073059082,0.3209261894226074,0.2990381717681885,0.3209261894226074,0.2990381717681885
GR_TRIP66209_0,yː,øː,l,t,GR379,GR309,GR493,GR-participant4,GR-participant3,False,0,GR,3,0.7873618602752686,0.8088350296020508,0.7213115692138672,0.7550119161605835,0.7183043956756592,0.752414882183075,0.6984540224075317,0.7335304617881775,0.6914125084877014,0.7289859652519226,0.5383363366127014,0.6842817664146423,0.4695392251014709,0.5048927664756775,0.4430005848407745,0.4900093078613281,0.4390701949596405,0.470386654138565,0.4466606974601745,0.4789335131645202,0.4900014102458954,0.5377734899520874,0.4871576428413391,0.538712739944458,0.4871576428413391,0.538712739944458
ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,1,ES,6,0.5817041993141174,0.6037455201148987,0.5513014197349548,0.5904756188392639,0.5515113472938538,0.5697439908981323,0.4998617470264435,0.5320740342140198,0.4987339377403259,0.5438525080680847,0.4638947546482086,0.5298938155174255,0.4213889539241791,0.5095834136009216,0.3911818861961365,0.5036786794662476,0.3982366919517517,0.5248013138771057,0.3872102200984955,0.5303180813789368,0.4046975076198578,0.5746762752532959,0.4029277265071869,0.5612397789955139,0.4029277265071869,0.5612397789955139
GR_TRIP20981_1,ʏ,ɪ,f,s,GR397,GR404,GR115,GR-participant3,GR-participant6,True,1,GR,3,0.4106184244155884,0.6306459903717041,0.40345099568367,0.6354914903640747,0.4011463224887848,0.6443835496902466,0.379857987165451,0.6266225576400757,0.3605623245239258,0.6231055855751038,0.324768453836441,0.5962494611740112,0.3139292001724243,0.5298573970794678,0.3136475384235382,0.497039794921875,0.3209656476974487,0.5109204649925232,0.3161157369613647,0.4915961623191833,0.3271655440330505,0.4533945620059967,0.2674298882484436,0.3798486888408661,0.2674298882484436,0.3798486888408661
EN_TRIP15269_0,ʊ,ʌ,t,s,EN2689,EN2733,EN1681,EN-participant8,EN-participant1,False,0,EN,1,0.5911102890968323,0.5540258884429932,0.5675511360168457,0.5256109833717346,0.5642759799957275,0.5201890468597412,0.5425293445587158,0.5071115493774414,0.5306455492973328,0.5080218315124512,0.4711517989635467,0.4849908947944641,0.4777247905731201,0.4822711646556854,0.4286511242389679,0.4761357307434082,0.4108565747737884,0.4823074638843536,0.4214980900287628,0.4710227251052856,0.4381639063358307,0.5125136971473694,0.3795299828052521,0.5001051425933838,0.3795299828052521,0.5001051425933838
BR_TRIP66574_1,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,True,1,BR,2,0.4768940210342407,0.5413445234298706,0.4638602435588836,0.5285935401916504,0.4610961675643921,0.5277760624885559,0.4317276179790497,0.5149146318435669,0.4236393272876739,0.5273023843765259,0.4154852032661438,0.5251274704933167,0.3938307464122772,0.5078005790710449,0.393956184387207,0.5136178731918335,0.4138461947441101,0.5196999907493591,0.4333437085151672,0.5130626559257507,0.4303693771362304,0.5079804062843323,0.3748708963394165,0.4084090888500213,0.3748708963394165,0.40840908885002136
FR_TRIP18983_0,e,ɛ,z,b,FR1914,FR1812,FR1623,FR-participant3,FR-participant4,False,0,FR,0,0.6837445497512817,0.7351612448692322,0.649433434009552,0.7101998329162598,0.6509194374084473,0.7158471345901489,0.60667484998703,0.6630581617355347,0.5878089070320129,0.6155261397361755,0.5633286237716675,0.5791237950325012,0.5459566712379456,0.5606763958930969,0.5767773389816284,0.5465494394302368,0.5773664116859436,0.5672300457954407,0.5703791975975037,0.5574294924736023,0.5624619126319885,0.5643746256828308,0.5196377635002136,0.5712666511535645,0.5196377635002136,0.5712666511535645
EN_TRIP3200_1,u,ʊ,z,f,EN47,EN207,EN1866,EN-participant6,EN-participant1,True,1,EN,1,0.4787622988224029,0.4920423626899719,0.4593028426170349,0.4706116616725921,0.4674673974514007,0.4967672824859619,0.4529247879981994,0.4836601614952087,0.4312711954116821,0.4873102009296417,0.4101305902004242,0.4713176190853119,0.3743543028831482,0.4465408623218536,0.3417331278324127,0.4396165013313293,0.3436025083065033,0.4331819117069244,0.3321986794471741,0.404764324426651,0.3089624345302582,0.371561050415039,0.2508714199066162,0.2874036133289337,0.2508714199066162,0.2874036133289337
BR_TRIP58975_0,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,False,0,BR,2,0.5878835320472717,0.5203245282173157,0.5910733938217163,0.5053040385246277,0.5693781971931458,0.5057647824287415,0.547046422958374,0.4878505170345306,0.563662588596344,0.4925849139690399,0.5330652594566345,0.4579349160194397,0.4922477900981903,0.4392217099666595,0.4690625965595245,0.4239750802516937,0.4672470390796661,0.4191177487373352,0.4738852381706238,0.4198855459690094,0.5113182067871094,0.4293805658817291,0.4412978291511535,0.3525421917438507,0.44129782915115356,0.3525421917438507
BR_TRIP18676_1,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,True,1,BR,2,0.5357911586761475,0.6423064470291138,0.5290182828903198,0.6256710290908813,0.5306856632232666,0.6350475549697876,0.5167377591133118,0.6128780245780945,0.503278911113739,0.6032745242118835,0.4444333612918854,0.5796118974685669,0.4005167484283447,0.5432358384132385,0.3680900633335113,0.5390064120292664,0.3412279784679413,0.5101379752159119,0.3290804028511047,0.507944643497467,0.3195578157901764,0.5062486529350281,0.2575108110904693,0.4831308722496032,0.25751081109046936,0.48313087224960327
ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,0,ES,6,0.5109949111938477,0.5478605628013611,0.4789721071720123,0.5231896042823792,0.480602353811264,0.5379981398582458,0.4531254768371582,0.528250515460968,0.4394009709358215,0.510044515132904,0.3965418040752411,0.4758626520633697,0.3786131739616394,0.4525921046733856,0.3632637560367584,0.4489630162715912,0.3564745485782623,0.4392092823982239,0.3451560139656067,0.4195458889007568,0.3693222105503082,0.4499381184577942,0.3293759524822235,0.4096744060516357,0.3293759524822235,0.40967440605163574
FR_TRIP17398_1,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,True,1,FR,0,0.4549472332000732,0.495662122964859,0.4598300158977508,0.4820400774478912,0.4650498032569885,0.4835631251335144,0.4280026853084564,0.4718672931194305,0.4007368683815002,0.454256147146225,0.3799921572208404,0.4469137787818908,0.3614967167377472,0.4305803477764129,0.3364989459514618,0.434583842754364,0.3378360867500305,0.4339775443077087,0.3107003569602966,0.4270408451557159,0.3084307312965393,0.4477032124996185,0.2390042543411255,0.3818456828594208,0.2390042543411255,0.3818456828594208
GR_TRIP8946_0,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,False,0,GR,3,0.5784750580787659,0.6354305148124695,0.5610675811767578,0.608274519443512,0.5534421801567078,0.6013346314430237,0.5329857468605042,0.5891027450561523,0.5192311406135559,0.598442554473877,0.4668938517570495,0.5610860586166382,0.4102221727371216,0.5343222618103027,0.3776298463344574,0.5244795680046082,0.3674095869064331,0.5234405398368835,0.3685173392295837,0.5054069757461548,0.4137634336948395,0.5512499809265137,0.3867513239383697,0.5424143671989441,0.38675132393836975,0.5424143671989441
BR_TRIP46922_1,ĩ,õ,s,t,BR265,BR275,BR159,BR-participant4,BR-participant2,True,1,BR,2,0.7422751784324646,0.7537173628807068,0.7217157483100891,0.7373805046081543,0.7094452977180481,0.7324451208114624,0.684636116027832,0.7017541527748108,0.678575336933136,0.7023857831954956,0.6347852945327759,0.6798797249794006,0.6105214357376099,0.6398388743400574,0.6026285290718079,0.6443060636520386,0.6031746864318848,0.6469466090202332,0.6108176112174988,0.6617682576179504,0.6379978060722351,0.7187155485153198,0.6239166855812073,0.6910333633422852,0.6239166855812073,0.6910333633422852
GL_TRIP1774_0,e,ɛ,p,p,GLO86,GLO160,GLO2,S02M,S03M,False,0,GL,4,0.3505562841892242,0.5055052638053894,0.3282987773418426,0.4942477643489837,0.3327013552188873,0.4943581223487854,0.329031229019165,0.4804602265357971,0.3184810578823089,0.4755403399467468,0.308356761932373,0.4696845710277557,0.292515754699707,0.4528459310531616,0.2740981578826904,0.4494336247444153,0.2726691365242004,0.4435985088348388,0.2925514280796051,0.4473398625850677,0.3027092516422272,0.4485815167427063,0.2760893702507019,0.4130671620368957,0.2760893702507019,0.41306716203689575
BR_TRIP13188_1,ɐ̃,a,t,t,BR539,BR627,BR675,BR-participant3,BR-participant1,True,1,BR,2,0.5461411476135254,0.6973139047622681,0.5305192470550537,0.6765535473823547,0.5447061061859131,0.6894413828849792,0.5424798727035522,0.6844726800918579,0.5284250974655151,0.6938967704772949,0.4942755103111267,0.6839019656181335,0.4602696597576141,0.6668187975883484,0.4470458626747131,0.6949907541275024,0.433335393667221,0.6857152581214905,0.3837093412876129,0.6361292004585266,0.3915123045444488,0.6589154005050659,0.3577789664268493,0.6325556039810181,0.35777896642684937,0.6325556039810181
TU_TRIP3761_0,y,i,f,z,TU167,TU177,TU257,TU-participant3,TU-participant1,False,0,TU,5,0.463817298412323,0.4899826943874359,0.4614122807979584,0.5040076971054077,0.4628933370113373,0.5221889615058899,0.428201287984848,0.5159897208213806,0.4140694737434387,0.5122880339622498,0.3897324502468109,0.4972999691963196,0.3735586404800415,0.4907481074333191,0.3651874959468841,0.488479733467102,0.3668143451213836,0.5017970204353333,0.3650159835815429,0.4905000627040863,0.3847229778766632,0.5047422647476196,0.3614157438278198,0.4474726021289825,0.3614157438278198,0.44747260212898254
EN_TRIP6872_1,eɪ,ɛ,z,b,EN1950,EN2085,EN1009,EN-participant7,EN-participant4,True,1,EN,1,0.6517578959465027,0.7478579878807068,0.6277655959129333,0.7458328604698181,0.603889524936676,0.7299138903617859,0.5672532916069031,0.693043053150177,0.5549377799034119,0.7211393713951111,0.5138457417488098,0.6945116519927979,0.4873884618282318,0.6734068989753723,0.5145618319511414,0.6680794358253479,0.5169632434844971,0.6685517430305481,0.5157449841499329,0.6863398551940918,0.5219071507453918,0.6864513754844666,0.4392817616462707,0.5815054774284363,0.43928176164627075,0.5815054774284363
FR_TRIP8045_0,i,e,z,f,FR780,FR868,FR2450,FR-participant2,FR-participant1,False,0,FR,0,0.5681374073028564,0.6147722601890564,0.5940034985542297,0.6345248818397522,0.5741456151008606,0.61194908618927,0.5573446154594421,0.5911184549331665,0.5644497871398926,0.5962933301925659,0.5559147000312805,0.5606939792633057,0.5393189787864685,0.5624651312828064,0.5438396334648132,0.5570312142372131,0.568896472454071,0.5731863379478455,0.578448474407196,0.5798052549362183,0.586790919303894,0.5892878174781799,0.5383489727973938,0.5327175855636597,0.5383489727973938,0.5327175855636597
GR_TRIP51064_1,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,True,1,GR,3,0.4962780177593231,0.6370149254798889,0.4786320030689239,0.626409113407135,0.4765762388706207,0.6146551966667175,0.4687424600124359,0.6034819483757019,0.4785342514514923,0.6097307205200195,0.4631652534008026,0.5592231750488281,0.4450223743915558,0.5337513089179993,0.444934219121933,0.5311679244041443,0.449290007352829,0.5262060165405273,0.4494393169879913,0.5035036206245422,0.47042116522789,0.5359272360801697,0.3972253799438476,0.4432591199874878,0.39722537994384766,0.4432591199874878
ES_TRIP8284_0,y:,ø:,l,s,ES69,ES18,ES126,ES-participant2,ES-participant4,False,0,ES,6,0.5916666388511658,0.6978728175163269,0.5538673996925354,0.659352719783783,0.5644422173500061,0.650108277797699,0.5266924500465393,0.6157307028770447,0.5419929027557373,0.6228500604629517,0.5186179876327515,0.5887669920921326,0.4743114709854126,0.5716940760612488,0.4663585424423218,0.5746548175811768,0.4914038479328155,0.5868119597434998,0.4885560870170593,0.5947026610374451,0.4831636250019073,0.6231271624565125,0.4968356490135193,0.6941412687301636,0.4968356490135193,0.6941412687301636
BR_TRIP16561_1,ẽ,ũ,m,d,BR553,BR520,BR303,BR-participant3,BR-participant4,True,1,BR,2,0.6554818749427795,0.8080957531929016,0.6179432272911072,0.7752836346626282,0.6063255667686462,0.7938886284828186,0.5384113192558289,0.7787155508995056,0.540836751461029,0.8192737102508545,0.5082228183746338,0.8125414252281189,0.4509576857089996,0.8149961233139038,0.4211649000644684,0.8243290185928345,0.4086997210979461,0.8264740109443665,0.3986112177371979,0.8078831434249878,0.4376333057880401,0.8831697106361389,0.3952580392360687,0.7703391909599304,0.3952580392360687,0.7703391909599304
