filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,HuBERT (Transformer)_layer0_distance_tgt,HuBERT (Transformer)_layer0_distance_oth,HuBERT (Transformer)_layer1_distance_tgt,HuBERT (Transformer)_layer1_distance_oth,HuBERT (Transformer)_layer2_distance_tgt,HuBERT (Transformer)_layer2_distance_oth,HuBERT (Transformer)_layer3_distance_tgt,HuBERT (Transformer)_layer3_distance_oth,HuBERT (Transformer)_layer4_distance_tgt,HuBERT (Transformer)_layer4_distance_oth,HuBERT (Transformer)_layer5_distance_tgt,HuBERT (Transformer)_layer5_distance_oth,HuBERT (Transformer)_layer6_distance_tgt,HuBERT (Transformer)_layer6_distance_oth,HuBERT (Transformer)_layer7_distance_tgt,HuBERT (Transformer)_layer7_distance_oth,HuBERT (Transformer)_layer8_distance_tgt,HuBERT (Transformer)_layer8_distance_oth,HuBERT (Transformer)_layer9_distance_tgt,HuBERT (Transformer)_layer9_distance_oth,HuBERT (Transformer)_layer10_distance_tgt,HuBERT (Transformer)_layer10_distance_oth,HuBERT (Transformer)_layer11_distance_tgt,HuBERT (Transformer)_layer11_distance_oth,HuBERT (Logits)_distance_tgt,HuBERT (Logits)_distance_oth,logits_softmax_distance_tgt,logits_softmax_distance_oth
BR_TRIP36051_0,ɛ,e,t,ʃ,BR366,BR370,BR443,BR-participant4,BR-participant3,False,0,BR,2,0.6104680299758911,0.5373159646987915,0.4977108538150787,0.4485034644603729,0.5163185000419617,0.4472043812274933,0.4811928272247314,0.4347828924655914,0.4833612740039825,0.4262610673904419,0.5098497867584229,0.4502777755260467,0.5174211859703064,0.4690128266811371,0.5064997673034668,0.5031891465187073,0.4307402372360229,0.4356097877025604,0.3451970219612121,0.2958113849163055,0.4157197475433349,0.3242113888263702,0.4794454872608185,0.4152818620204925,0.4088633358478546,0.3151021301746368,2.737809419631958,1.967284083366394
EN_TRIP17558_0,ɑ,u,z,f,EN2723,EN2756,EN775,EN-participant8,EN-participant4,False,0,EN,1,0.3606224954128265,0.5796099305152893,0.3142237663269043,0.5069090127944946,0.3198855221271515,0.4801288545131683,0.3078214228153229,0.5030580759048462,0.2997868359088897,0.5008425712585449,0.2909052968025207,0.493073433637619,0.2658364176750183,0.4823271036148071,0.2482921630144119,0.5011200904846191,0.2247220575809478,0.4727195501327514,0.2294542044401168,0.4898473620414734,0.250517874956131,0.5593156218528748,0.2207061499357223,0.5879412889480591,0.1676361262798309,0.4786092638969421,1.150205373764038,2.7724502086639404
ES_TRIP21960_0,a:,ɤ:,m,v,ES140,ES79,ES11,ES-participant4,ES-participant2,False,0,ES,6,0.5119780898094177,0.6918884515762329,0.4747651219367981,0.5843263268470764,0.4524578750133514,0.5320534706115723,0.3935617208480835,0.4920650124549866,0.3639080226421356,0.4627133309841156,0.3517577946186065,0.4456616640090942,0.3573904633522033,0.4491433501243591,0.3543987870216369,0.4527933597564697,0.3478203415870666,0.4455426335334778,0.4932213425636291,0.3935901522636413,0.5558759570121765,0.4353548586368561,0.5438457727432251,0.5029865503311157,0.5137244462966919,0.5969455242156982,3.225917339324951,2.3301289081573486
BR_TRIP60069_1,ũ,ĩ,s,t,BR672,BR849,BR28,BR-participant1,BR-participant2,True,1,BR,2,0.388203501701355,0.4333556592464447,0.3420909643173218,0.3754691481590271,0.3361640274524688,0.3770867586135864,0.3033799231052398,0.3517342209815979,0.2921841144561767,0.348031222820282,0.294119119644165,0.3568929433822632,0.2912553548812866,0.3425033092498779,0.2910256385803222,0.3393638730049133,0.2723122537136078,0.298502117395401,0.257459819316864,0.2819981873035431,0.3113546669483185,0.3631345927715301,0.3369057476520538,0.4070041179656982,0.2672124207019806,0.3668152093887329,1.6709214448928833,2.475337505340576
TU_TRIP11912_1,ɯ,i,t,s,TU241,TU255,TU129,TU-participant1,TU-participant4,True,1,TU,5,0.3821154534816742,0.4406015872955322,0.3267486095428467,0.3752232193946838,0.2900864481925964,0.3408578336238861,0.2618755102157593,0.3045169115066528,0.2441420257091522,0.2837402820587158,0.2476218342781067,0.2917872667312622,0.2541329264640808,0.2970277667045593,0.2367462813854217,0.2933138906955719,0.2056361883878708,0.2552178204059601,0.1397521048784256,0.1669011563062667,0.1787848621606826,0.2070873081684112,0.26347815990448,0.2777726948261261,0.1943912208080291,0.2648057341575622,0.5556925535202026,0.5435535311698914
FR_TRIP26963_0,œ,o,z,b,FR3364,FR3259,FR182,FR-participant7,FR-participant6,False,0,FR,0,0.4423590898513794,0.5815430879592896,0.408150315284729,0.5367236137390137,0.3933561444282532,0.5189942121505737,0.3372181355953216,0.4862001538276672,0.2947738766670227,0.4594375193119049,0.2723941504955292,0.4566059708595276,0.2604187130928039,0.4459174573421478,0.2538620233535766,0.4505673348903656,0.215823695063591,0.4007003903388977,0.1519979834556579,0.301610916852951,0.1664398461580276,0.3211472928524017,0.1571973264217376,0.3180813193321228,0.1324685215950012,0.2028397619724273,0.6628410816192627,1.094840168952942
EN_TRIP22762_1,ɑ,ʌ,z,f,EN552,EN459,EN1927,EN-participant2,EN-participant7,True,1,EN,1,0.4866440892219543,0.5085240006446838,0.4262523949146271,0.4373209476470947,0.4239042103290558,0.422567754983902,0.3966415524482727,0.4038940668106079,0.3813492059707641,0.4046174585819244,0.3598015904426574,0.3902829587459564,0.3498621881008148,0.3751522600650787,0.3393488824367523,0.3586960136890411,0.3112210035324096,0.3216550648212433,0.3332557678222656,0.3015523552894592,0.3981403708457947,0.3720752298831939,0.3332583606243133,0.3498181402683258,0.2513032257556915,0.3111854195594787,1.4443678855895996,1.2870687246322632
GR_TRIP61577_1,ʏ,aː,f,s,GR268,GR317,GR621,GR-participant4,GR-participant1,True,1,GR,3,0.4529180526733398,0.5601896643638611,0.4052587449550628,0.5034514665603638,0.4102942049503326,0.5185362696647644,0.3826010227203369,0.4999505281448364,0.3706967234611511,0.5197277665138245,0.3815836608409881,0.5186845064163208,0.4075556695461273,0.5486351251602173,0.4133276641368866,0.5587215423583984,0.3685231804847717,0.5351517200469971,0.2803591787815094,0.4635855257511139,0.3199812173843384,0.571031391620636,0.3302121162414551,0.6472640037536621,0.2369447201490402,0.6081072688102722,1.484434962272644,3.542314291000366
ES_TRIP33498_1,i:,y:,l,s,ES221,ES234,ES293,ES-participant1,ES-participant5,True,1,ES,6,0.4050662517547607,0.453336089849472,0.3712876141071319,0.3858694732189178,0.3701203763484955,0.36801478266716,0.371695876121521,0.3629955053329468,0.3675321042537689,0.3404651582241058,0.3955897688865661,0.3402923941612243,0.4221234619617462,0.335492879152298,0.4372707605361938,0.3346345126628876,0.4055951535701751,0.2987527847290039,0.3866852223873138,0.3445783853530884,0.4913141429424286,0.4652240574359894,0.5264874696731567,0.4204032719135284,0.4134280383586883,0.2959361672401428,1.562639594078064,1.2270410060882568
BR_TRIP20451_0,i,e,s,p,BR499,BR445,BR329,BR-participant3,BR-participant4,False,0,BR,2,0.5040715336799622,0.5112556219100952,0.4904848337173462,0.4794999957084656,0.4954133629798889,0.4503477215766907,0.480885237455368,0.4287920594215393,0.4940155446529388,0.405133306980133,0.50262451171875,0.4156776070594787,0.4773097038269043,0.4081543982028961,0.4900976717472076,0.4048109650611877,0.3970528542995453,0.2977303266525268,0.3188436925411224,0.2180948704481125,0.3500508069992065,0.2782550752162933,0.39765664935112,0.354999840259552,0.3413757681846618,0.3143410384654999,2.5922434329986572,2.3637590408325195
FR_TRIP30446_0,ɔ,u,f,f,FR2910,FR3169,FR2668,FR-participant7,FR-participant1,False,0,FR,0,0.3947166800498962,0.4322043359279632,0.3427076339721679,0.4139355719089508,0.3404408693313598,0.4045442938804626,0.3227074146270752,0.4048428237438202,0.307675153017044,0.3992448151111603,0.3068224787712097,0.3690454959869385,0.2967733442783355,0.372128814458847,0.3235141336917877,0.3932168185710907,0.296591579914093,0.3895216882228851,0.2461362928152084,0.4063007235527038,0.2566398680210113,0.4081343710422516,0.2752468585968017,0.44547039270401,0.2594034075736999,0.395092099905014,1.1367056369781494,1.5110722780227661
GL_TRIP1354_1,aː,a,g,g,GLO50,GLO156,GLO150,S04F,S03M,True,1,GL,4,0.3138467967510223,0.3113042414188385,0.2928310930728912,0.3017771542072296,0.2893105149269104,0.3001080453395843,0.2621033191680908,0.2723858058452606,0.2460340559482574,0.2583754360675812,0.2332471311092376,0.2503139972686767,0.2222699373960495,0.2465583533048629,0.2217312306165695,0.2690742909908294,0.2323832660913467,0.2950165271759033,0.2339095026254654,0.2846524119377136,0.2836818993091583,0.3170595467090606,0.3056959807872772,0.3194140195846557,0.1761964410543441,0.1989148557186126,1.4626728296279907,1.5780401229858398
BR_TRIP25897_1,ẽ,õ,m,d,BR1024,BR890,BR773,BR-participant5,BR-participant1,True,1,BR,2,0.4637476205825805,0.4911210834980011,0.4185854196548462,0.4419666230678558,0.4108613729476928,0.4287660121917724,0.3991356790065765,0.4148755967617035,0.3915706574916839,0.4105937778949737,0.3762969672679901,0.4038459956645965,0.3670029938220978,0.4162485301494598,0.3813256025314331,0.4135368466377258,0.3548266887664795,0.3411961793899536,0.3159383535385132,0.2183961868286132,0.3460682332515716,0.2499909251928329,0.3888104259967804,0.3622573316097259,0.3465395271778106,0.4071358740329742,1.4258253574371338,1.5291696786880493
TU_TRIP5964_0,ɯ,y,p,t,TU188,TU170,TU24,TU-participant3,TU-participant2,False,0,TU,5,0.4969718158245086,0.4648360908031463,0.4429563283920288,0.4435070753097534,0.463916927576065,0.3803372383117676,0.4219105541706085,0.3508090376853943,0.3843624591827392,0.3226250410079956,0.3938912749290466,0.3141181766986847,0.3740617334842682,0.2833487093448639,0.3515463769435882,0.3183072209358215,0.2805904746055603,0.3065771758556366,0.1725523471832275,0.24653060734272,0.2038823366165161,0.2429224252700805,0.2263950109481811,0.3077149093151092,0.1589901745319366,0.236992061138153,0.76383376121521,0.7324510216712952
GR_TRIP66209_0,yː,øː,l,t,GR379,GR309,GR493,GR-participant4,GR-participant3,False,0,GR,3,0.6282286047935486,0.6484395861625671,0.5790385603904724,0.5882410407066345,0.5662204623222351,0.5882577300071716,0.4426682889461517,0.55184406042099,0.4019370377063751,0.4272172152996063,0.3867432177066803,0.4184468686580658,0.3975036442279815,0.4367816150188446,0.3910478949546814,0.4262774586677551,0.3270158469676971,0.376551479101181,0.2258951067924499,0.3089240193367004,0.3102160096168518,0.4253400564193725,0.3926389217376709,0.4726414680480957,0.3244580924510956,0.386011928319931,1.4178411960601807,1.9303843975067139
ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,1,ES,6,0.4636391997337341,0.5285826325416565,0.4087520241737366,0.484579473733902,0.4365434944629669,0.4884364902973175,0.4089601337909698,0.4761676788330078,0.3739523589611053,0.4690601229667663,0.3619928658008575,0.4609769582748413,0.3514854609966278,0.4685842394828796,0.3526542782783508,0.4782162010669708,0.3392009139060974,0.4411717057228088,0.3529030382633209,0.3963159620761871,0.4162611067295074,0.4936457276344299,0.4096398651599884,0.6650809049606323,0.3664800822734833,0.6423282623291016,1.4641977548599243,2.325890302658081
GR_TRIP20981_1,ʏ,ɪ,f,s,GR397,GR404,GR115,GR-participant3,GR-participant6,True,1,GR,3,0.3769040703773498,0.4639390110969543,0.3233230710029602,0.434454470872879,0.3251048326492309,0.4399600327014923,0.2936330139636993,0.4311201274394989,0.2566522061824798,0.3771918416023254,0.2509300410747528,0.3752405643463135,0.2467905580997467,0.3886759281158447,0.2480015158653259,0.3761074542999267,0.2350082993507385,0.3565089702606201,0.2085664719343185,0.3424365818500519,0.2155660092830658,0.3589308559894562,0.2001067101955413,0.3243744969367981,0.1524672359228134,0.2618480920791626,0.6387951374053955,1.7232811450958252
EN_TRIP15269_0,ʊ,ʌ,t,s,EN2689,EN2733,EN1681,EN-participant8,EN-participant1,False,0,EN,1,0.4056143462657928,0.4278212785720825,0.3600740134716034,0.365928053855896,0.349284827709198,0.3841279447078705,0.3480185568332672,0.355563759803772,0.3412663340568542,0.3562577962875366,0.3521749377250671,0.368806779384613,0.3299341201782226,0.3537762463092804,0.30317422747612,0.3580532371997833,0.2686299383640289,0.3241418302059173,0.2175317406654358,0.3101620078086853,0.2772345542907715,0.4408119618892669,0.3545214235782623,0.388952374458313,0.243031159043312,0.2875762283802032,1.1378520727157593,1.5025948286056519
BR_TRIP66574_1,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,True,1,BR,2,0.3554438054561615,0.4295486509799957,0.2966386973857879,0.3637380301952362,0.2902587652206421,0.3776768445968628,0.2833212316036224,0.3912941813468933,0.2823653817176819,0.4024704098701477,0.2885570228099823,0.4193581342697143,0.298194944858551,0.4425406157970428,0.3041131794452667,0.4454292953014374,0.2812541127204895,0.4194933772087097,0.2013190686702728,0.3214231431484222,0.1998127400875091,0.3294157087802887,0.2491965889930725,0.3684647679328918,0.2151558995246887,0.2981012761592865,1.0765620470046997,1.5247617959976196
FR_TRIP18983_0,e,ɛ,z,b,FR1914,FR1812,FR1623,FR-participant3,FR-participant4,False,0,FR,0,0.512416422367096,0.5452320575714111,0.4536948204040527,0.4978853166103363,0.4585171937942505,0.5204753279685974,0.4399109482765198,0.4802679121494293,0.4302501380443573,0.4720398485660553,0.4081267118453979,0.4583761096000671,0.4260515570640564,0.4707099199295044,0.429373025894165,0.4617075622081756,0.4126874804496765,0.4112582504749298,0.3568881452083587,0.3718124628067016,0.4711357653141022,0.4800987541675567,0.5688587427139282,0.5786178112030029,0.4839040338993072,0.5478820204734802,1.931134819984436,2.857680559158325
EN_TRIP3200_1,u,ʊ,z,f,EN47,EN207,EN1866,EN-participant6,EN-participant1,True,1,EN,1,0.4153536260128021,0.3831689059734344,0.4006435871124267,0.3634519577026367,0.3936486840248108,0.3635523319244385,0.3946027159690857,0.364060640335083,0.3852045834064483,0.3555248081684112,0.3971107006072998,0.3482692241668701,0.3922715485095978,0.3455525934696197,0.3786093294620514,0.3430997729301452,0.3701905012130737,0.3021557927131653,0.3733172416687011,0.2528461515903473,0.4120215475559234,0.2905859351158142,0.3955424129962921,0.2568208575248718,0.3192495703697204,0.1806999295949936,1.9285753965377808,0.9673563241958618
BR_TRIP58975_0,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,False,0,BR,2,0.4854601621627807,0.381964236497879,0.4548784494400024,0.3475365340709686,0.4811171293258667,0.3573794364929199,0.461035281419754,0.3399498164653778,0.4631414711475372,0.3367942273616791,0.4876722991466522,0.3519665896892547,0.4891398251056671,0.3383971154689789,0.4592648148536682,0.3334111869335174,0.4093301594257355,0.3144967257976532,0.3359220325946808,0.2760936021804809,0.3619021475315094,0.2749760746955871,0.379540354013443,0.2701497673988342,0.2965562045574188,0.1946696490049362,1.5203665494918823,0.8068742752075195
BR_TRIP18676_1,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,True,1,BR,2,0.411655843257904,0.5128017067909241,0.3626781404018402,0.4542748928070068,0.3549129366874695,0.461468368768692,0.3652544021606445,0.4584497511386871,0.3596357405185699,0.4619864523410797,0.3485854566097259,0.458141028881073,0.322886973619461,0.4375399947166443,0.3312496840953827,0.4339627921581268,0.2751897871494293,0.3894069790840149,0.2131954282522201,0.3111421465873718,0.2808650434017181,0.3246354758739471,0.3122207522392273,0.3583447635173797,0.206954151391983,0.2771657109260559,1.0747463703155518,1.8755338191986084
ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,0,ES,6,0.4950163662433624,0.4802601039409637,0.4557738900184631,0.4611668884754181,0.439278781414032,0.4492349624633789,0.350202202796936,0.3934876620769501,0.3063357472419739,0.3598567545413971,0.2738083899021148,0.3490475118160248,0.2581816017627716,0.3570979833602905,0.2534178793430328,0.3585022985935211,0.2314894348382949,0.3193577826023102,0.2578006386756897,0.3596842885017395,0.3027704060077667,0.3978838920593261,0.2816867530345917,0.3592695295810699,0.2060037553310394,0.2865931391716003,1.7210566997528076,1.985717535018921
FR_TRIP17398_1,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,True,1,FR,0,0.3537096977233886,0.4156715273857116,0.3016716539859772,0.3714695274829864,0.3080786764621734,0.3772683143615722,0.2999456226825714,0.3770231902599334,0.2762458026409149,0.3753900527954101,0.276457667350769,0.3814158141613006,0.309904396533966,0.4002739489078522,0.305955708026886,0.3875194191932678,0.2819884121417999,0.37218177318573,0.221423789858818,0.3188470005989074,0.2542117536067962,0.4107444286346435,0.2812386751174927,0.387102335691452,0.2174671292304992,0.268137514591217,1.0196751356124878,1.764524221420288
GR_TRIP8946_0,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,False,0,GR,3,0.3948048651218414,0.4882587790489197,0.3655477464199066,0.433802843093872,0.3901441693305969,0.4404588639736175,0.3614934980869293,0.4445927143096924,0.3339639604091644,0.4334762990474701,0.3330808877944946,0.4525340795516968,0.3322353065013885,0.4828921258449554,0.3126539885997772,0.4657232761383056,0.2996945083141327,0.4071234166622162,0.2755562663078308,0.3942392468452453,0.2848511040210724,0.4495019912719726,0.2883854210376739,0.5194222927093506,0.173978716135025,0.4594473540782928,1.0017460584640503,2.3734359741210938
BR_TRIP46922_1,ĩ,õ,s,t,BR265,BR275,BR159,BR-participant4,BR-participant2,True,1,BR,2,0.5053043961524963,0.5413494110107422,0.4634435176849365,0.4943911135196686,0.4449940919876098,0.4790125489234924,0.4223435223102569,0.4672707319259643,0.4095921814441681,0.4776138365268707,0.4100359082221985,0.490334004163742,0.3985786437988281,0.4712727963924408,0.3990828394889831,0.4755516052246094,0.3805383145809173,0.4133814573287964,0.3338377177715301,0.3510412871837616,0.406458705663681,0.4102015495300293,0.4689837396144867,0.4920212924480438,0.3985064029693603,0.4141208827495575,2.225175619125366,1.9261287450790405
GL_TRIP1774_0,e,ɛ,p,p,GLO86,GLO160,GLO2,S02M,S03M,False,0,GL,4,0.2476383596658706,0.3550366461277008,0.2209633141756057,0.315542608499527,0.2090796828269958,0.3166424334049225,0.1835680305957794,0.3055811822414398,0.1738252937793731,0.3030021786689758,0.1542812436819076,0.2958527207374573,0.1325471848249435,0.2814388871192932,0.1339581161737442,0.2920937836170196,0.141320914030075,0.2842278778553009,0.155752882361412,0.2997345924377441,0.1782029718160629,0.3179450333118438,0.1341671347618103,0.268720805644989,0.0578038841485977,0.1440041065216064,0.46048593521118164,1.0346875190734863
BR_TRIP13188_1,ɐ̃,a,t,t,BR539,BR627,BR675,BR-participant3,BR-participant1,True,1,BR,2,0.4791658520698547,0.5469245314598083,0.4501566588878631,0.5082712769508362,0.42913419008255,0.5193122625350952,0.3915422856807709,0.5127389430999756,0.369143396615982,0.5189996957778931,0.3466513454914093,0.5247591137886047,0.3220279812812805,0.5425137877464294,0.3280659317970276,0.5489774942398071,0.2738426327705383,0.4573404490947723,0.2274481505155563,0.3694546818733215,0.3040003180503845,0.4175801277160644,0.3921524882316589,0.4252512753009796,0.2609720826148987,0.2880392670631408,1.1104024648666382,1.532659888267517
TU_TRIP3761_0,y,i,f,z,TU167,TU177,TU257,TU-participant3,TU-participant1,False,0,TU,5,0.4225135147571563,0.4022393524646759,0.3695656955242157,0.367865115404129,0.3400352895259857,0.3478473424911499,0.3092928230762481,0.3385858833789825,0.2825282216072082,0.3297089338302612,0.2831930816173553,0.3336909413337707,0.2868716716766357,0.3369568288326263,0.3144106268882751,0.3525854051113128,0.276386946439743,0.2826058864593506,0.3090947568416595,0.2305121272802353,0.3957848250865936,0.2947991490364074,0.3347592949867248,0.3295587599277496,0.2198901027441024,0.2280274778604507,1.1661608219146729,0.9090263843536377
