Phone (Language),Response,value
ɐ̃ (pt-br),y,0.0
ɑ (en-us),a,0.255868544600939
ɑ (en-us),ɑ̃,0.1417840375586855
ɑ (en-us),e,0.0
ɑ (en-us),ɛ,0.00023474178403755868
ɑ (en-us),ɛ̃,0.36666666666666686
ɑ (en-us),i,0.0
ɑ (en-us),o,0.018075117370892017
ɑ (en-us),ø,0.002112676056338028
ɑ (en-us),œ,0.044131455399061006
ɑ (en-us),ɔ,0.14624413145539913
ɑ (en-us),ɔ̃,0.02159624413145541
ɑ (en-us),u,0.0032863849765258214
ɑ (en-us),y,0.0
ɑ̃ (fr),a,0.06916951080773595
ɑ̃ (fr),ɑ̃,0.34425483503981824
ɑ̃ (fr),e,0.0022753128555176336
ɑ̃ (fr),ɛ,0.0025028441410693968
ɑ̃ (fr),ɛ̃,0.22525597269624603
ɑ̃ (fr),i,0.0
ɑ̃ (fr),o,0.0744027303754265
ɑ̃ (fr),ø,0.005233219567690557
ɑ̃ (fr),œ,0.010693970420932883
ɑ̃ (fr),ɔ,0.04755403868031851
ɑ̃ (fr),ɔ̃,0.20523321956769094
ɑ̃ (fr),u,0.012059158134243467
ɑ̃ (fr),y,0.0013651877133105802
e (de),a,0.005555555555555556
e (de),ɑ̃,0.005555555555555556
e (de),e,0.14722222222222225
e (de),ɛ,0.3111111111111111
e (de),ɛ̃,0.013888888888888888
e (de),i,0.2833333333333334
e (de),o,0.01388888888888889
e (de),ø,0.022222222222222223
e (de),œ,0.05833333333333333
e (de),ɔ,0.008333333333333333
e (de),ɔ̃,0.049999999999999996
e (de),u,0.008333333333333333
e (de),y,0.07222222222222222
e (fr),a,0.03149847094801225
e (fr),ɑ̃,0.023241590214067295
e (fr),e,0.24892966360856292
e (fr),ɛ,0.1113149847094801
e (fr),ɛ̃,0.05412844036697248
e (fr),i,0.10030581039755346
e (fr),o,0.06788990825688065
e (fr),ø,0.13822629969418937
e (fr),œ,0.05015290519877675
e (fr),ɔ,0.0036697247706422016
e (fr),ɔ̃,0.0345565749235474
e (fr),u,0.005198776758409786
e (fr),y,0.13088685015290497
e (pt-br),a,0.0014652014652014652
e (pt-br),ɑ̃,0.009523809523809523
e (pt-br),e,0.2769230769230767
e (pt-br),ɛ,0.16996336996337
e (pt-br),ɛ̃,0.018315018315018312
e (pt-br),i,0.08351648351648354
e (pt-br),o,0.04615384615384616
e (pt-br),ø,0.104029304029304
e (pt-br),œ,0.13626373626373628
e (pt-br),ɔ,0.02051282051282051
e (pt-br),ɔ̃,0.030036630036630048
e (pt-br),u,0.01684981684981685
e (pt-br),y,0.08644688644688642
ẽ (pt-br),a,0.09037037037037038
ẽ (pt-br),ɑ̃,0.06814814814814815
ẽ (pt-br),e,0.060740740740740734
ẽ (pt-br),ɛ,0.11703703703703705
ẽ (pt-br),ɛ̃,0.26148148148148137
ẽ (pt-br),i,0.0007407407407407407
ẽ (pt-br),o,0.0044444444444444444
ẽ (pt-br),ø,0.03777777777777779
ẽ (pt-br),œ,0.2570370370370369
ẽ (pt-br),ɔ,0.04962962962962966
ẽ (pt-br),ɔ̃,0.0451851851851852
ẽ (pt-br),u,0.0044444444444444444
ẽ (pt-br),y,0.002962962962962963
eɪ (en-us),a,0.005166051660516605
eɪ (en-us),ɑ̃,0.032226322263222626
eɪ (en-us),e,0.30996309963099694
eɪ (en-us),ɛ,0.08487084870848705
eɪ (en-us),ɛ̃,0.01869618696186963
eɪ (en-us),i,0.12004920049200478
eɪ (en-us),o,0.09225092250922494
eɪ (en-us),ø,0.08659286592865911
eɪ (en-us),œ,0.06322263222632225
eɪ (en-us),ɔ,0.010332103321033216
eɪ (en-us),ɔ̃,0.06937269372693718
eɪ (en-us),u,0.016974169741697423
eɪ (en-us),y,0.09028290282902814
ɛ (de),a,0.03188405797101449
ɛ (de),ɑ̃,0.008695652173913044
ɛ (de),e,0.03768115942028985
ɛ (de),ɛ,0.6115942028985507
ɛ (de),ɛ̃,0.0318840579710145
ɛ (de),i,0.05217391304347826
ɛ (de),o,0.017391304347826087
ɛ (de),ø,0.0318840579710145
ɛ (de),œ,0.07246376811594202
ɛ (de),ɔ,0.0608695652173913
ɛ (de),ɔ̃,0.011594202898550725
ɛ (de),u,0.0
ɛ (de),y,0.0318840579710145
ɛ (en-us),a,0.18647342995169094
ɛ (en-us),ɑ̃,0.07632850241545885
ɛ (en-us),e,0.033333333333333326
ɛ (en-us),ɛ,0.15169082125603875
ɛ (en-us),ɛ̃,0.20169082125603877
ɛ (en-us),i,0.004589371980676328
ɛ (en-us),o,0.019323671497584547
ɛ (en-us),ø,0.06038647342995163
ɛ (en-us),œ,0.1577294685990339
ɛ (en-us),ɔ,0.06811594202898544
ɛ (en-us),ɔ̃,0.02971014492753623
ɛ (en-us),u,0.00024154589371980676
ɛ (en-us),y,0.010386473429951694
ɛ (fr),a,0.04438502673796786
ɛ (fr),ɑ̃,0.03975044563279852
ɛ (fr),e,0.16737967914438553
ɛ (fr),ɛ,0.2664884135472372
ɛ (fr),ɛ̃,0.07647058823529398
ɛ (fr),i,0.024420677361853826
ɛ (fr),o,0.04937611408199637
ɛ (fr),ø,0.12014260249554388
ɛ (fr),œ,0.11568627450980391
ɛ (fr),ɔ,0.011586452762923357
ɛ (fr),ɔ̃,0.029233511586452734
ɛ (fr),u,0.00249554367201426
ɛ (fr),y,0.052584670231728976
ɛ̃ (fr),a,0.13776223776223767
ɛ̃ (fr),ɑ̃,0.14498834498834506
ɛ̃ (fr),e,0.004895104895104895
ɛ̃ (fr),ɛ,0.012820512820512825
ɛ̃ (fr),ɛ̃,0.39883449883449934
ɛ̃ (fr),i,0.0002331002331002331
ɛ̃ (fr),o,0.02447552447552448
ɛ̃ (fr),ø,0.023543123543123545
ɛ̃ (fr),œ,0.09184149184149173
ɛ̃ (fr),ɔ,0.06550116550116541
ɛ̃ (fr),ɔ̃,0.0897435897435896
ɛ̃ (fr),u,0.00303030303030303
ɛ̃ (fr),y,0.002331002331002331
ɛ (pt-br),a,0.1107344632768362
ɛ (pt-br),ɑ̃,0.02598870056497175
ɛ (pt-br),e,0.029378531073446325
ɛ (pt-br),ɛ,0.13107344632768367
ɛ (pt-br),ɛ̃,0.22598870056497172
ɛ (pt-br),i,0.0022598870056497176
ɛ (pt-br),o,0.007909604519774011
ɛ (pt-br),ø,0.06327683615819209
ɛ (pt-br),œ,0.3231638418079095
ɛ (pt-br),ɔ,0.06666666666666674
ɛ (pt-br),ɔ̃,0.007909604519774011
ɛ (pt-br),u,0.0011299435028248588
ɛ (pt-br),y,0.004519774011299435
ɤː (et),a,0.014444444444444444
ɤː (et),ɑ̃,0.0033333333333333335
ɤː (et),e,0.0
ɤː (et),ɛ,0.0022222222222222222
ɤː (et),ɛ̃,0.24222222222222223
ɤː (et),i,0.0
ɤː (et),o,0.07888888888888893
ɤː (et),ø,0.1333333333333333
ɤː (et),œ,0.321111111111111
ɤː (et),ɔ,0.08888888888888892
ɤː (et),ɔ̃,0.025555555555555554
ɤː (et),u,0.08222222222222225
ɤː (et),y,0.0077777777777777776
i (de),a,0.05555555555555555
i (de),ɑ̃,0.019444444444444445
i (de),e,0.06944444444444443
i (de),ɛ,0.325
i (de),ɛ̃,0.09166666666666667
i (de),i,0.15
i (de),o,0.04722222222222222
i (de),ø,0.07222222222222222
i (de),œ,0.04722222222222222
i (de),ɔ,0.04722222222222222
i (de),ɔ̃,0.01944444444444444
i (de),u,0.0
i (de),y,0.05555555555555555
i (en-us),a,0.0044444444444444444
i (en-us),ɑ̃,0.017555555555555564
i (en-us),e,0.1953333333333336
i (en-us),ɛ,0.010666666666666675
i (en-us),ɛ̃,0.010000000000000004
i (en-us),i,0.333111111111111
i (en-us),o,0.0775555555555554
i (en-us),ø,0.07422222222222208
i (en-us),œ,0.008000000000000002
i (en-us),ɔ,0.0011111111111111111
i (en-us),ɔ̃,0.0693333333333332
i (en-us),u,0.03977777777777778
i (en-us),y,0.1588888888888891
i (fr),a,0.03418803418803418
i (fr),ɑ̃,0.03760683760683757
i (fr),e,0.1594017094017095
i (fr),ɛ,0.020085470085470087
i (fr),ɛ̃,0.07029914529914522
i (fr),i,0.2955128205128207
i (fr),o,0.0790598290598289
i (fr),ø,0.08055555555555542
i (fr),œ,0.0010683760683760683
i (fr),ɔ,0.00042735042735042735
i (fr),ɔ̃,0.028205128205128212
i (fr),u,0.007905982905982906
i (fr),y,0.1856837606837609
i (pt-br),a,0.0017777777777777776
i (pt-br),ɑ̃,0.013333333333333332
i (pt-br),e,0.08000000000000002
i (pt-br),ɛ,0.05333333333333336
i (pt-br),ɛ̃,0.007111111111111111
i (pt-br),i,0.45688888888888896
i (pt-br),o,0.02222222222222222
i (pt-br),ø,0.04800000000000002
i (pt-br),œ,0.026666666666666665
i (pt-br),ɔ,0.0044444444444444444
i (pt-br),ɔ̃,0.040000000000000015
i (pt-br),u,0.018666666666666665
i (pt-br),y,0.22755555555555546
ĩ (pt-br),a,0.015533980582524271
ĩ (pt-br),ɑ̃,0.03818770226537219
ĩ (pt-br),e,0.13527508090614887
ĩ (pt-br),ɛ,0.033656957928802606
ĩ (pt-br),ɛ̃,0.08349514563106797
ĩ (pt-br),i,0.15987055016181229
ĩ (pt-br),o,0.062135922330097106
ĩ (pt-br),ø,0.0692556634304207
ĩ (pt-br),œ,0.06601941747572816
ĩ (pt-br),ɔ,0.024595469255663444
ĩ (pt-br),ɔ̃,0.13139158576051782
ĩ (pt-br),u,0.04724919093851134
ĩ (pt-br),y,0.13333333333333333
i (tr),a,0.008333333333333333
i (tr),ɑ̃,0.011111111111111112
i (tr),e,0.18194444444444444
i (tr),ɛ,0.06666666666666668
i (tr),ɛ̃,0.02638888888888889
i (tr),i,0.20000000000000004
i (tr),o,0.04305555555555555
i (tr),ø,0.1416666666666667
i (tr),œ,0.012499999999999999
i (tr),ɔ,0.0
i (tr),ɔ̃,0.011111111111111112
i (tr),u,0.009722222222222222
i (tr),y,0.2875
iː (de-mun),a,0.0012461059190031153
iː (de-mun),ɑ̃,0.014953271028037382
iː (de-mun),e,0.20436137071651075
iː (de-mun),ɛ,0.0012461059190031153
iː (de-mun),ɛ̃,0.009968847352024923
iː (de-mun),i,0.30218068535825526
iː (de-mun),o,0.08224299065420564
iː (de-mun),ø,0.06417445482866042
iː (de-mun),œ,0.02180685358255452
iː (de-mun),ɔ,0.003115264797507788
iː (de-mun),ɔ̃,0.0635514018691589
iː (de-mun),u,0.06168224299065422
iː (de-mun),y,0.1694704049844235
iː (et),a,0.0
iː (et),ɑ̃,0.01888888888888889
iː (et),e,0.2422222222222222
iː (et),ɛ,0.0022222222222222222
iː (et),ɛ̃,0.03888888888888889
iː (et),i,0.08333333333333334
iː (et),o,0.0866666666666667
iː (et),ø,0.08333333333333338
iː (et),œ,0.07000000000000003
iː (et),ɔ,0.01
iː (et),ɔ̃,0.10444444444444446
iː (et),u,0.18555555555555556
iː (et),y,0.07444444444444447
ɪ (de-mun),a,0.00784313725490196
ɪ (de-mun),ɑ̃,0.006535947712418302
ɪ (de-mun),e,0.06405228758169934
ɪ (de-mun),ɛ,0.3464052287581698
ɪ (de-mun),ɛ̃,0.047058823529411764
ɪ (de-mun),i,0.07189542483660132
ɪ (de-mun),o,0.0326797385620915
ɪ (de-mun),ø,0.17124183006535953
ɪ (de-mun),œ,0.13725490196078435
ɪ (de-mun),ɔ,0.01699346405228758
ɪ (de-mun),ɔ̃,0.019607843137254898
ɪ (de-mun),u,0.00130718954248366
ɪ (de-mun),y,0.07712418300653598
ɪ (en-us),a,0.02895622895622896
ɪ (en-us),ɑ̃,0.019528619528619527
ɪ (en-us),e,0.15196408529741878
ɪ (en-us),ɛ,0.30572390572390573
ɪ (en-us),ɛ̃,0.06105499438832767
ɪ (en-us),i,0.03883277216610548
ɪ (en-us),o,0.03883277216610547
ɪ (en-us),ø,0.13400673400673402
ɪ (en-us),œ,0.1115600448933782
ɪ (en-us),ɔ,0.011223344556677898
ɪ (en-us),ɔ̃,0.03120089786756452
ɪ (en-us),u,0.0017957351290684624
ɪ (en-us),y,0.06531986531986525
o (de),a,0.017391304347826087
o (de),ɑ̃,0.05797101449275362
o (de),e,0.011594202898550725
o (de),ɛ,0.05797101449275362
o (de),ɛ̃,0.005797101449275362
o (de),i,0.026086956521739136
o (de),o,0.255072463768116
o (de),ø,0.008695652173913044
o (de),œ,0.05797101449275362
o (de),ɔ,0.04347826086956521
o (de),ɔ̃,0.17971014492753626
o (de),u,0.24057971014492754
o (de),y,0.03768115942028985
o (fr),a,0.0376923076923077
o (fr),ɑ̃,0.11051282051282031
o (fr),e,0.013076923076923081
o (fr),ɛ,0.02923076923076923
o (fr),ɛ̃,0.13923076923076916
o (fr),i,0.010256410256410256
o (fr),o,0.28948717948717967
o (fr),ø,0.06641025641025636
o (fr),œ,0.04051282051282052
o (fr),ɔ,0.07487179487179481
o (fr),ɔ̃,0.10692307692307672
o (fr),u,0.06564102564102563
o (fr),y,0.016153846153846164
ø (fr),a,0.020268620268620276
ø (fr),ɑ̃,0.007814407814407814
ø (fr),e,0.05860805860805861
ø (fr),ɛ,0.08229548229548225
ø (fr),ɛ̃,0.07814407814407806
ø (fr),i,0.007081807081807081
ø (fr),o,0.03394383394383394
ø (fr),ø,0.32332112332112345
ø (fr),œ,0.22686202686202703
ø (fr),ɔ,0.030280830280830263
ø (fr),ɔ̃,0.026862026862026857
ø (fr),u,0.003174603174603174
ø (fr),y,0.10134310134310116
o (pt-br),a,0.017886178861788615
o (pt-br),ɑ̃,0.14471544715447152
o (pt-br),e,0.008130081300813007
o (pt-br),ɛ,0.0065040650406504065
o (pt-br),ɛ̃,0.075609756097561
o (pt-br),i,0.014634146341463414
o (pt-br),o,0.3008130081300811
o (pt-br),ø,0.004878048780487805
o (pt-br),œ,0.029268292682926838
o (pt-br),ɔ,0.14796747967479673
o (pt-br),ɔ̃,0.10731707317073168
o (pt-br),u,0.1382113821138211
o (pt-br),y,0.004065040650406504
õ (pt-br),a,0.0651851851851852
õ (pt-br),ɑ̃,0.2241975308641972
õ (pt-br),e,0.009876543209876543
õ (pt-br),ɛ,0.0064197530864197536
õ (pt-br),ɛ̃,0.2666666666666665
õ (pt-br),i,0.0019753086419753087
õ (pt-br),o,0.07802469135802466
õ (pt-br),ø,0.023209876543209884
õ (pt-br),œ,0.04691358024691359
õ (pt-br),ɔ,0.03950617283950618
õ (pt-br),ɔ̃,0.2138271604938269
õ (pt-br),u,0.02419753086419755
õ (pt-br),y,0.0
øː (de-mun),a,0.0024691358024691358
øː (de-mun),ɑ̃,0.0012345679012345679
øː (de-mun),e,0.012345679012345678
øː (de-mun),ɛ,0.012962962962962963
øː (de-mun),ɛ̃,0.08518518518518521
øː (de-mun),i,0.0
øː (de-mun),o,0.02345679012345679
øː (de-mun),ø,0.3629629629629631
øː (de-mun),œ,0.3382716049382713
øː (de-mun),ɔ,0.045679012345679046
øː (de-mun),ɔ̃,0.020370370370370372
øː (de-mun),u,0.01728395061728395
øː (de-mun),y,0.07777777777777778
øː (et),a,0.013333333333333334
øː (et),ɑ̃,0.0
øː (et),e,0.0077777777777777776
øː (et),ɛ,0.005555555555555556
øː (et),ɛ̃,0.12333333333333336
øː (et),i,0.0
øː (et),o,0.0011111111111111111
øː (et),ø,0.20888888888888893
øː (et),œ,0.5577777777777779
øː (et),ɔ,0.054444444444444504
øː (et),ɔ̃,0.0011111111111111111
øː (et),u,0.005555555555555555
øː (et),y,0.021111111111111112
œ (fr),a,0.07348242811501585
œ (fr),ɑ̃,0.03961661341853031
œ (fr),e,0.0783812566560169
œ (fr),ɛ,0.1993610223642174
œ (fr),ɛ̃,0.12438764643237483
œ (fr),i,0.009158679446219386
œ (fr),o,0.03833865814696482
œ (fr),ø,0.1650692225772101
œ (fr),œ,0.167199148029819
œ (fr),ɔ,0.024068157614483502
œ (fr),ɔ̃,0.021725239616613413
œ (fr),u,0.00021299254526091586
œ (fr),y,0.05899893503727361
œ (tr),a,0.11914893617021281
œ (tr),ɑ̃,0.021276595744680847
œ (tr),e,0.02553191489361702
œ (tr),ɛ,0.07092198581560286
œ (tr),ɛ̃,0.20425531914893616
œ (tr),i,0.0028368794326241132
œ (tr),o,0.039716312056737584
œ (tr),ø,0.2014184397163121
œ (tr),œ,0.1773049645390071
œ (tr),ɔ,0.03404255319148936
œ (tr),ɔ̃,0.022695035460992906
œ (tr),u,0.0028368794326241132
œ (tr),y,0.07801418439716315
oʊ (en-us),a,0.06199999999999997
oʊ (en-us),ɑ̃,0.1593333333333335
oʊ (en-us),e,0.002444444444444445
oʊ (en-us),ɛ,0.01333333333333334
oʊ (en-us),ɛ̃,0.15444444444444463
oʊ (en-us),i,0.0022222222222222222
oʊ (en-us),o,0.25177777777777804
oʊ (en-us),ø,0.020666666666666673
oʊ (en-us),œ,0.04688888888888888
oʊ (en-us),ɔ,0.10288888888888875
oʊ (en-us),ɔ̃,0.12644444444444444
oʊ (en-us),u,0.055999999999999966
oʊ (en-us),y,0.0015555555555555555
ɔ (de),a,0.10555555555555557
ɔ (de),ɑ̃,0.15
ɔ (de),e,0.002777777777777778
ɔ (de),ɛ,0.15833333333333335
ɔ (de),ɛ̃,0.05277777777777778
ɔ (de),i,0.024999999999999998
ɔ (de),o,0.05277777777777778
ɔ (de),ø,0.022222222222222227
ɔ (de),œ,0.030555555555555555
ɔ (de),ɔ,0.3277777777777778
ɔ (de),ɔ̃,0.06944444444444443
ɔ (de),u,0.0
ɔ (de),y,0.002777777777777778
ɔ (fr),a,0.11885612153708679
ɔ (fr),ɑ̃,0.0954423592493297
ɔ (fr),e,0.026273458445040216
ɔ (fr),ɛ,0.06595174262734577
ɔ (fr),ɛ̃,0.26470062555853485
ɔ (fr),i,0.0035746201966041107
ɔ (fr),o,0.06934763181411961
ɔ (fr),ø,0.08650580875781931
ɔ (fr),œ,0.1061662198391421
ɔ (fr),ɔ,0.09061662198391411
ɔ (fr),ɔ̃,0.04039320822162641
ɔ (fr),u,0.0030384271671134943
ɔ (fr),y,0.02913315460232349
ɔ̃ (fr),a,0.02293676312968919
ɔ̃ (fr),ɑ̃,0.1762057877813506
ɔ̃ (fr),e,0.007931404072883176
ɔ̃ (fr),ɛ,0.008360128617363348
ɔ̃ (fr),ɛ̃,0.1774919614147913
ɔ̃ (fr),i,0.0010718113612004287
ɔ̃ (fr),o,0.13440514469453385
ɔ̃ (fr),ø,0.03172561629153269
ɔ̃ (fr),œ,0.0390139335476956
ɔ̃ (fr),ɔ,0.04415862808145761
ɔ̃ (fr),ɔ̃,0.29646302250803913
ɔ̃ (fr),u,0.05230439442658084
ɔ̃ (fr),y,0.007931404072883175
ɔ (pt-br),a,0.16977777777777783
ɔ (pt-br),ɑ̃,0.1537777777777778
ɔ (pt-br),e,0.0
ɔ (pt-br),ɛ,0.0
ɔ (pt-br),ɛ̃,0.3199999999999999
ɔ (pt-br),i,0.0
ɔ (pt-br),o,0.05244444444444447
ɔ (pt-br),ø,0.0044444444444444444
ɔ (pt-br),œ,0.029333333333333336
ɔ (pt-br),ɔ,0.23733333333333329
ɔ (pt-br),ɔ̃,0.028444444444444442
ɔ (pt-br),u,0.004444444444444445
ɔ (pt-br),y,0.0
u (en-us),a,0.012896174863387982
u (en-us),ɑ̃,0.04721311475409831
u (en-us),e,0.017267759562841534
u (en-us),ɛ,0.036065573770491806
u (en-us),ɛ̃,0.08043715846994527
u (en-us),i,0.031912568306010934
u (en-us),o,0.183825136612022
u (en-us),ø,0.18251366120218598
u (en-us),œ,0.10426229508196705
u (en-us),ɔ,0.05355191256830594
u (en-us),ɔ̃,0.11278688524590152
u (en-us),u,0.06579234972677588
u (en-us),y,0.07147540983606548
u (fr),a,0.028938906752411588
u (fr),ɑ̃,0.09239013933547678
u (fr),e,0.03472668810289386
u (fr),ɛ,0.025080385852090038
u (fr),ɛ̃,0.11168274383708462
u (fr),i,0.06002143622722398
u (fr),o,0.2293676312968922
u (fr),ø,0.07802786709539111
u (fr),œ,0.02100750267952841
u (fr),ɔ,0.03193997856377276
u (fr),ɔ̃,0.12904608788853172
u (fr),u,0.07759914255091095
u (fr),y,0.08017148981779197
u (pt-br),a,0.007638888888888889
u (pt-br),ɑ̃,0.08125000000000003
u (pt-br),e,0.034722222222222245
u (pt-br),ɛ,0.010416666666666666
u (pt-br),ɛ̃,0.0652777777777778
u (pt-br),i,0.0638888888888889
u (pt-br),o,0.30069444444444415
u (pt-br),ø,0.03194444444444446
u (pt-br),œ,0.015277777777777777
u (pt-br),ɔ,0.026388888888888896
u (pt-br),ɔ̃,0.15138888888888885
u (pt-br),u,0.18541666666666665
u (pt-br),y,0.025694444444444454
ũ (pt-br),a,0.011851851851851851
ũ (pt-br),ɑ̃,0.11703703703703704
ũ (pt-br),e,0.0325925925925926
ũ (pt-br),ɛ,0.019999999999999997
ũ (pt-br),ɛ̃,0.16222222222222216
ũ (pt-br),i,0.014814814814814814
ũ (pt-br),o,0.14296296296296293
ũ (pt-br),ø,0.05481481481481484
ũ (pt-br),œ,0.056296296296296316
ũ (pt-br),ɔ,0.031111111111111135
ũ (pt-br),ɔ̃,0.26074074074074055
ũ (pt-br),u,0.08148148148148152
ũ (pt-br),y,0.014074074074074074
u (tr),a,0.03472222222222222
u (tr),ɑ̃,0.09166666666666667
u (tr),e,0.024999999999999998
u (tr),ɛ,0.03472222222222222
u (tr),ɛ̃,0.17083333333333336
u (tr),i,0.048611111111111105
u (tr),o,0.21111111111111117
u (tr),ø,0.05972222222222225
u (tr),œ,0.0375
u (tr),ɔ,0.04583333333333333
u (tr),ɔ̃,0.12777777777777777
u (tr),u,0.09583333333333333
u (tr),y,0.016666666666666666
uː (de-mun),a,0.002962962962962963
uː (de-mun),ɑ̃,0.07259259259259264
uː (de-mun),e,0.007407407407407407
uː (de-mun),ɛ,0.00962962962962963
uː (de-mun),ɛ̃,0.04000000000000002
uː (de-mun),i,0.028888888888888884
uː (de-mun),o,0.27111111111111086
uː (de-mun),ø,0.03555555555555557
uː (de-mun),œ,0.018518518518518517
uː (de-mun),ɔ,0.023703703703703703
uː (de-mun),ɔ̃,0.27259259259259233
uː (de-mun),u,0.19851851851851848
uː (de-mun),y,0.018518518518518517
ɯ (tr),a,0.06553672316384182
ɯ (tr),ɑ̃,0.04180790960451978
ɯ (tr),e,0.06779661016949154
ɯ (tr),ɛ,0.10734463276836159
ɯ (tr),ɛ̃,0.21016949152542377
ɯ (tr),i,0.01694915254237288
ɯ (tr),o,0.0497175141242938
ɯ (tr),ø,0.18983050847457636
ɯ (tr),œ,0.09717514124293788
ɯ (tr),ɔ,0.01807909604519774
ɯ (tr),ɔ̃,0.0327683615819209
ɯ (tr),u,0.005649717514124295
ɯ (tr),y,0.09717514124293787
ʊ (de-mun),a,0.021296296296296296
ʊ (de-mun),ɑ̃,0.10648148148148155
ʊ (de-mun),e,0.021296296296296296
ʊ (de-mun),ɛ,0.10092592592592593
ʊ (de-mun),ɛ̃,0.14259259259259255
ʊ (de-mun),i,0.049074074074074096
ʊ (de-mun),o,0.24444444444444446
ʊ (de-mun),ø,0.053703703703703726
ʊ (de-mun),œ,0.002777777777777778
ʊ (de-mun),ɔ,0.06481481481481483
ʊ (de-mun),ɔ̃,0.1453703703703704
ʊ (de-mun),u,0.008333333333333333
ʊ (de-mun),y,0.03888888888888889
ʊ (en-us),a,0.10409356725146181
ʊ (en-us),ɑ̃,0.06058479532163739
ʊ (en-us),e,0.013333333333333341
ʊ (en-us),ɛ,0.10807017543859639
ʊ (en-us),ɛ̃,0.20467836257309968
